SLAID,WorkOrderID,ClientID,ServiceID,AreaID,PriorityID,CreatedDateKey,CommittedDateKey,ResolvedDateKey,TargetHours,ActualHours,SLAMetFlag,BreachHours,_SourceFile,_ExportedAt,_LegacyRowNumber
SLA001975,WO004472,C005,SV5,A003,P1,20240524,20240524,20240525,8,5.5,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1975
SLA001976,WO000064,C009,SV6,A004,P4,20240609,20240614,20240612,120,62.07,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1976
SLA001977,WO001793,C006,SV7,A001,P2,20241228,20241229,20241230,24,42.77,False,18.77,training_fact_sla_export.csv,2026-06-23T00:00:00,1977
SLA001978,WO000364,C006,SV3,A003,P2,20240410,20240411,20240411,24,15.12,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1978
SLA001979,WO001412,C008,SV5,A001,P2,20240703,20240704,20240704,24,15.25,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1979
SLA001980,WO000589,C002,SV6,A001,P2,20241229,20241230,20241231,24,26.01,False,2.01,training_fact_sla_export.csv,2026-06-23T00:00:00,1980
SLA001981,WO002410,C014,SV5,A006,P3,20240312,20240315,20240313,72,23.87,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1981
SLA001982,WO003751,C018,SV7,A005,P3,20240630,20240703,20240704,72,77.3,False,5.3,training_fact_sla_export.csv,2026-06-23T00:00:00,1982
SLA001983,WO004622,C009,SV6,A005,P3,20240906,20240909,20240908,72,33.6,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1983
SLA001984,WO004050,C005,SV2,A001,P3,20241223,20241226,20241225,72,45.89,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1984
SLA001985,WO001871,C019,SV4,A005,P3,20241101,20241104,20241104,72,57.75,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1985
SLA001986,WO003981,C018,SV7,A001,P2,20241013,20241014,20241014,24,12.96,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1986
SLA001987,WO000906,C010,SV3,A005,P3,20240327,20240330,20240329,72,35.38,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1987
SLA001988,WO004838,C006,SV6,A005,P3,20240813,20240816,20240818,72,119.3,False,47.3,training_fact_sla_export.csv,2026-06-23T00:00:00,1988
SLA001989,WO003669,C015,SV3,A005,P2,20241224,20241225,20241225,24,17.55,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1989
SLA001990,WO002319,C017,SV4,A002,P2,20240614,20240615,20240615,24,7.97,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1990
SLA001991,WO001275,C001,SV5,A003,P3,20240709,20240712,20240711,72,25.76,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1991
SLA001992,WO000509,C006,SV6,A001,P3,20240722,20240725,20240726,72,85.82,False,13.82,training_fact_sla_export.csv,2026-06-23T00:00:00,1992
SLA001993,WO000559,C018,SV5,A003,P2,20240607,20240608,20240608,24,16.8,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1993
SLA001994,WO001122,C003,SV4,A003,P2,20240622,20240623,20240623,24,7.85,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1994
SLA001995,WO002882,C005,SV5,A003,P3,20240705,20240708,20240708,72,56.48,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1995
SLA001996,WO004197,C017,SV2,A006,P2,20240501,20240502,20240503,24,27.76,False,3.76,training_fact_sla_export.csv,2026-06-23T00:00:00,1996
SLA001997,WO004860,C017,SV4,A005,P2,20240731,20240801,20240802,24,28.92,False,4.92,training_fact_sla_export.csv,2026-06-23T00:00:00,1997
SLA001998,WO000710,C006,SV6,A001,P2,20240704,20240705,20240705,24,14.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,1998
SLA001999,WO000620,C018,SV7,A005,P3,20240412,20240415,20240416,72,79.63,False,7.63,training_fact_sla_export.csv,2026-06-23T00:00:00,1999
SLA002000,WO000484,C007,SV8,A003,P3,20240427,20240430,20240501,72,89.97,False,17.97,training_fact_sla_export.csv,2026-06-23T00:00:00,2000
SLA002001,WO004747,C005,SV2,A005,P1,20241201,20241201,20241202,8,2.5,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2001
SLA002002,WO003292,C009,SV2,A003,P2,20241109,20241110,20241110,24,14.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2002
SLA002003,WO001577,C012,SV7,A005,P3,20241225,20241228,20241228,72,59.08,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2003
SLA002004,WO001473,C013,SV1,A001,P4,20240325,20240330,20240401,120,149.26,False,29.26,training_fact_sla_export.csv,2026-06-23T00:00:00,2004
SLA002005,WO001064,C006,SV2,A001,P3,20240625,20240628,20240628,72,49.71,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2005
SLA002006,WO004235,C013,SV7,A005,P2,20240206,20240207,20240207,24,18.68,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2006
SLA002007,WO000393,C001,SV4,A006,P3,20240824,20240827,20240827,72,55.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2007
SLA002008,WO004163,C002,SV5,A003,P1,20240107,20240107,20240108,8,4.29,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2008
SLA002009,WO002179,C005,SV8,A006,P2,20241123,20241124,20241124,24,19.23,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2009
SLA002010,WO000103,C020,SV2,A003,P3,20241210,20241213,20241212,72,45.98,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2010
SLA002011,WO002812,C015,SV3,A006,P1,20240930,20240930,20241001,8,3.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2011
SLA002012,WO004206,C002,SV3,A005,P2,20240401,20240402,20240402,24,19.16,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2012
SLA002013,WO000182,C002,SV5,A003,P4,20240712,20240717,20240719,120,151.59,False,31.59,training_fact_sla_export.csv,2026-06-23T00:00:00,2013
SLA002014,WO004027,C017,SV4,A005,P2,20240903,20240904,20240905,24,24.63,False,0.63,training_fact_sla_export.csv,2026-06-23T00:00:00,2014
SLA002015,WO003747,C011,SV6,A005,P2,20241029,20241030,20241030,24,14.0,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2015
SLA002016,WO003050,C015,SV4,A001,P2,20241104,20241105,20241105,24,19.71,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2016
SLA002017,WO001660,C007,SV1,A001,P2,20240904,20240905,20240905,24,8.3,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2017
SLA002018,WO001256,C006,SV2,A006,P3,20241108,20241111,20241111,72,56.12,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2018
SLA002019,WO002553,C004,SV1,A006,P2,20240302,20240303,20240303,24,12.44,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2019
SLA002020,WO004103,C012,SV6,A004,P3,20241206,20241209,20241211,72,97.85,False,25.85,training_fact_sla_export.csv,2026-06-23T00:00:00,2020
SLA002021,WO004434,C012,SV8,A001,P4,20241027,20241101,20241101,120,116.49,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2021
SLA002022,WO000184,C011,SV8,A004,P2,20240502,20240503,20240504,24,29.46,False,5.46,training_fact_sla_export.csv,2026-06-23T00:00:00,2022
SLA002023,WO003514,C019,SV1,A005,P2,20240121,20240122,20240123,24,34.87,False,10.87,training_fact_sla_export.csv,2026-06-23T00:00:00,2023
SLA002024,WO003932,C014,SV6,A005,P3,20240401,20240404,20240404,72,50.18,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2024
SLA002025,WO000191,C019,SV3,A004,P2,20240914,20240915,20240915,24,15.63,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2025
SLA002026,WO000822,C015,SV2,A003,P4,20240103,20240108,20240106,120,69.87,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2026
SLA002027,WO000792,C003,SV5,A001,P3,20241207,20241210,20241210,72,48.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2027
SLA002028,WO001542,C011,SV7,A002,P4,20241116,20241121,20241119,120,61.43,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2028
SLA002029,WO002682,C020,SV2,A001,P2,20240715,20240716,20240716,24,13.69,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2029
SLA002030,WO003927,C015,SV8,A006,P4,20240930,20241005,20241005,120,97.39,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2030
SLA002031,WO002700,C003,SV1,A005,P3,20240908,20240911,20240911,72,57.36,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2031
SLA002032,WO002215,C004,SV1,A004,P1,20240824,20240824,20240825,8,7.72,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2032
SLA002033,WO000753,C002,SV4,A006,P2,20240803,20240804,20240804,24,19.43,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2033
SLA002034,WO001331,C014,SV6,A004,P4,20240708,20240713,20240713,120,105.77,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2034
SLA002035,WO002572,C009,SV2,A004,P3,20240307,20240310,20240311,72,75.07,False,3.07,training_fact_sla_export.csv,2026-06-23T00:00:00,2035
SLA002036,WO004359,C009,SV7,A001,P1,20240919,20240919,20240920,8,1.96,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2036
SLA002037,WO004597,C020,SV7,A004,P3,20240429,20240502,20240501,72,32.87,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2037
SLA002038,WO004416,C019,SV5,A003,P2,20240713,20240714,20240714,24,15.85,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2038
SLA002039,WO004632,C002,SV7,A003,P2,20240616,20240617,20240617,24,8.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2039
SLA002040,WO001612,C018,SV3,A006,P2,20240501,20240502,20240503,24,31.41,False,7.41,training_fact_sla_export.csv,2026-06-23T00:00:00,2040
SLA002041,WO001885,C019,SV5,A003,P3,20240114,20240117,20240118,72,73.26,False,1.26,training_fact_sla_export.csv,2026-06-23T00:00:00,2041
SLA002042,WO003017,C001,SV7,A003,P2,20240730,20240731,20240731,24,4.84,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2042
SLA002043,WO000982,C019,SV4,A001,P2,20240201,20240202,20240203,24,32.0,False,8.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2043
SLA002044,WO000072,C016,SV6,A004,P3,20241011,20241014,20241015,72,81.2,False,9.2,training_fact_sla_export.csv,2026-06-23T00:00:00,2044
SLA002045,WO000333,C006,SV5,A006,P2,20240903,20240904,20240904,24,19.5,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2045
SLA002046,WO004705,C013,SV2,A003,P3,20240816,20240819,20240818,72,46.68,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2046
SLA002047,WO000514,C001,SV8,A004,P4,20240319,20240324,20240325,120,135.57,False,15.57,training_fact_sla_export.csv,2026-06-23T00:00:00,2047
SLA002048,WO003902,C015,SV1,A001,P2,20240910,20240911,20240911,24,13.04,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2048
SLA002049,WO001788,C007,SV2,A006,P4,20240603,20240608,20240609,120,128.26,False,8.26,training_fact_sla_export.csv,2026-06-23T00:00:00,2049
SLA002050,WO004646,C006,SV4,A002,P2,20241210,20241211,20241212,24,26.26,False,2.26,training_fact_sla_export.csv,2026-06-23T00:00:00,2050
SLA002051,WO004346,C016,SV8,A003,P2,20240214,20240215,20240215,24,9.37,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2051
SLA002052,WO001144,C016,SV5,A004,P3,20240226,20240229,20240229,72,68.49,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2052
SLA002053,WO000311,C008,SV6,A003,P2,20241224,20241225,20241225,24,9.14,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2053
SLA002054,WO003312,C003,SV4,A005,P3,20241213,20241216,20241220,72,146.44,False,74.44,training_fact_sla_export.csv,2026-06-23T00:00:00,2054
SLA002055,WO002535,C015,SV8,A005,P3,20240922,20240925,20240928,72,142.86,False,70.86,training_fact_sla_export.csv,2026-06-23T00:00:00,2055
SLA002056,WO004603,C018,SV6,A003,P3,20240920,20240923,20240923,72,48.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2056
SLA002057,WO002754,C018,SV3,A003,P1,20240920,20240920,20240921,8,3.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2057
SLA002058,WO002877,C009,SV7,A001,P3,20240907,20240910,20240909,72,47.79,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2058
SLA002059,WO002002,C011,SV2,A006,P3,20241119,20241122,20241121,72,34.42,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2059
SLA002060,WO001162,C003,SV1,A005,P3,20240713,20240716,20240716,72,67.41,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2060
SLA002061,WO001396,C007,SV8,A006,P3,20240228,20240302,20240301,72,38.96,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2061
SLA002062,WO003389,C015,SV5,A002,P4,20240327,20240401,20240329,120,37.41,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2062
SLA002063,WO000325,C016,SV6,A005,P2,20240118,20240119,20240119,24,8.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2063
SLA002064,WO000293,C008,SV6,A006,P4,20241002,20241007,20241004,120,45.51,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2064
SLA002065,WO004491,C019,SV8,A005,P3,20240421,20240424,20240423,72,32.62,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2065
SLA002066,WO003501,C006,SV6,A003,P1,20240723,20240723,20240724,8,6.12,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2066
SLA002067,WO003940,C015,SV1,A006,P1,20240620,20240620,20240621,8,6.33,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2067
SLA002068,WO002498,C014,SV7,A003,P3,20240415,20240418,20240417,72,35.98,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2068
SLA002069,WO000062,C012,SV8,A003,P2,20240511,20240512,20240512,24,21.64,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2069
SLA002070,WO004127,C007,SV2,A006,P3,20240325,20240328,20240327,72,32.2,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2070
SLA002071,WO004669,C015,SV6,A001,P1,20240630,20240630,20240701,8,5.61,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2071
SLA002072,WO004363,C005,SV6,A002,P2,20240126,20240127,20240127,24,17.25,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2072
SLA002073,WO003461,C017,SV2,A004,P2,20240305,20240306,20240308,24,48.07,False,24.07,training_fact_sla_export.csv,2026-06-23T00:00:00,2073
SLA002074,WO003066,C013,SV3,A004,P3,20240212,20240215,20240215,72,71.52,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2074
SLA002075,WO002422,C009,SV8,A003,P1,20240429,20240429,20240430,8,5.71,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2075
SLA002076,WO002448,C008,SV1,A006,P3,20240417,20240420,20240419,72,40.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2076
SLA002077,WO002794,C003,SV1,A003,P1,20240130,20240130,20240131,8,4.32,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2077
SLA002078,WO002350,C002,SV1,A004,P1,20240515,20240515,20240516,8,3.22,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2078
SLA002079,WO004008,C007,SV2,A004,P2,20240316,20240317,20240317,24,18.21,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2079
SLA002080,WO004059,C005,SV1,A003,P3,20240313,20240316,20240315,72,40.8,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2080
SLA002081,WO002670,C014,SV6,A005,P3,20241108,20241111,20241111,72,55.34,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2081
SLA002082,WO004160,C010,SV7,A005,P3,20241024,20241027,20241026,72,36.72,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2082
SLA002083,WO001260,C004,SV3,A003,P2,20240510,20240511,20240511,24,10.07,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2083
SLA002084,WO004948,C012,SV5,A006,P3,20240820,20240823,20240823,72,62.44,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2084
SLA002085,WO000833,C013,SV1,A005,P2,20240720,20240721,20240722,24,27.38,False,3.38,training_fact_sla_export.csv,2026-06-23T00:00:00,2085
SLA002086,WO004287,C010,SV8,A005,P2,20240401,20240402,20240403,24,26.76,False,2.76,training_fact_sla_export.csv,2026-06-23T00:00:00,2086
SLA002087,WO002151,C014,SV1,A001,P4,20241005,20241010,20241007,120,45.5,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2087
SLA002088,WO004787,C019,SV7,A001,P3,20240417,20240420,20240420,72,52.22,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2088
SLA002089,WO000968,C012,SV4,A002,P3,20240828,20240831,20240830,72,44.6,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2089
SLA002090,WO002995,C007,SV2,A004,P3,20240727,20240730,20240731,72,83.63,False,11.63,training_fact_sla_export.csv,2026-06-23T00:00:00,2090
SLA002091,WO003618,C013,SV3,A003,P1,20240523,20240523,20240524,8,5.65,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2091
SLA002092,WO002456,C018,SV1,A003,P1,20241016,20241016,20241017,8,8.23,False,0.23,training_fact_sla_export.csv,2026-06-23T00:00:00,2092
SLA002093,WO001139,C013,SV6,A006,P2,20240408,20240409,20240409,24,10.43,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2093
SLA002094,WO000469,C010,SV6,A001,P2,20241201,20241202,20241202,24,14.38,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2094
SLA002095,WO003324,C003,SV2,A001,P2,20241114,20241115,20241115,24,19.79,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2095
SLA002096,WO001655,C014,SV5,A004,P3,20240317,20240320,20240321,72,92.8,False,20.8,training_fact_sla_export.csv,2026-06-23T00:00:00,2096
SLA002097,WO004975,C016,SV8,A001,P3,20241101,20241104,20241103,72,44.45,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2097
SLA002098,WO000583,C011,SV4,A002,P3,20241016,20241019,20241018,72,40.73,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2098
SLA002099,WO002608,C013,SV6,A004,P1,20241122,20241122,20241123,8,8.67,False,0.67,training_fact_sla_export.csv,2026-06-23T00:00:00,2099
SLA002100,WO000476,C003,SV4,A006,P4,20241203,20241208,20241205,120,38.96,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2100
SLA002101,WO001423,C020,SV3,A005,P2,20240812,20240813,20240813,24,11.57,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2101
SLA002102,WO004675,C009,SV1,A004,P3,20240419,20240422,20240421,72,45.77,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2102
SLA002103,WO002225,C018,SV3,A004,P3,20241203,20241206,20241206,72,51.13,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2103
SLA002104,WO004125,C014,SV5,A005,P2,20240413,20240414,20240414,24,23.93,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2104
SLA002105,WO002157,C015,SV4,A006,P2,20240228,20240229,20240301,24,27.09,False,3.09,training_fact_sla_export.csv,2026-06-23T00:00:00,2105
SLA002106,WO004003,C006,SV5,A001,P1,20241126,20241126,20241127,8,3.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2106
SLA002107,WO003775,C006,SV4,A006,P3,20240308,20240311,20240309,72,16.37,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2107
SLA002108,WO002776,C007,SV5,A001,P2,20240519,20240520,20240520,24,20.19,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2108
SLA002109,WO002123,C006,SV3,A005,P2,20240218,20240219,20240219,24,15.55,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2109
SLA002110,WO000855,C015,SV6,A005,P3,20241025,20241028,20241028,72,70.12,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2110
SLA002111,WO002394,C004,SV4,A005,P4,20241206,20241211,20241209,120,66.88,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2111
SLA002112,WO003647,C015,SV8,A001,P3,20240217,20240220,20240219,72,37.46,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2112
SLA002113,WO000573,C003,SV3,A003,P1,20240314,20240314,20240315,8,3.64,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2113
SLA002114,WO003821,C011,SV2,A006,P3,20240126,20240129,20240128,72,28.24,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2114
SLA002115,WO004819,C006,SV5,A003,P4,20241129,20241204,20241205,120,135.64,False,15.64,training_fact_sla_export.csv,2026-06-23T00:00:00,2115
SLA002116,WO002796,C015,SV5,A006,P2,20241129,20241130,20241130,24,12.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2116
SLA002117,WO001609,C006,SV3,A006,P2,20240401,20240402,20240402,24,24.0,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2117
SLA002118,WO003353,C017,SV7,A002,P3,20240527,20240530,20240531,72,80.31,False,8.31,training_fact_sla_export.csv,2026-06-23T00:00:00,2118
SLA002119,WO002405,C018,SV7,A003,P4,20240813,20240818,20240817,120,92.24,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2119
SLA002120,WO004481,C011,SV6,A003,P3,20241028,20241031,20241031,72,63.46,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2120
SLA002121,WO002021,C001,SV8,A003,P3,20240125,20240128,20240126,72,21.17,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2121
SLA002122,WO001770,C014,SV3,A005,P3,20240207,20240210,20240208,72,17.47,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2122
SLA002123,WO001319,C014,SV3,A005,P3,20240620,20240623,20240622,72,43.86,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2123
SLA002124,WO003808,C001,SV8,A002,P3,20241020,20241023,20241022,72,29.45,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2124
SLA002125,WO002303,C012,SV4,A003,P3,20240315,20240318,20240317,72,39.33,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2125
SLA002126,WO002843,C001,SV5,A002,P3,20240203,20240206,20240206,72,57.16,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2126
SLA002127,WO002886,C005,SV3,A004,P2,20240915,20240916,20240916,24,16.57,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2127
SLA002128,WO000502,C013,SV6,A006,P1,20240428,20240428,20240429,8,3.18,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2128
SLA002129,WO001553,C010,SV7,A003,P4,20240918,20240923,20240922,120,83.8,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2129
SLA002130,WO000561,C013,SV4,A005,P3,20240507,20240510,20240513,72,143.44,False,71.44,training_fact_sla_export.csv,2026-06-23T00:00:00,2130
SLA002131,WO003395,C009,SV3,A005,P2,20241117,20241118,20241118,24,12.71,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2131
SLA002132,WO003649,C006,SV5,A005,P2,20240916,20240917,20240917,24,16.81,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2132
SLA002133,WO000439,C002,SV2,A006,P4,20240929,20241004,20241003,120,94.54,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2133
SLA002134,WO003119,C013,SV3,A002,P4,20241027,20241101,20241102,120,138.92,False,18.92,training_fact_sla_export.csv,2026-06-23T00:00:00,2134
SLA002135,WO003813,C011,SV3,A001,P3,20241025,20241028,20241028,72,54.99,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2135
SLA002136,WO000994,C003,SV5,A002,P2,20240703,20240704,20240704,24,9.52,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2136
SLA002137,WO000864,C003,SV7,A003,P2,20240307,20240308,20240309,24,25.92,False,1.92,training_fact_sla_export.csv,2026-06-23T00:00:00,2137
SLA002138,WO004370,C016,SV4,A001,P4,20240921,20240926,20240923,120,38.68,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2138
SLA002139,WO001637,C017,SV8,A004,P1,20240803,20240803,20240804,8,6.34,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2139
SLA002140,WO002719,C008,SV2,A003,P2,20240903,20240904,20240904,24,8.74,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2140
SLA002141,WO000898,C020,SV7,A004,P4,20240704,20240709,20240709,120,115.67,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2141
SLA002142,WO000755,C012,SV5,A002,P3,20240107,20240110,20240110,72,59.97,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2142
SLA002143,WO003204,C011,SV8,A005,P4,20240329,20240403,20240401,120,64.77,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2143
SLA002144,WO002158,C020,SV7,A005,P4,20241026,20241031,20241028,120,47.43,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2144
SLA002145,WO004432,C013,SV8,A006,P4,20241217,20241222,20241220,120,67.35,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2145
SLA002146,WO002683,C011,SV6,A002,P3,20240202,20240205,20240204,72,38.3,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2146
SLA002147,WO004412,C003,SV1,A004,P2,20241124,20241125,20241125,24,21.36,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2147
SLA002148,WO001690,C011,SV5,A005,P3,20240127,20240130,20240129,72,38.69,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2148
SLA002149,WO002423,C007,SV7,A006,P4,20240102,20240107,20240111,120,195.37,False,75.37,training_fact_sla_export.csv,2026-06-23T00:00:00,2149
SLA002150,WO002873,C003,SV4,A006,P1,20241122,20241122,20241123,8,9.61,False,1.61,training_fact_sla_export.csv,2026-06-23T00:00:00,2150
SLA002151,WO001789,C011,SV8,A004,P4,20241029,20241103,20241111,120,302.41,False,182.41,training_fact_sla_export.csv,2026-06-23T00:00:00,2151
SLA002152,WO001720,C001,SV6,A006,P1,20240207,20240207,20240208,8,13.67,False,5.67,training_fact_sla_export.csv,2026-06-23T00:00:00,2152
SLA002153,WO004067,C019,SV1,A003,P2,20240618,20240619,20240619,24,18.8,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2153
SLA002154,WO001888,C019,SV5,A006,P2,20240417,20240418,20240418,24,15.08,True,0.0,training_fact_sla_export.csv,2026-06-23T00:00:00,2154
