WorkOrderID,CreatedDateKey,ClosedDateKey,AreaID,EquipmentID,ServiceID,ResponsibleID,WorkTypeID,PriorityID,StatusID,EstimatedHours,ActualHours,IsCritical,ReworkFlag,SourceSystem,_SourceFile,_ExportedAt,_LegacyRowNumber
WO002765,20240102,20240109,A003,EQ0012,SV3,R021,WT1,P4,S4,63.85,51.24,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2765
WO002766,20240308,20240315,A002,EQ0014,SV6,R003,WT2,P3,S4,56.14,53.11,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2766
WO002767,20241208,,A003,EQ0012,SV4,R007,WT3,P3,S2,54.08,39.03,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2767
WO002768,20241215,,A005,EQ0033,SV3,R023,WT5,P4,S1,106.55,268.45,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2768
WO002769,20240530,20240601,A005,EQ0025,SV2,R006,WT5,P2,S4,14.61,13.2,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2769
WO002770,20241220,20241223,A003,EQ0036,SV8,R011,WT6,P2,S4,10.59,19.05,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2770
WO002771,20240119,,A003,EQ0013,SV7,R019,WT2,P3,S2,55.5,94.43,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2771
WO002772,20241220,20241222,A006,EQ0019,SV8,R026,WT4,P1,S4,6.4,8.24,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2772
WO002773,20240325,20240401,A002,EQ0005,SV2,R009,WT1,P3,S4,53.21,55.55,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2773
WO002774,20240114,20240127,A004,EQ0039,SV8,R001,WT2,P3,S4,59.38,96.11,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2774
WO002775,20241004,,A002,EQ0021,SV6,R026,WT6,P3,S3,39.9,56.07,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2775
WO002776,20240519,20240522,A001,EQ0023,SV5,R029,WT5,P2,S4,17.51,20.19,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2776
WO002777,20240416,20240419,A006,EQ0017,SV3,R026,WT3,P3,S4,35.65,20.4,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2777
WO002778,20241005,20241007,A004,EQ0011,SV2,R015,WT1,P2,S4,14.29,9.94,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2778
WO002779,20240501,20240517,A001,EQ0038,SV3,R022,WT1,P4,S4,58.0,120.82,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2779
WO002780,20241002,20241003,A005,EQ0020,SV2,R004,WT3,P1,S4,3.48,1.27,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2780
WO002781,20240312,,A001,EQ0027,SV7,R020,WT2,P4,S2,44.37,53.24,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2781
WO002782,20240201,20240208,A003,EQ0002,SV8,R019,WT2,P3,S4,51.79,51.86,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2782
WO002783,20240428,,A003,EQ0012,SV8,R020,WT5,P3,S3,59.86,70.78,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2783
WO002784,20240811,20240815,A005,EQ0033,SV8,R021,WT1,P3,S4,37.65,25.78,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2784
WO002785,20240323,20240326,A003,EQ0004,SV2,R027,WT2,P2,S4,14.07,18.01,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2785
WO002786,20240222,20240226,A002,EQ0005,SV6,R024,WT1,P3,S4,25.34,30.54,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2786
WO002787,20241001,20241101,A005,EQ0033,SV7,R002,WT1,P4,S4,69.25,244.04,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2787
WO002788,20240629,,A003,EQ0013,SV5,R022,WT1,P3,S2,36.34,42.42,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2788
WO002789,20240606,20240612,A004,EQ0011,SV5,R022,WT1,P2,S4,15.98,42.0,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2789
WO002790,20240328,20240402,A001,EQ0023,SV4,R017,WT2,P3,S4,61.18,36.03,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2790
WO002791,20240107,,A004,EQ0008,SV7,R019,WT2,P4,S2,75.41,172.68,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2791
WO002792,20240120,,A003,EQ0002,SV6,R003,WT2,P3,S2,51.95,63.14,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2792
WO002793,20240906,20240915,A006,EQ0001,SV6,R008,WT5,P3,S5,53.14,65.77,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2793
WO002794,20240130,,A003,EQ0004,SV1,R026,WT2,P1,S3,3.47,4.32,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2794
WO002795,20240331,20240419,A005,EQ0007,SV8,R001,WT3,P4,S4,64.87,146.8,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2795
WO002796,20241129,,A006,EQ0028,SV5,R030,WT3,P2,S2,9.89,12.17,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2796
WO002797,20240505,20240507,A003,EQ0012,SV8,R007,WT2,P2,S4,14.22,11.3,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2797
WO002798,20240929,20241008,A004,EQ0003,SV6,R024,WT2,P3,S4,60.34,69.5,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2798
WO002799,20240505,20240508,A006,EQ0001,SV5,R007,WT6,P2,S4,14.75,22.97,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2799
WO002800,20241207,20241220,A005,EQ0020,SV7,R002,WT2,P4,S4,72.11,96.17,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2800
WO002801,20241027,,A002,EQ0034,SV2,R019,WT3,P1,S1,3.72,2.16,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2801
WO002802,20240621,20240628,A002,EQ0014,SV4,R023,WT2,P3,S4,37.48,51.42,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2802
WO002803,20240907,,A004,EQ0003,SV1,R003,WT5,P4,S1,103.82,98.31,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2803
WO002804,20240531,20240611,A005,EQ0010,SV6,R009,WT2,P4,S4,62.0,82.37,False,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2804
WO002805,20241211,,A005,EQ0020,SV3,R010,WT2,P4,S2,90.27,71.13,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2805
WO002806,20240511,,A004,EQ0008,SV1,R029,WT2,P4,S2,44.78,59.36,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2806
WO002807,20241102,20241104,A001,EQ0040,SV7,R010,WT4,P2,S4,10.09,8.87,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2807
WO002808,20240813,,A005,EQ0031,SV2,R002,WT2,P4,S2,62.56,130.85,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2808
WO002809,20240823,20240909,A002,EQ0014,SV2,R030,WT6,P4,S4,101.49,132.79,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2809
WO002810,20240508,20240519,A004,EQ0039,SV2,R003,WT5,P3,S4,33.88,85.86,False,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2810
WO002811,20241031,20241109,A002,EQ0014,SV5,R015,WT1,P2,S4,17.99,67.09,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2811
WO002812,20240930,,A006,EQ0006,SV3,R006,WT2,P1,S2,3.54,3.99,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2812
WO002813,20241025,20241107,A001,EQ0038,SV5,R008,WT6,P3,S4,49.47,102.74,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2813
WO002814,20241020,20241027,A004,EQ0039,SV3,R023,WT2,P3,S4,48.44,53.87,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2814
WO002815,20240227,,A003,EQ0013,SV7,R005,WT2,P2,S2,16.61,31.09,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2815
WO002816,20241116,20241118,A005,EQ0024,SV3,R020,WT1,P2,S4,12.18,9.59,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2816
WO002817,20241104,20241109,A005,EQ0007,SV7,R017,WT1,P3,S4,31.62,34.68,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2817
WO002818,20240329,20240331,A003,EQ0026,SV4,R022,WT2,P1,S4,6.7,9.28,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2818
WO002819,20241225,20241231,A006,EQ0028,SV1,R005,WT4,P4,S4,79.58,117.73,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2819
WO002820,20240711,20240712,A003,EQ0029,SV4,R011,WT3,P2,S4,11.2,7.25,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2820
WO002821,20240427,20240429,A001,EQ0023,SV2,R001,WT1,P2,S4,13.86,10.64,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2821
WO002822,20240322,20240323,A003,EQ0029,SV4,R027,WT2,P1,S4,3.1,4.42,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2822
WO002823,20240513,,A001,EQ0023,SV1,R030,WT2,P4,S2,73.37,69.49,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2823
WO002824,20240114,20240120,A005,EQ0033,SV7,R014,WT3,P4,S4,69.98,43.0,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2824
WO002825,20240909,20240910,A004,EQ0008,SV5,R016,WT2,P1,S4,3.38,4.9,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2825
WO002826,20240916,20240918,A005,EQ0020,SV2,R005,WT6,P2,S4,14.27,15.0,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2826
WO002827,20240901,20240909,A006,EQ0017,SV8,R027,WT5,P3,S4,50.53,60.15,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2827
WO002828,20240719,,A004,EQ0022,SV3,R024,WT3,P2,S2,20.66,38.49,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2828
WO002829,20240512,20240521,A006,EQ0006,SV2,R004,WT2,P3,S4,53.05,71.29,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2829
WO002830,20240921,,A003,EQ0013,SV1,R016,WT3,P1,S2,5.01,4.01,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2830
WO002831,20241114,20241123,A004,EQ0039,SV2,R006,WT2,P3,S4,55.69,69.93,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2831
WO002832,20240202,20240205,A002,EQ0005,SV1,R018,WT4,P2,S4,12.1,19.74,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2832
WO002833,20240520,,A003,EQ0026,SV4,R020,WT6,P3,S2,51.68,45.47,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2833
WO002834,20241230,20241231,A001,EQ0027,SV5,R012,WT6,P3,S4,25.4,23.78,False,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2834
WO002835,20241111,20241112,A006,EQ0019,SV3,R014,WT3,P2,S4,9.36,5.5,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2835
WO002836,20241229,20241231,A003,EQ0002,SV8,R022,WT3,P2,S4,16.64,18.17,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2836
WO002837,20240308,20240309,A003,EQ0002,SV8,R005,WT2,P1,S5,3.65,4.66,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2837
WO002838,20240619,20240620,A003,EQ0012,SV3,R002,WT1,P1,S4,5.83,2.81,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2838
WO002839,20240217,20240225,A002,EQ0005,SV6,R013,WT3,P4,S4,84.03,59.24,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2839
WO002840,20241112,,A003,EQ0004,SV4,R015,WT6,P2,S1,9.24,5.62,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2840
WO002841,20240708,,A005,EQ0007,SV3,R009,WT5,P2,S2,13.58,20.9,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2841
WO002842,20240330,,A004,EQ0008,SV2,R013,WT5,P2,S1,16.49,11.02,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2842
WO002843,20240203,,A002,EQ0034,SV5,R004,WT2,P3,S3,53.45,57.16,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2843
WO002844,20240926,20241014,A003,EQ0026,SV2,R023,WT3,P4,S4,95.86,143.22,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2844
WO002845,20241024,20241030,A003,EQ0002,SV6,R023,WT3,P3,S4,38.29,45.79,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2845
WO002846,20241117,20241124,A003,EQ0026,SV8,R008,WT2,P3,S4,58.33,53.59,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2846
WO002847,20241221,,A006,EQ0006,SV3,R020,WT1,P3,S2,39.23,50.15,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2847
WO002848,20241025,20241027,A006,EQ0017,SV5,R008,WT3,P2,S4,8.49,14.51,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2848
WO002849,20241014,20241025,A003,EQ0002,SV8,R012,WT2,P4,S4,82.26,86.89,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2849
WO002850,20241024,,A003,EQ0004,SV6,R010,WT3,P3,S2,34.77,15.01,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2850
WO002851,20241231,20241231,A006,EQ0006,SV4,R030,WT6,P1,S4,3.35,5.99,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2851
WO002852,20240618,,A001,EQ0018,SV8,R015,WT3,P3,S1,35.43,46.33,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2852
WO002853,20241004,20241007,A006,EQ0019,SV1,R019,WT2,P2,S4,19.33,21.07,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2853
WO002854,20241027,20241028,A001,EQ0015,SV5,R007,WT2,P1,S4,6.82,3.28,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2854
WO002855,20240212,,A005,EQ0025,SV3,R028,WT2,P4,S1,105.47,102.84,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2855
WO002856,20240909,,A003,EQ0029,SV2,R021,WT3,P1,S3,4.13,3.16,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2856
WO002857,20240504,20240508,A006,EQ0030,SV5,R004,WT1,P3,S4,43.25,28.68,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2857
WO002858,20240218,,A005,EQ0024,SV6,R010,WT2,P4,S2,94.97,99.11,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2858
WO002859,20240303,20240309,A004,EQ0022,SV6,R016,WT5,P3,S4,37.79,45.02,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2859
WO002860,20240211,20240213,A005,EQ0020,SV6,R013,WT1,P2,S4,13.48,12.23,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2860
WO002861,20241124,,A005,EQ0010,SV3,R025,WT3,P3,S2,34.6,52.16,False,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2861
WO002862,20241009,20241017,A005,EQ0020,SV4,R017,WT6,P3,S4,47.87,58.89,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2862
WO002863,20240207,20240209,A006,EQ0001,SV1,R017,WT4,P2,S4,17.1,15.35,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2863
WO002864,20240816,,A004,EQ0039,SV5,R012,WT6,P2,S2,12.6,14.48,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2864
WO002865,20240829,20240901,A001,EQ0015,SV7,R026,WT4,P3,S4,26.16,23.88,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2865
WO002866,20240709,20240721,A005,EQ0031,SV4,R022,WT2,P4,S4,90.57,90.21,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2866
WO002867,20240809,20240813,A004,EQ0039,SV3,R022,WT2,P2,S4,16.54,31.54,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2867
WO002868,20241128,,A005,EQ0020,SV3,R020,WT1,P2,S2,11.29,8.05,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2868
WO002869,20240708,,A003,EQ0035,SV6,R020,WT1,P4,S2,62.77,127.99,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2869
WO002870,20240829,20240902,A005,EQ0020,SV6,R023,WT3,P2,S4,21.03,29.72,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2870
WO002871,20240728,20240729,A006,EQ0006,SV4,R008,WT2,P1,S4,5.57,1.95,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2871
WO002872,20240524,,A003,EQ0002,SV2,R016,WT2,P3,S3,48.78,55.88,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2872
WO002873,20241122,20241124,A006,EQ0006,SV4,R004,WT4,P1,S4,5.61,9.61,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2873
WO002874,20240531,20240604,A001,EQ0038,SV3,R012,WT1,P2,S4,21.0,27.32,True,True,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2874
WO002875,20241019,20241024,A005,EQ0020,SV1,R009,WT2,P3,S4,38.66,35.93,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2875
WO002876,20240809,20240814,A003,EQ0013,SV4,R007,WT3,P3,S4,36.32,39.13,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2876
WO002877,20240907,20240913,A001,EQ0018,SV7,R017,WT1,P3,S4,40.12,47.79,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2877
WO002878,20241005,20241010,A004,EQ0011,SV5,R014,WT2,P2,S4,18.97,39.11,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2878
WO002879,20240926,20240929,A003,EQ0035,SV2,R014,WT1,P3,S4,29.99,18.29,False,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2879
WO002880,20240725,20240729,A001,EQ0040,SV7,R027,WT4,P3,S4,33.39,28.62,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2880
WO002881,20240813,20240823,A003,EQ0004,SV2,R011,WT3,P3,S4,34.24,75.31,False,True,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2881
WO002882,20240705,20240713,A003,EQ0029,SV5,R004,WT3,P3,S4,50.4,56.48,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2882
WO002883,20240504,20240518,A002,EQ0014,SV5,R024,WT1,P3,S4,50.61,106.25,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2883
WO002884,20240923,20241026,A003,EQ0002,SV6,R007,WT3,P4,S4,66.54,257.71,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2884
WO002885,20241117,20241124,A003,EQ0037,SV7,R030,WT2,P4,S4,60.23,54.14,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2885
WO002886,20240915,20240918,A004,EQ0003,SV3,R020,WT3,P2,S4,18.36,16.57,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2886
WO002887,20241009,,A003,EQ0009,SV7,R008,WT1,P4,S2,44.09,43.59,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2887
WO002888,20241030,,A003,EQ0002,SV5,R018,WT1,P4,S3,90.76,159.14,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2888
WO002889,20240514,20240517,A006,EQ0019,SV3,R028,WT1,P2,S4,11.18,20.78,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2889
WO002890,20240123,20240126,A005,EQ0024,SV1,R028,WT1,P1,S4,6.77,19.43,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2890
WO002891,20240503,20240509,A003,EQ0013,SV5,R012,WT1,P3,S4,41.58,45.25,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2891
WO002892,20241003,20241015,A004,EQ0003,SV4,R001,WT1,P3,S4,50.63,92.73,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2892
WO002893,20241025,,A002,EQ0005,SV4,R003,WT5,P3,S3,29.99,24.58,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2893
WO002894,20240707,20240709,A001,EQ0038,SV6,R027,WT2,P3,S4,35.25,13.59,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2894
WO002895,20241011,,A005,EQ0033,SV6,R020,WT3,P1,S1,5.88,6.39,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2895
WO002896,20240128,20240130,A001,EQ0038,SV2,R022,WT2,P2,S4,15.66,10.66,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2896
WO002897,20240823,20240915,A004,EQ0022,SV3,R022,WT1,P4,S4,92.85,181.51,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2897
WO002898,20240905,20240906,A004,EQ0022,SV8,R024,WT6,P1,S4,5.28,3.57,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2898
WO002899,20240704,20240709,A005,EQ0032,SV5,R016,WT1,P3,S4,47.75,38.68,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2899
WO002900,20240919,,A005,EQ0025,SV4,R012,WT5,P2,S2,19.73,24.4,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2900
WO002901,20240628,,A001,EQ0018,SV8,R008,WT3,P3,S2,42.02,54.3,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2901
WO002902,20240710,20240719,A003,EQ0012,SV6,R010,WT2,P3,S4,60.64,65.7,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2902
WO002903,20240809,,A005,EQ0020,SV7,R023,WT4,P2,S1,13.31,32.23,True,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2903
WO002904,20241017,20241031,A004,EQ0003,SV4,R001,WT4,P3,S4,38.21,110.22,False,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2904
WO002905,20240401,,A004,EQ0008,SV2,R005,WT5,P3,S2,56.07,62.75,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2905
WO002906,20240419,,A006,EQ0030,SV6,R024,WT2,P1,S3,2.85,6.19,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2906
WO002907,20240602,,A003,EQ0035,SV7,R020,WT1,P2,S3,10.67,24.73,True,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2907
WO002908,20240314,20240318,A002,EQ0005,SV5,R005,WT3,P3,S4,28.04,29.42,False,False,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2908
WO002909,20240502,20240509,A003,EQ0004,SV4,R002,WT1,P3,S4,45.48,51.23,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2909
WO002910,20240508,,A003,EQ0004,SV1,R007,WT2,P3,S3,50.07,54.17,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2910
WO002911,20240425,20240428,A005,EQ0032,SV2,R004,WT3,P3,S4,25.61,21.59,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2911
WO002912,20240530,,A003,EQ0013,SV8,R009,WT2,P1,S2,3.51,3.09,True,True,ServiceDesk,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2912
WO002913,20240703,20240704,A002,EQ0014,SV2,R025,WT5,P1,S4,4.13,7.95,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2913
WO002914,20240911,,A006,EQ0001,SV6,R027,WT6,P3,S2,36.85,48.94,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2914
WO002915,20240420,20240425,A004,EQ0039,SV6,R009,WT1,P3,S4,29.05,34.34,False,False,CMMS,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2915
WO002916,20241105,,A001,EQ0018,SV4,R009,WT1,P3,S1,32.04,24.0,False,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2916
WO002917,20240624,20240626,A005,EQ0032,SV8,R025,WT2,P2,S4,19.58,15.74,True,False,ERP,training_fact_ordenestrabajo_export.csv,2026-06-23T00:00:00,2917
