ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours
PD001959,20250512,A003,R026,L005,Tarde,828,650,9.56,8.3,1.25
PD001960,20250622,A004,R024,L006,Día,794,731,7.54,5.88,1.66
PD001961,20250225,A001,R026,L006,Noche,446,360,11.06,8.33,2.73
PD001962,20250313,A002,R007,L006,Tarde,89,68,9.66,5.64,4.03
PD001963,20250418,A005,R027,L002,Tarde,449,362,10.83,9.08,1.74
PD001964,20250522,A005,R025,L006,Día,157,143,8.29,5.66,2.64
PD001965,20250611,A005,R012,L005,Día,688,789,6.68,4.66,2.01
PD001966,20250621,A001,R018,L001,Tarde,113,142,11.16,9.25,1.9
PD001967,20250605,A005,R018,L006,Día,640,518,6.58,4.69,1.89
PD001968,20250521,A003,R030,L004,Día,529,487,9.68,7.09,2.59
PD001969,20250205,A002,R002,L004,Noche,213,154,9.6,6.89,2.72
PD001970,20250205,A002,R012,L001,Tarde,220,207,6.62,5.38,1.24
PD001971,20250125,A001,R025,L005,Día,528,507,9.09,8.12,0.97
PD001972,20250617,A004,R007,L003,Día,817,672,8.49,7.6,0.89
PD001973,20250508,A001,R012,L003,Noche,684,671,9.44,6.48,2.96
PD001974,20250310,A006,R009,L002,Día,120,116,8.45,5.61,2.84
PD001975,20250116,A005,R017,L002,Noche,487,486,6.04,4.04,2.0
PD001976,20250125,A001,R006,L003,Noche,230,263,10.15,6.81,3.34
PD001977,20250210,A005,R025,L003,Noche,158,173,9.22,6.13,3.09
PD001978,20250204,A001,R019,L001,Día,764,624,6.75,5.24,1.51
PD001979,20250211,A002,R015,L001,Tarde,465,425,7.57,4.97,2.6
PD001980,20250514,A001,R017,L004,Día,655,582,6.42,5.61,0.82
PD001981,20250404,A006,R013,L001,Día,214,199,11.54,9.79,1.75
PD001982,20250325,A002,R029,L006,Noche,305,260,10.45,6.77,3.67
PD001983,20250301,A006,R007,L001,Día,666,657,8.59,7.29,1.3
PD001984,20250506,A006,R005,L001,Tarde,834,722,7.13,6.04,1.09
PD001985,20250213,A001,R002,L002,Tarde,668,793,11.72,10.24,1.48
PD001986,20250316,A005,R020,L005,Día,676,536,6.04,4.8,1.24
PD001987,20250213,A005,R025,L007,Noche,584,542,10.77,8.08,2.69
PD001988,20250522,A001,R024,L007,Día,86,67,7.75,6.1,1.65
PD001989,20250512,A001,R008,L004,Noche,369,340,11.92,8.15,3.77
PD001990,20250212,A002,R026,L001,Día,156,126,8.97,5.16,3.81
PD001991,20250331,A002,R026,L005,Día,312,236,6.47,3.58,2.88
PD001992,20250408,A003,R017,L003,Noche,372,360,6.12,4.47,1.64
PD001993,20250209,A002,R003,L003,Día,656,437,6.09,4.81,1.28
PD001994,20250604,A002,R027,L003,Día,744,531,11.25,7.93,3.32
PD001995,20250225,A002,R024,L001,Día,165,129,6.64,4.32,2.32
PD001996,20250409,A005,R020,L002,Noche,240,256,9.82,7.95,1.86
PD001997,20250403,A005,R024,L001,Tarde,209,193,7.83,6.79,1.05
PD001998,20250509,A003,R019,L005,Día,601,319,8.75,6.46,2.3
PD001999,20250313,A006,R023,L001,Tarde,304,310,10.05,6.79,3.26
PD002000,20250207,A002,R013,L006,Tarde,588,411,9.45,8.19,1.26
PD002001,20250518,A001,R014,L007,Día,292,317,7.2,5.98,1.21
PD002002,20250511,A004,R025,L003,Día,738,581,10.29,9.24,1.05
PD002003,20250128,A004,R003,L005,Noche,739,767,11.03,8.44,2.59
PD002004,20250508,A005,R011,L005,Tarde,410,401,9.33,7.39,1.94
PD002005,20250220,A001,R008,L005,Noche,206,191,10.04,9.06,0.98
PD002006,20250518,A003,R024,L001,Día,360,347,8.75,7.06,1.69
PD002007,20250312,A001,R028,L001,Noche,522,513,6.28,5.1,1.18
PD002008,20250507,A002,R027,L007,Tarde,633,502,9.6,5.62,3.98
PD002009,20250424,A005,R002,L004,Día,512,471,6.36,5.22,1.14
PD002010,20250208,A001,R019,L007,Tarde,466,464,6.05,5.49,0.56
PD002011,20250210,A003,R018,L004,Tarde,335,303,6.73,5.18,1.55
PD002012,20250131,A002,R020,L007,Tarde,705,558,7.64,5.68,1.96
PD002013,20250310,A005,R030,L005,Noche,83,86,8.49,7.31,1.18
PD002014,20250531,A004,R016,L007,Día,823,645,11.26,8.55,2.71
PD002015,20250618,A004,R015,L002,Día,522,385,6.54,5.04,1.51
PD002016,20250415,A006,R006,L001,Día,735,683,10.01,8.66,1.35
PD002017,20250309,A001,R008,L002,Noche,455,442,8.08,5.37,2.71
PD002018,20250621,A003,R004,L004,Noche,415,355,8.51,6.46,2.05
PD002019,20250625,A006,R003,L006,Tarde,763,710,8.34,7.09,1.25
PD002020,20250624,A002,R012,L006,Noche,137,147,10.91,5.96,4.95
PD002021,20250301,A006,R022,L002,Día,353,280,11.47,9.86,1.61
PD002022,20250217,A005,R003,L004,Día,270,234,11.36,10.14,1.22
PD002023,20250611,A004,R007,L003,Tarde,332,334,8.09,6.29,1.8
PD002024,20250114,A006,R028,L002,Tarde,130,137,11.99,8.93,3.06
PD002025,20250326,A002,R005,L007,Día,486,325,9.49,6.22,3.28
PD002026,20250522,A006,R001,L007,Tarde,544,547,8.19,6.53,1.66
PD002027,20250614,A005,R015,L003,Día,678,744,7.48,6.32,1.16
PD002028,20250117,A006,R002,L004,Noche,306,325,10.26,9.39,0.86
PD002029,20250423,A006,R019,L004,Día,512,599,8.43,7.57,0.86
PD002030,20250301,A005,R005,L005,Día,458,430,9.09,7.6,1.49
PD002031,20250506,A005,R028,L001,Noche,74,65,8.48,7.39,1.09
PD002032,20250213,A004,R018,L006,Tarde,682,755,11.46,10.17,1.29
PD002033,20250523,A006,R027,L002,Tarde,596,585,7.95,6.93,1.02
PD002034,20250418,A003,R024,L004,Tarde,670,614,11.69,10.49,1.2
PD002035,20250103,A006,R001,L003,Tarde,224,228,8.05,6.28,1.77
PD002036,20250312,A003,R007,L007,Día,533,601,6.77,5.66,1.1
PD002037,20250421,A001,R007,L002,Noche,438,415,7.01,5.58,1.43
PD002038,20250331,A001,R003,L007,Noche,475,375,7.81,5.93,1.87
PD002039,20250125,A004,R002,L004,Día,316,267,8.51,6.06,2.45
PD002040,20250221,A003,R003,L002,Tarde,53,45,6.44,5.62,0.81
PD002041,20250304,A003,R027,L001,Día,890,665,9.29,6.71,2.58
PD002042,20250427,A004,R022,L001,Tarde,590,670,7.72,5.44,2.28
PD002043,20250125,A001,R027,L001,Día,780,834,8.56,6.01,2.55
PD002044,20250130,A006,R030,L003,Tarde,109,104,9.9,7.24,2.66
PD002045,20250128,A006,R025,L001,Noche,700,749,10.84,9.37,1.47
PD002046,20250619,A003,R019,L005,Tarde,521,533,10.21,7.16,3.05
PD002047,20250411,A004,R015,L003,Tarde,767,613,9.82,7.37,2.45
PD002048,20250304,A005,R007,L003,Noche,280,296,10.63,7.15,3.48
PD002049,20250618,A005,R016,L001,Día,172,172,6.76,5.97,0.78
PD002050,20250531,A003,R015,L001,Noche,595,505,7.86,5.81,2.05
PD002051,20250202,A002,R016,L004,Tarde,671,473,9.22,5.66,3.56
PD002052,20250325,A002,R001,L004,Tarde,128,121,9.56,6.37,3.19
PD002053,20250311,A002,R012,L001,Día,579,362,6.36,4.26,2.11
PD002054,20250314,A004,R027,L005,Día,430,351,7.8,5.77,2.03
PD002055,20250607,A004,R002,L004,Tarde,219,219,11.49,7.95,3.55
PD002056,20250621,A001,R008,L003,Noche,695,482,9.38,6.86,2.52
PD002057,20250517,A006,R025,L003,Día,853,817,8.15,5.92,2.23
PD002058,20250110,A005,R029,L001,Día,582,526,6.24,4.37,1.86
PD002059,20250610,A003,R010,L001,Día,800,848,7.38,5.49,1.9
PD002060,20250426,A004,R001,L003,Día,376,341,7.23,6.42,0.8
PD002061,20250515,A004,R011,L005,Tarde,563,519,7.38,6.57,0.81
PD002062,20250610,A003,R008,L001,Día,531,619,9.47,6.61,2.87
PD002063,20250507,A003,R005,L001,Noche,273,317,10.41,8.93,1.49
PD002064,20250102,A005,R014,L006,Tarde,201,178,8.36,7.2,1.16
PD002065,20250519,A003,R014,L007,Día,84,81,9.51,7.59,1.92
PD002066,20250514,A004,R021,L003,Tarde,380,381,7.97,6.63,1.34
PD002067,20250613,A006,R024,L007,Tarde,543,571,9.83,8.86,0.97
PD002068,20250623,A001,R001,L002,Día,212,191,6.71,6.06,0.65
PD002069,20250217,A004,R011,L001,Tarde,692,706,7.98,6.69,1.29
PD002070,20250515,A005,R023,L006,Tarde,720,617,11.11,8.67,2.43
PD002071,20250628,A004,R030,L004,Noche,162,141,8.99,7.36,1.63
PD002072,20250327,A004,R006,L001,Tarde,366,332,6.22,5.14,1.07
PD002073,20250625,A002,R018,L001,Día,391,296,11.82,9.1,2.73
PD002074,20250629,A002,R011,L001,Día,781,813,7.97,5.96,2.0
PD002075,20250130,A005,R011,L004,Día,466,458,11.75,9.46,2.29
PD002076,20250520,A005,R013,L002,Tarde,245,199,6.53,5.46,1.07
PD002077,20250507,A004,R006,L001,Tarde,701,585,8.28,6.3,1.98
PD002078,20250601,A001,R020,L002,Día,552,571,9.58,6.76,2.82
PD002079,20250402,A002,R001,L003,Noche,630,451,8.55,6.15,2.4
PD002080,20250504,A006,R020,L003,Día,641,647,7.04,5.41,1.63
PD002081,20250226,A001,R002,L004,Noche,208,197,7.88,7.0,0.88
PD002082,20250110,A003,R026,L002,Día,96,99,11.8,7.9,3.9
PD002083,20250223,A003,R025,L006,Noche,814,674,8.16,7.12,1.04
PD002084,20250509,A004,R015,L005,Día,813,784,11.3,9.21,2.09
PD002085,20250406,A005,R027,L003,Día,146,147,11.75,10.49,1.26
PD002086,20250523,A004,R029,L005,Noche,654,600,9.6,8.77,0.83
PD002087,20250310,A005,R011,L002,Tarde,109,104,11.49,7.69,3.8
PD002088,20250621,A006,R029,L007,Tarde,306,247,10.23,8.95,1.28
PD002089,20250623,A006,R019,L002,Noche,134,104,7.11,6.37,0.74
PD002090,20250426,A005,R028,L003,Noche,882,948,9.88,8.13,1.76
PD002091,20250127,A006,R028,L004,Día,409,499,7.23,6.09,1.14
PD002092,20250207,A006,R025,L001,Noche,414,396,11.12,9.94,1.18
PD002093,20250402,A005,R016,L005,Día,891,1035,8.3,7.13,1.17
PD002094,20250419,A004,R008,L005,Tarde,548,416,7.22,5.23,1.98
PD002095,20250601,A004,R026,L007,Tarde,114,123,7.32,5.56,1.76
PD002096,20250321,A003,R025,L004,Día,812,684,7.51,6.67,0.85
PD002097,20250119,A004,R028,L004,Noche,551,566,11.9,8.96,2.94
PD002098,20250520,A006,R030,L007,Noche,334,362,10.27,8.79,1.48
PD002099,20250518,A002,R030,L005,Día,422,366,10.17,6.99,3.19
PD002100,20250113,A001,R028,L003,Día,285,300,9.35,6.27,3.09
PD002101,20250213,A001,R015,L003,Noche,258,288,7.86,5.55,2.31
PD002102,20250122,A001,R021,L004,Día,865,789,6.05,5.32,0.73
PD002103,20250402,A003,R013,L007,Día,555,535,7.31,5.96,1.35
PD002104,20250519,A004,R024,L007,Noche,278,248,6.05,5.21,0.84
PD002105,20250601,A003,R001,L006,Tarde,67,76,6.72,5.93,0.78
PD002106,20250502,A001,R008,L004,Día,224,205,10.15,8.85,1.3
PD002107,20250125,A001,R028,L001,Noche,562,549,10.49,9.0,1.48
PD002108,20250602,A004,R020,L007,Noche,352,289,9.29,8.4,0.89
PD002109,20250512,A003,R011,L002,Tarde,455,530,10.71,9.38,1.33
PD002110,20250226,A002,R018,L007,Día,99,93,11.79,6.82,4.97
PD002111,20250215,A003,R009,L004,Noche,872,699,8.34,7.61,0.73
PD002112,20250311,A003,R002,L004,Tarde,153,163,7.18,6.01,1.17
PD002113,20250618,A001,R029,L007,Día,177,152,7.04,5.89,1.16
PD002114,20250217,A003,R002,L004,Noche,756,690,11.62,9.37,2.24
PD002115,20250214,A006,R028,L005,Tarde,377,229,7.65,6.52,1.13
PD002116,20250119,A003,R029,L001,Noche,630,576,11.22,7.54,3.68
PD002117,20250524,A006,R021,L006,Día,163,145,9.05,7.36,1.69
PD002118,20250513,A004,R021,L007,Tarde,704,702,9.16,7.19,1.97
PD002119,20250502,A004,R010,L004,Día,756,632,6.39,5.79,0.6
PD002120,20250326,A003,R003,L002,Día,115,105,11.22,8.99,2.23
PD002121,20250609,A002,R013,L001,Tarde,403,306,7.26,5.21,2.04
PD002122,20250216,A003,R012,L002,Tarde,625,627,10.9,8.42,2.48
PD002123,20250315,A003,R012,L005,Noche,464,544,7.48,5.16,2.32
PD002124,20250607,A004,R022,L001,Noche,784,617,10.84,7.16,3.68
PD002125,20250423,A003,R021,L005,Tarde,453,417,10.64,8.36,2.28
PD002126,20250521,A002,R025,L006,Tarde,80,47,9.84,8.31,1.53
PD002127,20250418,A003,R018,L001,Tarde,730,725,10.25,9.3,0.94
PD002128,20250305,A003,R003,L004,Día,536,515,10.32,7.16,3.15
PD002129,20250220,A003,R002,L004,Noche,495,350,8.22,6.18,2.04
PD002130,20250107,A006,R021,L004,Tarde,169,178,9.58,8.11,1.47
PD002131,20250207,A006,R010,L004,Día,212,186,7.42,5.41,2.01
PD002132,20250315,A001,R004,L004,Noche,335,295,9.01,6.83,2.17
PD002133,20250218,A005,R017,L005,Tarde,491,411,7.13,5.81,1.32
PD002134,20250409,A001,R018,L006,Día,642,824,11.24,8.74,2.49
PD002135,20250215,A006,R028,L001,Tarde,569,458,7.46,5.2,2.26
PD002136,20250404,A002,R006,L003,Día,761,691,10.76,9.39,1.36
PD002137,20250417,A003,R010,L007,Día,874,892,11.46,9.56,1.9
PD002138,20250322,A002,R006,L002,Tarde,586,508,8.94,4.97,3.97
PD002139,20250125,A002,R015,L005,Día,828,721,10.97,5.99,4.99
PD002140,20250204,A003,R010,L005,Noche,459,409,11.44,7.76,3.69
PD002141,20250201,A002,R017,L005,Tarde,327,205,11.16,6.92,4.24
PD002142,20250119,A005,R028,L007,Día,503,398,10.73,7.12,3.61
PD002143,20250611,A001,R012,L006,Día,224,202,9.21,7.78,1.43
PD002144,20250223,A003,R007,L003,Tarde,116,136,10.81,9.24,1.58
PD002145,20250514,A005,R013,L004,Noche,467,490,7.04,4.88,2.16
PD002146,20250409,A006,R007,L007,Tarde,531,534,11.87,8.86,3.02
PD002147,20250304,A005,R030,L005,Tarde,50,51,8.6,6.93,1.66
PD002148,20250129,A003,R030,L004,Día,598,552,9.46,8.28,1.18
PD002149,20250412,A005,R027,L003,Día,402,356,6.42,4.5,1.91
PD002150,20250108,A006,R030,L005,Tarde,230,250,7.26,5.3,1.96
PD002151,20250426,A003,R012,L001,Día,175,188,9.0,7.88,1.12
PD002152,20250317,A005,R016,L004,Tarde,634,710,11.94,8.34,3.6
PD002153,20250410,A004,R007,L006,Día,449,391,10.94,9.09,1.85
PD002154,20250411,A004,R028,L006,Tarde,553,493,11.87,8.17,3.7
PD002155,20250629,A005,R028,L007,Tarde,514,541,11.89,10.21,1.67
PD002156,20250415,A005,R018,L002,Noche,699,699,6.56,4.53,2.03
PD002157,20250630,A002,R014,L002,Noche,475,488,7.58,6.47,1.1
PD002158,20250323,A001,R017,L005,Tarde,66,66,9.25,6.38,2.87
PD002159,20250128,A006,R019,L001,Tarde,514,454,8.96,7.12,1.84
PD002160,20250127,A002,R023,L001,Tarde,881,615,7.41,6.03,1.38
PD002161,20250420,A004,R029,L004,Noche,436,436,6.71,5.81,0.89
PD002162,20250627,A001,R002,L003,Tarde,892,809,8.62,6.47,2.15
PD002163,20250327,A003,R003,L004,Noche,796,824,8.2,6.33,1.87
PD002164,20250430,A002,R025,L007,Noche,546,529,6.37,3.5,2.86
PD002165,20250205,A006,R015,L004,Noche,796,901,7.58,5.17,2.41
PD002166,20250523,A002,R026,L001,Tarde,495,300,9.2,6.81,2.4
PD002167,20250218,A006,R025,L006,Día,442,426,7.21,5.56,1.65
PD002168,20250208,A005,R015,L006,Noche,580,549,10.71,7.98,2.73
PD002169,20250327,A004,R029,L007,Día,247,319,9.3,8.09,1.2
PD002170,20250414,A004,R027,L003,Día,73,55,8.08,5.54,2.54
PD002171,20250118,A006,R001,L001,Día,655,615,6.5,4.76,1.74
PD002172,20250116,A002,R016,L006,Día,538,496,7.39,5.9,1.49
PD002173,20250227,A006,R014,L002,Tarde,455,421,6.98,5.65,1.33
PD002174,20250413,A005,R019,L004,Noche,781,771,6.49,5.54,0.95
PD002175,20250621,A006,R020,L006,Noche,699,676,11.13,7.61,3.52
PD002176,20250512,A002,R002,L004,Tarde,228,177,9.63,5.66,3.97
PD002177,20250528,A006,R016,L002,Noche,581,395,7.83,6.56,1.27
PD002178,20250223,A005,R018,L005,Tarde,206,179,10.78,8.33,2.46
PD002179,20250320,A002,R024,L006,Noche,241,148,9.15,6.12,3.03
PD002180,20250531,A004,R024,L002,Día,421,433,8.95,6.77,2.19
PD002181,20250519,A004,R009,L006,Tarde,431,446,9.83,7.27,2.56
PD002182,20250313,A001,R013,L007,Tarde,302,298,8.73,6.0,2.73
PD002183,20250319,A004,R024,L007,Noche,529,410,7.89,6.11,1.78
PD002184,20250401,A004,R028,L004,Día,534,511,6.68,4.6,2.08
PD002185,20250510,A005,R029,L006,Noche,456,441,11.82,8.77,3.05
PD002186,20250623,A006,R023,L001,Día,790,949,10.99,9.2,1.79
PD002187,20250329,A001,R008,L001,Noche,314,263,7.5,5.63,1.87
PD002188,20250613,A004,R016,L005,Día,623,600,6.54,4.97,1.57
PD002189,20250404,A002,R005,L003,Día,650,456,11.69,6.84,4.85
PD002190,20250325,A001,R023,L005,Día,753,602,10.01,7.95,2.06
PD002191,20250204,A001,R023,L006,Tarde,410,383,6.26,4.51,1.74
PD002192,20250124,A003,R017,L004,Tarde,165,118,11.12,9.01,2.11
PD002193,20250124,A003,R003,L001,Tarde,102,99,9.55,7.22,2.33
PD002194,20250103,A006,R011,L001,Noche,57,53,10.81,8.93,1.88
PD002195,20250514,A002,R025,L004,Noche,103,71,10.29,8.89,1.4
PD002196,20250318,A004,R003,L001,Noche,471,405,8.59,6.23,2.35
PD002197,20250213,A005,R012,L002,Noche,838,881,9.56,8.05,1.51
PD002198,20250409,A006,R006,L003,Día,62,64,10.37,6.96,3.41
PD002199,20250413,A001,R013,L005,Tarde,809,958,6.74,4.77,1.98
PD002200,20250314,A002,R012,L007,Tarde,766,467,7.92,6.19,1.73
PD002201,20250322,A005,R029,L001,Noche,754,635,11.66,10.05,1.61
PD002202,20250614,A001,R030,L001,Noche,306,258,10.96,9.94,1.02
PD002203,20250121,A006,R016,L005,Tarde,651,657,8.04,6.59,1.46
PD002204,20250528,A002,R025,L004,Tarde,377,327,10.56,7.28,3.28
PD002205,20250117,A002,R010,L006,Noche,76,64,10.79,6.98,3.81
PD002206,20250416,A004,R020,L006,Noche,858,978,11.72,7.87,3.85
PD002207,20250204,A003,R027,L005,Noche,213,211,8.22,7.2,1.02
PD002208,20250304,A003,R013,L004,Día,445,306,7.77,5.49,2.28
PD002209,20250527,A002,R019,L007,Tarde,419,313,6.54,5.01,1.54
PD002210,20250628,A006,R016,L007,Tarde,659,637,9.76,7.73,2.04
PD002211,20250412,A004,R001,L005,Noche,769,700,7.98,6.35,1.63
PD002212,20250111,A002,R021,L001,Día,333,256,10.97,5.96,5.02
PD002213,20250102,A003,R003,L002,Noche,240,257,9.63,7.03,2.6
PD002214,20250508,A006,R019,L002,Tarde,250,222,11.3,9.79,1.5
PD002215,20250422,A005,R012,L006,Día,663,532,10.44,9.4,1.04
PD002216,20250305,A005,R011,L002,Día,868,1009,11.59,10.1,1.49
PD002217,20250322,A004,R013,L006,Tarde,80,86,8.75,7.24,1.51
PD002218,20250302,A001,R023,L003,Tarde,862,877,7.4,6.07,1.32
PD002219,20250104,A005,R012,L004,Día,350,328,10.14,8.66,1.48
PD002220,20250318,A004,R026,L007,Noche,880,828,10.47,8.08,2.39
PD002221,20250530,A001,R011,L002,Tarde,452,528,8.09,7.28,0.81
PD002222,20250211,A002,R025,L006,Noche,180,140,10.85,7.22,3.64
PD002223,20250622,A002,R022,L006,Día,894,737,6.12,5.05,1.06
PD002224,20250416,A002,R017,L004,Tarde,654,556,10.99,8.04,2.95
PD002225,20250111,A004,R019,L002,Tarde,323,311,6.82,5.6,1.21
PD002226,20250604,A003,R016,L004,Tarde,365,322,6.03,5.26,0.77
PD002227,20250515,A006,R020,L003,Tarde,238,207,11.05,7.92,3.14
PD002228,20250613,A005,R026,L004,Día,507,483,7.27,6.21,1.06
PD002229,20250616,A001,R027,L007,Noche,305,318,10.27,7.14,3.13
PD002230,20250309,A002,R023,L007,Noche,552,367,8.07,6.08,1.98
PD002231,20250429,A006,R011,L001,Noche,78,76,8.81,6.3,2.51
PD002232,20250309,A006,R019,L005,Tarde,534,454,11.48,8.28,3.2
PD002233,20250101,A006,R009,L005,Noche,153,172,8.57,6.7,1.87
PD002234,20250610,A005,R028,L002,Día,543,583,6.65,5.06,1.59
PD002235,20250629,A005,R019,L002,Noche,390,409,9.37,8.01,1.36
PD002236,20250315,A002,R020,L003,Tarde,448,382,10.69,8.05,2.64
PD002237,20250120,A001,R002,L003,Noche,286,334,9.14,6.19,2.95
PD002238,20250405,A003,R014,L005,Noche,634,670,9.4,8.54,0.86
PD002239,20250423,A006,R019,L003,Día,328,298,10.83,7.27,3.56
PD002240,20250421,A003,R019,L004,Tarde,331,343,8.08,5.82,2.26
PD002241,20250127,A005,R016,L005,Noche,75,69,10.05,7.49,2.56
PD002242,20250606,A006,R023,L006,Noche,494,493,8.13,5.5,2.63
PD002243,20250427,A002,R019,L001,Día,559,375,10.95,7.82,3.13
PD002244,20250310,A002,R025,L001,Noche,168,132,10.12,8.47,1.65
PD002245,20250320,A004,R025,L007,Día,363,345,11.61,9.54,2.07
PD002246,20250315,A005,R015,L004,Día,625,574,10.09,7.34,2.75
PD002247,20250611,A006,R022,L007,Día,632,616,8.85,6.65,2.2
PD002248,20250629,A003,R022,L007,Tarde,625,482,10.6,7.4,3.21
PD002249,20250303,A004,R012,L006,Día,316,280,6.31,4.43,1.88
PD002250,20250404,A006,R018,L001,Noche,99,103,6.71,5.05,1.66
PD002251,20250130,A006,R019,L006,Noche,794,774,8.86,6.9,1.96
PD002252,20250330,A004,R009,L007,Noche,189,169,9.36,7.14,2.22
PD002253,20250131,A005,R016,L001,Tarde,770,740,8.18,5.98,2.21
PD002254,20250525,A002,R001,L007,Noche,696,634,6.77,5.92,0.85
PD002255,20250207,A001,R003,L006,Noche,720,707,11.75,10.47,1.28
PD002256,20250128,A006,R001,L006,Tarde,775,787,10.55,9.1,1.45
PD002257,20250429,A003,R014,L006,Tarde,735,522,9.2,6.82,2.38
PD002258,20250318,A004,R016,L006,Día,100,98,8.72,6.89,1.83
PD002259,20250501,A002,R009,L006,Tarde,192,125,11.12,7.79,3.33
PD002260,20250109,A003,R021,L006,Tarde,782,768,6.07,5.58,0.49
PD002261,20250627,A004,R019,L003,Día,202,220,6.09,5.58,0.51
PD002262,20250427,A003,R018,L005,Noche,525,526,7.5,5.09,2.41
PD002263,20250217,A004,R020,L003,Tarde,225,217,9.07,6.54,2.53
PD002264,20250327,A002,R023,L001,Día,663,392,10.9,8.32,2.58
PD002265,20250307,A004,R025,L007,Día,663,608,6.58,5.66,0.92
PD002266,20250129,A006,R003,L003,Tarde,154,135,10.38,7.85,2.54
PD002267,20250524,A003,R011,L003,Día,701,584,7.56,5.26,2.3
PD002268,20250228,A002,R002,L004,Día,841,638,10.72,6.27,4.45
PD002269,20250207,A005,R012,L007,Día,442,335,7.98,5.58,2.39
PD002270,20250629,A002,R012,L004,Noche,442,373,11.32,9.53,1.8
PD002271,20250110,A002,R006,L002,Día,134,107,11.62,10.26,1.36
PD002272,20250423,A006,R019,L006,Tarde,192,181,7.94,7.26,0.68
PD002273,20250620,A005,R003,L002,Día,128,125,6.22,4.41,1.81
PD002274,20250223,A006,R006,L007,Día,466,303,8.86,8.05,0.81
PD002275,20250202,A001,R020,L003,Tarde,324,349,9.41,6.74,2.67
PD002276,20250529,A004,R016,L003,Noche,861,1007,10.5,9.25,1.25
PD002277,20250524,A004,R022,L006,Día,54,54,7.36,6.39,0.97
PD002278,20250503,A005,R009,L001,Tarde,764,734,9.23,6.74,2.49
PD002279,20250414,A002,R002,L004,Día,360,305,8.3,7.15,1.14
PD002280,20250507,A006,R007,L007,Noche,656,534,8.23,6.32,1.91
PD002281,20250615,A006,R025,L004,Noche,774,774,6.4,4.97,1.43
PD002282,20250309,A005,R018,L004,Día,784,652,10.47,9.42,1.05
PD002283,20250626,A004,R004,L006,Tarde,607,468,11.57,8.95,2.62
PD002284,20250526,A006,R004,L005,Tarde,209,180,10.24,8.86,1.37
PD002285,20250604,A004,R008,L004,Tarde,528,611,10.82,7.64,3.18
PD002286,20250403,A003,R009,L004,Día,813,637,7.6,6.87,0.73
PD002287,20250630,A004,R016,L007,Día,309,353,11.3,8.76,2.54
PD002288,20250404,A004,R026,L002,Noche,836,951,6.37,5.45,0.92
PD002289,20250525,A004,R030,L005,Día,697,616,8.78,5.91,2.88
PD002290,20250408,A002,R005,L002,Día,839,624,9.65,7.78,1.86
PD002291,20250514,A001,R007,L007,Noche,451,351,10.63,7.46,3.17
PD002292,20250621,A004,R001,L005,Noche,288,307,6.59,6.03,0.56
PD002293,20250408,A004,R023,L004,Tarde,224,232,10.24,9.14,1.11
PD002294,20250224,A003,R026,L005,Tarde,195,226,7.45,6.42,1.03
PD002295,20250513,A006,R018,L003,Tarde,233,211,7.33,5.59,1.74
PD002296,20250211,A003,R022,L002,Noche,797,742,8.21,6.38,1.83
PD002297,20250304,A005,R005,L003,Día,816,854,7.35,5.42,1.92
PD002298,20250424,A001,R020,L005,Noche,366,299,10.33,8.43,1.9
PD002299,20250207,A006,R021,L003,Noche,486,431,11.71,8.85,2.86
PD002300,20250506,A004,R027,L002,Noche,78,75,10.01,7.33,2.68
PD002301,20250328,A005,R006,L005,Día,130,117,7.47,5.12,2.34
PD002302,20250327,A005,R030,L005,Día,770,725,7.72,5.48,2.24
PD002303,20250123,A003,R017,L007,Tarde,301,259,6.69,5.4,1.29
PD002304,20250510,A001,R008,L003,Tarde,96,107,7.74,6.59,1.15
PD002305,20250620,A003,R015,L001,Noche,548,470,10.67,9.33,1.34
PD002306,20250129,A002,R018,L006,Tarde,564,301,11.51,9.98,1.53
PD002307,20250112,A006,R021,L003,Noche,883,902,11.49,7.64,3.85
PD002308,20250111,A001,R024,L004,Tarde,877,837,7.45,4.96,2.49
PD002309,20250327,A003,R008,L006,Tarde,632,569,6.59,5.0,1.59
PD002310,20250524,A002,R018,L004,Tarde,877,779,11.16,9.62,1.53
PD002311,20250406,A005,R018,L004,Noche,845,869,10.66,7.48,3.18
PD002312,20250525,A005,R004,L006,Tarde,525,588,6.05,4.15,1.9
PD002313,20250428,A004,R019,L001,Día,495,513,6.81,4.86,1.95
PD002314,20250306,A005,R023,L006,Tarde,115,124,9.08,6.46,2.61
PD002315,20250209,A006,R003,L006,Noche,374,372,6.37,5.05,1.32
PD002316,20250608,A002,R011,L001,Tarde,618,346,6.84,4.29,2.55
PD002317,20250409,A002,R005,L004,Tarde,687,496,7.59,4.58,3.01
PD002318,20250627,A002,R017,L007,Noche,715,494,11.22,9.09,2.13
PD002319,20250406,A001,R029,L004,Día,619,629,6.92,4.99,1.93
PD002320,20250102,A002,R018,L005,Noche,741,586,7.53,6.12,1.41
PD002321,20250513,A005,R013,L001,Noche,732,730,9.77,7.1,2.66
PD002322,20250417,A001,R026,L007,Noche,352,266,9.03,6.75,2.28
PD002323,20250505,A002,R002,L001,Día,310,285,7.91,6.03,1.88
PD002324,20250218,A001,R014,L005,Noche,625,656,11.56,9.31,2.25
