CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType
CO001288,20250113,PR0016,A012,EQ0045,Lubricantes,153063.01,134078.93,86578.66,Interno
CO001289,20250406,PR0001,A010,EQ0015,Lubricantes,5948.65,9515.14,3134.59,Proveedor internacional
CO001290,20250620,PR0021,A009,EQ0043,Repuestos,89650.19,85997.32,67382.47,Proveedor local
CO001291,20250119,PR0076,A009,EQ0022,Mano de obra,101297.81,117852.57,92886.96,Interno
CO001292,20250314,PR0051,A017,EQ0005,Instrumentación,121195.45,110253.18,111873.67,Proveedor local
CO001293,20250101,PR0080,A004,EQ0059,Neumáticos,122926.74,73852.68,90176.37,Interno
CO001294,20250108,PR0016,A004,EQ0049,Repuestos,103485.03,92746.41,37054.95,Proveedor local
CO001295,20250121,PR0045,A010,EQ0028,Contratistas,102235.94,137351.58,72947.85,Contratista minero
CO001296,20250411,PR0049,A004,EQ0049,Repuestos,64428.71,70706.8,54185.03,Proveedor local
CO001297,20250115,PR0020,A004,EQ0006,Servicios externos,114080.35,127605.57,114868.93,Proveedor local
CO001298,20250413,PR0007,A017,EQ0021,Contratistas,11302.0,10402.44,5824.04,Proveedor local
CO001299,20250623,PR0038,A005,EQ0013,Contratistas,7002.83,6972.17,7147.07,Proveedor local
CO001300,20250119,PR0049,A005,EQ0029,Materiales de desgaste,105955.73,106910.58,64971.14,Proveedor internacional
CO001301,20250312,PR0070,A006,EQ0031,Mano de obra,16680.84,16701.36,9423.21,Interno
CO001302,20250313,PR0065,A009,EQ0043,Servicios externos,74501.25,55388.99,66776.74,Interno
CO001303,20250509,PR0071,A017,EQ0021,Repuestos,72025.25,53384.99,24096.02,Interno
CO001304,20250106,PR0073,A004,EQ0019,Mano de obra,48350.43,49973.74,44337.18,Interno
CO001305,20250309,PR0064,A005,EQ0016,Energía,124167.36,146023.67,55870.61,Proveedor local
CO001306,20250201,PR0046,A004,EQ0053,Repuestos,137268.76,127605.53,144952.1,Proveedor local
CO001307,20250402,PR0032,A004,EQ0007,Parada planta,49214.89,39478.47,50955.69,Proveedor internacional
CO001308,20250101,PR0015,A005,EQ0037,Instrumentación,88497.29,84376.4,87575.06,Proveedor local
CO001309,20250112,PR0073,A010,EQ0028,Servicios externos,125031.29,191872.88,117574.56,Proveedor internacional
CO001310,20250603,PR0016,A017,EQ0017,Energía,105005.06,90126.7,34299.3,Interno
CO001311,20250227,PR0017,A004,EQ0059,Instrumentación,88716.74,113819.69,57413.01,Interno
CO001312,20250607,PR0039,A008,EQ0033,Lubricantes,26397.85,33159.15,17691.94,Proveedor local
CO001313,20250423,PR0080,A005,EQ0016,Instrumentación,99194.49,92982.74,39896.39,Proveedor internacional
CO001314,20250408,PR0010,A009,EQ0043,Instrumentación,133326.58,135540.73,137201.9,Contratista minero
CO001315,20250621,PR0069,A004,EQ0054,Repuestos,4107.74,3593.05,3984.95,Interno
CO001316,20250217,PR0008,A008,EQ0012,Mano de obra,153655.49,181195.51,132578.81,Interno
CO001317,20250127,PR0012,A006,EQ0056,Automatización,124111.72,132571.76,92211.42,Contratista minero
CO001318,20250602,PR0009,A017,EQ0005,Energía,113823.84,124312.47,73012.89,Proveedor local
CO001319,20250331,PR0067,A017,EQ0024,Materiales de desgaste,67068.55,88616.2,54978.45,Interno
CO001320,20250627,PR0013,A004,EQ0036,Mano de obra,61585.29,38820.29,38477.12,Proveedor internacional
CO001321,20250512,PR0019,A004,EQ0060,Energía,114434.11,128967.41,73487.21,Proveedor internacional
CO001322,20250416,PR0003,A004,EQ0057,Servicios externos,127516.22,125751.79,125384.13,Proveedor local
CO001323,20250121,PR0066,A017,EQ0014,Neumáticos,143743.97,96327.75,34643.02,Contratista minero
CO001324,20250603,PR0018,A010,EQ0015,Instrumentación,115744.6,146404.16,96108.72,Contratista minero
CO001325,20250104,PR0019,A017,EQ0027,Instrumentación,123383.93,117816.13,74309.29,Contratista minero
CO001326,20250305,PR0080,A008,EQ0042,Parada planta,3012.37,4276.1,2918.68,Proveedor internacional
CO001327,20250528,PR0020,A013,EQ0026,Automatización,74883.01,53072.35,31420.42,Proveedor local
CO001328,20250531,PR0001,A004,EQ0060,Lubricantes,50789.29,44515.21,37076.72,Proveedor local
CO001329,20250430,PR0036,A004,EQ0006,Instrumentación,52705.77,36952.55,28554.46,Proveedor internacional
CO001330,20250624,PR0007,A004,EQ0054,Parada planta,38069.21,35823.77,35823.18,Interno
CO001331,20250227,PR0019,A008,EQ0042,Lubricantes,55233.51,65636.33,54964.32,Proveedor local
CO001332,20250410,PR0032,A010,EQ0025,Neumáticos,69939.74,91209.92,67780.76,Proveedor local
CO001333,20250522,PR0008,A012,EQ0035,Componentes mayores,136976.08,114272.11,32720.19,Interno
CO001334,20250516,PR0042,A008,EQ0058,Neumáticos,7772.18,9964.61,5039.78,Interno
CO001335,20250325,PR0043,A005,EQ0001,Neumáticos,69959.99,66671.21,52739.34,Proveedor internacional
CO001336,20250304,PR0066,A009,EQ0022,Componentes mayores,9648.21,12000.13,2298.21,Proveedor internacional
CO001337,20250228,PR0046,A004,EQ0053,Automatización,40725.95,36335.1,8156.05,Proveedor local
CO001338,20250517,PR0042,A008,EQ0012,Seguridad,98467.62,135512.69,39565.04,Proveedor local
CO001339,20250328,PR0032,A004,EQ0006,Repuestos,87813.62,92479.96,21741.65,Proveedor internacional
CO001340,20250625,PR0079,A009,EQ0022,Componentes mayores,105154.87,115450.72,54733.58,Proveedor local
CO001341,20250601,PR0014,A004,EQ0057,Seguridad,79355.65,72113.05,43263.2,Contratista minero
CO001342,20250324,PR0029,A004,EQ0057,Componentes mayores,124974.16,137871.96,47073.18,Proveedor internacional
CO001343,20250628,PR0027,A004,EQ0057,Neumáticos,143746.79,92923.58,157951.83,Proveedor local
CO001344,20250408,PR0024,A005,EQ0047,Instrumentación,86153.3,91473.86,22614.55,Proveedor internacional
CO001345,20250417,PR0044,A013,EQ0026,Contratistas,60930.33,46276.89,30559.96,Proveedor local
CO001346,20250423,PR0017,A010,EQ0028,Repuestos,26658.49,37315.86,16816.82,Proveedor internacional
CO001347,20250410,PR0061,A004,EQ0049,Repuestos,63541.08,57657.75,61685.29,Contratista minero
CO001348,20250605,PR0077,A017,EQ0041,Repuestos,144835.67,148423.72,39228.32,Interno
CO001349,20250426,PR0051,A005,EQ0016,Componentes mayores,139946.42,163283.98,78639.55,Interno
CO001350,20250228,PR0071,A009,EQ0043,Seguridad,102644.95,111868.64,59750.28,Proveedor internacional
CO001351,20250210,PR0064,A004,EQ0057,Lubricantes,96246.97,62626.01,76686.42,Contratista minero
CO001352,20250424,PR0007,A004,EQ0049,Neumáticos,5128.5,7886.8,1375.86,Proveedor internacional
CO001353,20250602,PR0060,A010,EQ0038,Instrumentación,66995.49,86631.48,38809.88,Interno
CO001354,20250318,PR0028,A008,EQ0042,Materiales de desgaste,66928.54,90002.19,29157.86,Proveedor internacional
CO001355,20250331,PR0064,A005,EQ0016,Mano de obra,155690.55,153969.49,148526.87,Contratista minero
CO001356,20250214,PR0062,A017,EQ0008,Seguridad,59964.21,75525.82,63341.59,Contratista minero
CO001357,20250523,PR0075,A008,EQ0058,Componentes mayores,20952.26,31077.93,7360.97,Proveedor local
CO001358,20250202,PR0079,A010,EQ0028,Neumáticos,145084.04,173968.87,36531.91,Proveedor internacional
CO001359,20250601,PR0012,A004,EQ0046,Automatización,94807.44,101536.56,75047.75,Interno
CO001360,20250122,PR0040,A008,EQ0058,Seguridad,17224.05,21413.5,4558.73,Proveedor local
CO001361,20250522,PR0032,A012,EQ0035,Lubricantes,141560.82,180111.91,51273.03,Contratista minero
CO001362,20250222,PR0063,A008,EQ0042,Repuestos,141418.29,230017.78,142774.71,Interno
CO001363,20250112,PR0001,A017,EQ0017,Neumáticos,135677.78,149044.65,51274.36,Interno
CO001364,20250101,PR0017,A008,EQ0042,Servicios externos,12846.57,20562.85,13846.76,Interno
CO001365,20250601,PR0065,A004,EQ0006,Instrumentación,86712.79,70639.27,35340.56,Interno
CO001366,20250320,PR0008,A012,EQ0045,Energía,15892.71,18094.06,16199.48,Proveedor local
CO001367,20250423,PR0058,A006,EQ0056,Componentes mayores,136999.07,98429.02,59909.72,Proveedor internacional
CO001368,20250123,PR0069,A017,EQ0017,Servicios externos,45664.75,52713.26,39000.46,Proveedor internacional
CO001369,20250608,PR0073,A017,EQ0030,Contratistas,50122.86,42156.68,28634.0,Proveedor internacional
CO001370,20250526,PR0059,A010,EQ0015,Contratistas,138451.83,204238.35,32617.8,Proveedor internacional
CO001371,20250209,PR0058,A004,EQ0010,Energía,145250.43,136018.69,68414.78,Proveedor local
CO001372,20250511,PR0014,A005,EQ0001,Lubricantes,24328.82,18947.33,21268.23,Proveedor internacional
CO001373,20250516,PR0006,A005,EQ0029,Instrumentación,107482.79,107604.41,109546.99,Interno
CO001374,20250204,PR0068,A008,EQ0058,Automatización,75627.88,116869.1,69666.31,Interno
CO001375,20250525,PR0060,A010,EQ0038,Neumáticos,87918.02,105618.13,55040.53,Proveedor local
CO001376,20250422,PR0016,A004,EQ0019,Contratistas,58010.55,56623.88,32679.4,Proveedor local
CO001377,20250608,PR0018,A008,EQ0012,Repuestos,4771.52,7013.77,2797.68,Contratista minero
CO001378,20250201,PR0038,A005,EQ0013,Parada planta,113010.35,124046.17,102056.64,Proveedor local
CO001379,20250303,PR0054,A012,EQ0045,Componentes mayores,103335.97,108476.25,86909.04,Proveedor local
CO001380,20250312,PR0033,A010,EQ0028,Repuestos,124602.36,179090.87,100943.94,Proveedor local
CO001381,20250611,PR0050,A004,EQ0052,Lubricantes,108529.33,101547.07,49664.05,Contratista minero
CO001382,20250311,PR0030,A004,EQ0054,Componentes mayores,107358.66,101778.98,23002.59,Interno
CO001383,20250407,PR0043,A012,EQ0035,Contratistas,142992.4,144509.91,119854.82,Proveedor local
CO001384,20250522,PR0024,A004,EQ0051,Instrumentación,25676.37,27146.01,7561.4,Proveedor internacional
CO001385,20250223,PR0030,A008,EQ0042,Automatización,134640.42,201099.6,89730.02,Contratista minero
CO001386,20250201,PR0003,A012,EQ0045,Contratistas,135911.6,107004.8,112342.42,Interno
CO001387,20250614,PR0077,A004,EQ0048,Contratistas,158895.78,220390.66,49507.77,Interno
CO001388,20250221,PR0046,A005,EQ0029,Servicios externos,118858.39,119861.57,66511.64,Contratista minero
CO001389,20250119,PR0026,A004,EQ0004,Mano de obra,149155.49,147497.65,67951.88,Contratista minero
CO001390,20250610,PR0020,A005,EQ0037,Componentes mayores,78791.35,99759.2,49722.01,Contratista minero
CO001391,20250314,PR0058,A004,EQ0007,Energía,139495.1,111084.21,121540.48,Proveedor local
CO001392,20250510,PR0008,A017,EQ0021,Mano de obra,139559.3,95814.8,36563.54,Interno
CO001393,20250602,PR0027,A005,EQ0001,Lubricantes,3454.99,3793.94,1109.28,Interno
CO001394,20250531,PR0063,A017,EQ0027,Lubricantes,139137.05,123944.48,127711.83,Contratista minero
CO001395,20250303,PR0030,A005,EQ0034,Seguridad,68505.7,73376.44,20594.01,Interno
CO001396,20250401,PR0018,A008,EQ0058,Automatización,62018.71,95326.23,24071.71,Proveedor internacional
CO001397,20250419,PR0053,A017,EQ0030,Energía,155753.96,153506.88,158701.69,Proveedor internacional
CO001398,20250124,PR0044,A013,EQ0050,Materiales de desgaste,98165.48,104239.08,40083.85,Proveedor internacional
CO001399,20250307,PR0059,A004,EQ0018,Energía,112286.85,116275.68,30527.65,Proveedor local
CO001400,20250306,PR0076,A017,EQ0008,Contratistas,116186.94,78440.34,84916.97,Proveedor internacional
CO001401,20250213,PR0014,A017,EQ0014,Componentes mayores,3213.81,3113.87,2238.62,Proveedor internacional
CO001402,20250522,PR0023,A004,EQ0048,Neumáticos,103042.08,102288.47,70968.99,Contratista minero
CO001403,20250326,PR0009,A005,EQ0016,Parada planta,128601.11,123428.02,47164.38,Proveedor internacional
CO001404,20250527,PR0033,A017,EQ0055,Instrumentación,70040.07,80214.7,58549.67,Interno
CO001405,20250410,PR0032,A004,EQ0018,Contratistas,46639.15,54977.91,37695.22,Proveedor local
CO001406,20250425,PR0050,A004,EQ0053,Mano de obra,13250.64,11287.98,11922.42,Interno
CO001407,20250412,PR0058,A005,EQ0016,Materiales de desgaste,33051.45,29599.52,32419.25,Proveedor internacional
CO001408,20250128,PR0001,A006,EQ0031,Neumáticos,157495.8,179503.32,164800.19,Proveedor local
CO001409,20250627,PR0072,A004,EQ0006,Materiales de desgaste,129119.04,106644.95,132211.88,Proveedor local
CO001410,20250602,PR0045,A017,EQ0041,Mano de obra,58675.86,59599.89,14578.33,Proveedor local
CO001411,20250224,PR0032,A004,EQ0053,Instrumentación,10186.17,10107.92,8422.26,Contratista minero
CO001412,20250623,PR0030,A005,EQ0047,Mano de obra,7385.52,9053.89,4417.43,Proveedor local
CO001413,20250626,PR0017,A017,EQ0009,Automatización,96290.03,84016.55,39727.85,Contratista minero
CO001414,20250617,PR0048,A017,EQ0023,Automatización,52950.32,61187.82,56291.62,Contratista minero
CO001415,20250321,PR0012,A004,EQ0020,Materiales de desgaste,61029.06,43584.98,16621.54,Proveedor local
CO001416,20250525,PR0020,A004,EQ0048,Energía,124146.48,107702.84,132216.38,Proveedor internacional
CO001417,20250303,PR0014,A008,EQ0012,Instrumentación,115730.14,146272.63,102816.52,Interno
CO001418,20250213,PR0015,A008,EQ0042,Componentes mayores,142626.11,223795.03,115300.55,Contratista minero
CO001419,20250601,PR0045,A010,EQ0025,Seguridad,156143.26,213675.25,60975.01,Contratista minero
CO001420,20250612,PR0071,A010,EQ0038,Lubricantes,34061.79,55359.39,12716.95,Proveedor internacional
CO001421,20250417,PR0006,A005,EQ0037,Repuestos,116743.35,155529.4,111238.41,Interno
CO001422,20250407,PR0002,A005,EQ0034,Parada planta,154311.15,152363.39,105484.13,Proveedor internacional
CO001423,20250512,PR0067,A004,EQ0018,Parada planta,70215.6,56958.22,28787.29,Contratista minero
CO001424,20250505,PR0016,A017,EQ0030,Neumáticos,134181.18,108692.52,114744.71,Contratista minero
CO001425,20250509,PR0046,A009,EQ0043,Energía,73093.67,91995.97,43316.79,Proveedor internacional
CO001426,20250531,PR0052,A008,EQ0058,Repuestos,109243.0,159215.35,119993.49,Interno
CO001427,20250524,PR0004,A008,EQ0012,Lubricantes,154374.69,230650.78,54395.18,Contratista minero
CO001428,20250204,PR0037,A008,EQ0033,Repuestos,10143.67,16320.77,6423.69,Proveedor local
CO001429,20250415,PR0062,A006,EQ0056,Contratistas,144515.55,136113.49,158102.75,Proveedor local
CO001430,20250521,PR0039,A005,EQ0044,Seguridad,157319.21,137483.24,144755.75,Contratista minero
CO001431,20250520,PR0063,A004,EQ0019,Contratistas,153548.88,81852.92,77492.34,Proveedor internacional
CO001432,20250412,PR0014,A017,EQ0009,Componentes mayores,66584.08,58514.27,49044.44,Interno
CO001433,20250522,PR0053,A005,EQ0001,Seguridad,154335.66,145770.75,66481.56,Interno
CO001434,20250315,PR0074,A004,EQ0054,Neumáticos,70074.9,85208.09,65583.42,Proveedor local
CO001435,20250619,PR0044,A017,EQ0014,Materiales de desgaste,105282.45,114354.17,95385.12,Interno
CO001436,20250529,PR0004,A017,EQ0041,Energía,153466.71,147294.73,111814.52,Interno
CO001437,20250114,PR0070,A004,EQ0010,Instrumentación,48852.47,47734.19,25398.9,Proveedor internacional
CO001438,20250218,PR0077,A010,EQ0028,Repuestos,38872.44,55506.27,27751.92,Interno
CO001439,20250111,PR0014,A005,EQ0044,Automatización,143804.04,161038.9,70676.03,Contratista minero
CO001440,20250103,PR0022,A013,EQ0050,Automatización,101238.54,95865.0,27258.06,Proveedor local
CO001441,20250115,PR0058,A005,EQ0016,Energía,12558.53,11987.08,5464.3,Proveedor internacional
CO001442,20250620,PR0028,A008,EQ0033,Automatización,24648.54,34280.02,18617.07,Contratista minero
CO001443,20250322,PR0041,A017,EQ0014,Automatización,34254.67,35237.01,37048.5,Proveedor local
CO001444,20250124,PR0037,A006,EQ0056,Automatización,119099.02,116566.9,93181.0,Contratista minero
CO001445,20250218,PR0049,A005,EQ0034,Repuestos,136356.22,130833.27,45309.1,Proveedor internacional
CO001446,20250227,PR0018,A017,EQ0008,Materiales de desgaste,67389.94,69746.16,26794.71,Proveedor internacional
CO001447,20250515,PR0069,A004,EQ0011,Parada planta,30093.55,20645.13,26140.32,Contratista minero
CO001448,20250618,PR0048,A006,EQ0031,Neumáticos,21328.04,17747.32,9291.2,Interno
CO001449,20250220,PR0037,A004,EQ0019,Componentes mayores,125728.6,148769.19,66555.13,Proveedor internacional
CO001450,20250301,PR0080,A004,EQ0060,Contratistas,117181.65,106850.92,42829.44,Contratista minero
CO001451,20250310,PR0080,A010,EQ0025,Automatización,80766.32,126714.82,59247.46,Interno
CO001452,20250512,PR0027,A004,EQ0011,Lubricantes,28182.45,28350.67,6649.02,Contratista minero
CO001453,20250614,PR0010,A005,EQ0044,Componentes mayores,18910.24,17098.6,5970.75,Contratista minero
CO001454,20250106,PR0060,A005,EQ0034,Seguridad,72090.65,70897.92,57734.87,Proveedor local
CO001455,20250124,PR0052,A004,EQ0053,Instrumentación,34467.76,37012.62,33479.31,Proveedor local
CO001456,20250116,PR0076,A017,EQ0041,Contratistas,31983.37,36006.47,33575.46,Proveedor local
CO001457,20250306,PR0079,A005,EQ0016,Lubricantes,109744.47,104317.0,46502.09,Proveedor internacional
CO001458,20250403,PR0020,A004,EQ0054,Mano de obra,99514.08,110382.82,28444.58,Contratista minero
CO001459,20250203,PR0054,A005,EQ0016,Mano de obra,71370.03,81459.16,65925.62,Interno
CO001460,20250205,PR0069,A005,EQ0037,Parada planta,86280.01,67535.46,36270.89,Interno
CO001461,20250117,PR0062,A010,EQ0025,Repuestos,99819.85,147548.35,34662.66,Contratista minero
CO001462,20250520,PR0024,A004,EQ0048,Servicios externos,145923.31,145386.92,134602.46,Contratista minero
CO001463,20250419,PR0057,A010,EQ0039,Parada planta,126558.53,153135.7,101957.32,Proveedor local
CO001464,20250610,PR0072,A004,EQ0046,Servicios externos,134065.02,115507.26,35946.06,Contratista minero
CO001465,20250416,PR0045,A004,EQ0046,Servicios externos,67592.41,72337.76,56494.31,Proveedor internacional
CO001466,20250521,PR0048,A017,EQ0027,Parada planta,144913.23,115022.23,139298.21,Contratista minero
CO001467,20250220,PR0080,A004,EQ0019,Parada planta,98355.32,109412.21,99991.9,Proveedor local
CO001468,20250304,PR0077,A005,EQ0013,Materiales de desgaste,51396.01,49825.0,46004.12,Contratista minero
CO001469,20250325,PR0037,A010,EQ0028,Neumáticos,64403.86,85345.3,56658.55,Proveedor internacional
CO001470,20250312,PR0063,A010,EQ0038,Neumáticos,131991.7,186393.06,126748.25,Interno
CO001471,20250204,PR0079,A013,EQ0026,Neumáticos,144070.12,138674.56,42304.41,Interno
CO001472,20250328,PR0069,A017,EQ0009,Contratistas,21636.11,27249.4,17699.75,Proveedor local
CO001473,20250108,PR0037,A005,EQ0016,Materiales de desgaste,121352.64,122533.5,51738.47,Proveedor local
CO001474,20250208,PR0035,A010,EQ0015,Materiales de desgaste,45241.41,62273.12,32783.52,Contratista minero
CO001475,20250502,PR0061,A004,EQ0020,Seguridad,32495.35,25527.56,7380.98,Interno
CO001476,20250323,PR0006,A010,EQ0038,Materiales de desgaste,86622.39,103863.93,27878.15,Proveedor local
CO001477,20250103,PR0008,A017,EQ0003,Materiales de desgaste,144982.43,110288.74,91548.28,Interno
CO001478,20250127,PR0079,A005,EQ0047,Componentes mayores,23260.49,17744.69,11708.61,Proveedor local
CO001479,20250130,PR0031,A017,EQ0021,Mano de obra,66718.18,77850.49,36979.85,Proveedor internacional
CO001480,20250311,PR0045,A017,EQ0021,Materiales de desgaste,59537.88,60098.56,15085.01,Proveedor internacional
CO001481,20250329,PR0052,A013,EQ0026,Materiales de desgaste,157478.19,201869.08,98044.8,Contratista minero
CO001482,20250216,PR0018,A017,EQ0003,Servicios externos,96969.35,86614.16,72681.37,Interno
CO001483,20250306,PR0021,A010,EQ0015,Materiales de desgaste,119140.49,140012.59,68065.27,Contratista minero
CO001484,20250217,PR0024,A017,EQ0023,Componentes mayores,154004.31,170107.73,159788.45,Proveedor local
CO001485,20250425,PR0061,A017,EQ0023,Energía,105117.5,130014.94,51271.32,Contratista minero
CO001486,20250417,PR0013,A004,EQ0006,Mano de obra,49944.38,35916.86,35824.15,Contratista minero
CO001487,20250629,PR0051,A005,EQ0034,Automatización,89461.83,108826.74,31043.07,Proveedor local
CO001488,20250604,PR0057,A004,EQ0049,Energía,107206.51,112700.28,50328.91,Interno
CO001489,20250529,PR0057,A005,EQ0037,Materiales de desgaste,74150.09,88473.24,77671.06,Contratista minero
CO001490,20250101,PR0008,A005,EQ0037,Seguridad,124061.86,120106.23,87810.73,Interno
CO001491,20250415,PR0030,A005,EQ0034,Instrumentación,139925.07,148958.5,122856.25,Proveedor local
CO001492,20250214,PR0075,A008,EQ0042,Neumáticos,70868.46,87733.1,56040.01,Proveedor local
CO001493,20250611,PR0059,A017,EQ0014,Instrumentación,37449.88,38401.27,24619.78,Proveedor internacional
CO001494,20250625,PR0032,A009,EQ0043,Contratistas,54695.0,40684.05,17399.92,Interno
CO001495,20250501,PR0020,A005,EQ0029,Seguridad,34248.91,28855.62,30212.38,Contratista minero
CO001496,20250628,PR0057,A009,EQ0043,Instrumentación,36367.27,41462.16,35197.97,Contratista minero
CO001497,20250126,PR0011,A004,EQ0010,Seguridad,88337.19,58453.5,78594.61,Proveedor local
CO001498,20250525,PR0027,A010,EQ0025,Energía,145048.27,165378.23,47687.13,Contratista minero
CO001499,20250403,PR0036,A005,EQ0001,Automatización,114945.06,114940.37,94448.53,Proveedor local
CO001500,20250129,PR0011,A005,EQ0044,Automatización,133707.73,113827.61,112551.68,Proveedor local
CO001501,20250107,PR0050,A008,EQ0033,Lubricantes,94781.49,145375.33,95626.5,Interno
CO001502,20250115,PR0057,A004,EQ0018,Contratistas,6251.15,5578.69,2884.54,Interno
CO001503,20250204,PR0016,A004,EQ0060,Automatización,89193.91,81580.4,74054.86,Proveedor local
CO001504,20250101,PR0034,A004,EQ0060,Servicios externos,13065.58,12276.9,5488.24,Proveedor internacional
CO001505,20250606,PR0046,A004,EQ0048,Servicios externos,90173.22,76199.39,74925.83,Proveedor internacional
CO001506,20250129,PR0072,A017,EQ0009,Neumáticos,39557.53,40497.84,30191.19,Interno
CO001507,20250609,PR0066,A004,EQ0010,Neumáticos,77884.38,62276.36,21203.31,Contratista minero
CO001508,20250209,PR0024,A017,EQ0030,Neumáticos,78044.69,60268.33,66456.81,Proveedor internacional
CO001509,20250420,PR0050,A004,EQ0060,Mano de obra,75094.92,75585.23,31202.35,Proveedor internacional
CO001510,20250307,PR0015,A004,EQ0007,Servicios externos,81687.53,78107.55,84705.66,Proveedor local
CO001511,20250323,PR0036,A017,EQ0024,Parada planta,41890.36,52514.77,35031.62,Proveedor local
CO001512,20250104,PR0078,A017,EQ0003,Seguridad,55251.01,69224.77,43112.85,Interno
CO001513,20250430,PR0050,A017,EQ0027,Materiales de desgaste,78516.17,92646.5,79516.63,Interno
CO001514,20250507,PR0021,A004,EQ0019,Mano de obra,74905.56,73938.81,38081.8,Proveedor internacional
CO001515,20250403,PR0077,A006,EQ0031,Instrumentación,138321.46,95338.13,45696.23,Interno
CO001516,20250217,PR0018,A009,EQ0043,Automatización,114655.86,99912.96,50127.79,Proveedor local
CO001517,20250301,PR0050,A008,EQ0033,Contratistas,127779.66,159229.77,123238.83,Interno
CO001518,20250105,PR0021,A006,EQ0031,Lubricantes,17414.97,14439.3,8620.25,Proveedor internacional
CO001519,20250102,PR0076,A005,EQ0044,Materiales de desgaste,30350.36,32532.31,31292.17,Contratista minero
CO001520,20250523,PR0052,A017,EQ0024,Parada planta,94779.05,77594.1,27016.69,Interno
CO001521,20250427,PR0032,A005,EQ0029,Parada planta,119437.2,132015.85,70943.93,Proveedor local
CO001522,20250422,PR0035,A005,EQ0013,Lubricantes,131475.38,159747.85,138883.76,Proveedor local
CO001523,20250507,PR0060,A017,EQ0021,Energía,129458.95,131138.65,75643.46,Proveedor local
CO001524,20250408,PR0073,A005,EQ0001,Contratistas,150047.11,157532.52,128395.87,Contratista minero
CO001525,20250609,PR0002,A005,EQ0013,Neumáticos,45839.65,45891.16,36320.26,Interno
CO001526,20250203,PR0024,A004,EQ0048,Seguridad,21221.19,20085.0,20503.62,Contratista minero
CO001527,20250502,PR0067,A004,EQ0011,Componentes mayores,142408.11,178815.95,142715.66,Proveedor internacional
CO001528,20250407,PR0034,A005,EQ0029,Automatización,78419.06,81884.96,59999.16,Contratista minero
CO001529,20250616,PR0041,A004,EQ0006,Neumáticos,147239.91,173973.18,156428.1,Interno
CO001530,20250602,PR0027,A009,EQ0043,Instrumentación,99465.46,111379.02,95244.44,Interno
CO001531,20250103,PR0022,A004,EQ0007,Mano de obra,75606.3,72999.61,51402.16,Proveedor internacional
CO001532,20250628,PR0024,A009,EQ0022,Mano de obra,32370.11,30281.2,33805.18,Proveedor local
CO001533,20250212,PR0022,A010,EQ0025,Automatización,118055.3,142273.66,79036.15,Interno
CO001534,20250525,PR0080,A010,EQ0039,Energía,50553.52,57635.86,18128.84,Contratista minero
CO001535,20250112,PR0067,A004,EQ0059,Automatización,35397.22,19724.65,20965.33,Interno
CO001536,20250211,PR0003,A004,EQ0054,Repuestos,135156.76,149797.26,102587.3,Proveedor local
CO001537,20250507,PR0029,A005,EQ0016,Automatización,25141.2,28923.85,23901.81,Contratista minero
CO001538,20250610,PR0054,A004,EQ0053,Energía,88807.68,64687.84,82322.86,Proveedor local
CO001539,20250220,PR0001,A004,EQ0053,Seguridad,95043.85,105582.56,54349.5,Proveedor local
CO001540,20250602,PR0012,A013,EQ0026,Componentes mayores,153916.31,163033.01,119867.59,Proveedor local
CO001541,20250312,PR0015,A004,EQ0004,Automatización,42050.15,37773.78,16388.48,Proveedor local
CO001542,20250619,PR0069,A017,EQ0017,Contratistas,57415.27,43946.54,58757.08,Interno
CO001543,20250404,PR0069,A004,EQ0004,Energía,106409.51,104536.25,53725.9,Interno
CO001544,20250221,PR0071,A006,EQ0056,Componentes mayores,137395.92,126711.99,33430.53,Contratista minero
CO001545,20250112,PR0043,A017,EQ0055,Lubricantes,110413.06,107091.62,91390.95,Proveedor local
CO001546,20250606,PR0078,A009,EQ0022,Servicios externos,41701.99,31289.27,9518.76,Interno
CO001547,20250517,PR0046,A008,EQ0012,Componentes mayores,87401.11,115692.98,38328.17,Proveedor internacional
CO001548,20250203,PR0017,A004,EQ0049,Contratistas,104778.14,109477.57,59803.65,Proveedor internacional
CO001549,20250609,PR0048,A004,EQ0060,Mano de obra,129535.18,142242.07,63586.25,Contratista minero
CO001550,20250614,PR0072,A004,EQ0048,Mano de obra,137065.73,146295.21,69024.12,Proveedor internacional
CO001551,20250118,PR0018,A004,EQ0002,Instrumentación,153649.1,167494.67,137546.71,Proveedor local
CO001552,20250412,PR0050,A009,EQ0022,Neumáticos,28381.86,33108.35,24002.21,Proveedor local
CO001553,20250519,PR0070,A010,EQ0039,Componentes mayores,129075.65,150147.07,74812.42,Contratista minero
CO001554,20250523,PR0031,A005,EQ0029,Componentes mayores,26359.34,29638.15,23942.13,Proveedor local
CO001555,20250412,PR0029,A010,EQ0025,Energía,64306.72,82820.57,18785.74,Interno
CO001556,20250415,PR0016,A017,EQ0040,Contratistas,80569.97,68455.91,54171.74,Contratista minero
CO001557,20250602,PR0008,A006,EQ0031,Componentes mayores,86356.19,80918.79,72367.04,Proveedor local
CO001558,20250204,PR0067,A004,EQ0059,Repuestos,121949.76,139066.26,80699.62,Proveedor internacional
