MaintenanceID,DateKey,EquipmentID,AreaID,WorkTypeID,PriorityID,FailureMode,SystemCategory,DowntimeHours,RepairHours,MaintenanceCost,PlannedFlag
MT000537,20250526,EQ0001,A003,WT1,P4,Desgaste,TI/OT,2.26,2.02,1727.7,True
MT000538,20250209,EQ0014,A006,WT1,P2,Sobrecalentamiento,Mecánico,2.54,1.26,899.31,True
MT000539,20250511,EQ0031,A003,WT1,P1,Desgaste,Eléctrico,5.12,3.53,4755.88,True
MT000540,20250516,EQ0006,A005,WT1,P3,Falla eléctrica,Energía,2.06,1.58,1654.62,True
MT000541,20250204,EQ0020,A001,WT2,P4,Desgaste,Control,3.37,1.54,1263.9,False
MT000542,20250525,EQ0028,A001,WT2,P3,Desgaste,Mecánico,6.89,5.06,3609.4,False
MT000543,20250422,EQ0019,A006,WT1,P1,Calibración,Energía,1.38,0.83,1007.69,True
MT000544,20250608,EQ0027,A006,WT1,P3,Calibración,Energía,3.32,3.11,2461.56,True
MT000545,20250201,EQ0018,A005,WT2,P3,Vibración,Energía,2.47,1.77,2125.05,False
MT000546,20250303,EQ0024,A006,WT2,P3,Vibración,Energía,3.6,2.14,2172.96,False
MT000547,20250312,EQ0003,A004,WT2,P3,Desgaste,TI/OT,9.7,4.59,2048.51,False
MT000548,20250611,EQ0034,A005,WT1,P1,Falla eléctrica,Eléctrico,2.04,1.2,829.43,True
MT000549,20250311,EQ0039,A005,WT1,P2,Vibración,Mecánico,0.98,0.5,591.22,True
MT000550,20250407,EQ0031,A003,WT1,P3,Falla eléctrica,Mecánico,1.23,0.85,619.29,True
MT000551,20250522,EQ0031,A003,WT1,P3,Sobrecalentamiento,Eléctrico,2.23,1.35,1390.3,True
MT000552,20250223,EQ0018,A005,WT1,P3,Desgaste,Mecánico,2.89,1.79,2451.86,True
MT000553,20250201,EQ0034,A005,WT1,P2,Sobrecalentamiento,Energía,0.83,0.5,754.12,True
MT000554,20250614,EQ0029,A004,WT2,P4,Falla eléctrica,TI/OT,8.68,6.26,4950.33,False
MT000555,20250221,EQ0003,A004,WT1,P1,Calibración,Mecánico,1.86,0.94,764.17,True
MT000556,20250119,EQ0019,A006,WT2,P4,Calibración,Energía,11.38,8.07,3179.64,False
MT000557,20250610,EQ0030,A002,WT1,P3,No aplica,Control,1.14,0.61,514.99,True
MT000558,20250314,EQ0032,A005,WT2,P2,Desgaste,Eléctrico,12.21,10.16,10120.39,False
MT000559,20250510,EQ0030,A002,WT1,P1,Desgaste,Mecánico,2.47,2.05,1003.01,True
MT000560,20250602,EQ0002,A004,WT2,P3,Calibración,Eléctrico,9.47,7.94,4115.35,False
MT000561,20250531,EQ0038,A006,WT2,P4,Desgaste,Control,5.07,3.39,3084.18,False
MT000562,20250303,EQ0018,A005,WT1,P3,Vibración,Eléctrico,3.78,1.84,2595.3,True
MT000563,20250401,EQ0028,A001,WT1,P3,Desgaste,Eléctrico,1.97,1.86,1064.2,True
MT000564,20250419,EQ0006,A005,WT2,P3,No aplica,Eléctrico,4.04,2.68,1574.35,False
MT000565,20250124,EQ0002,A004,WT1,P3,Calibración,Mecánico,2.08,1.84,1382.62,True
MT000566,20250307,EQ0011,A005,WT1,P2,Vibración,Mecánico,2.68,2.27,2081.28,True
MT000567,20250306,EQ0008,A004,WT2,P2,Falla eléctrica,Energía,5.9,2.6,3008.37,False
MT000568,20250213,EQ0003,A004,WT1,P3,Desgaste,Control,2.38,1.21,1765.28,True
MT000569,20250522,EQ0001,A003,WT2,P2,Vibración,TI/OT,3.03,1.49,2322.9,False
MT000570,20250326,EQ0012,A004,WT2,P1,Desgaste,Control,3.55,2.66,730.3,False
MT000571,20250527,EQ0039,A005,WT2,P4,Calibración,TI/OT,7.5,5.91,4815.28,False
MT000572,20250410,EQ0022,A003,WT2,P3,Sobrecalentamiento,Control,5.24,3.28,1810.02,False
MT000573,20250425,EQ0021,A005,WT2,P3,Calibración,TI/OT,8.79,6.04,7195.74,False
MT000574,20250412,EQ0023,A005,WT1,P2,Falla eléctrica,Mecánico,2.95,1.25,861.32,True
MT000575,20250128,EQ0020,A001,WT1,P2,Calibración,Energía,3.53,1.94,669.33,True
MT000576,20250627,EQ0002,A004,WT1,P3,No aplica,Energía,1.92,0.77,1289.55,True
MT000577,20250602,EQ0017,A005,WT1,P3,Desgaste,Eléctrico,6.9,6.5,5173.11,True
MT000578,20250224,EQ0028,A001,WT2,P2,Falla eléctrica,Control,6.3,5.49,3218.52,False
MT000579,20250623,EQ0029,A004,WT1,P3,Desgaste,Mecánico,1.34,1.1,1086.75,True
MT000580,20250626,EQ0036,A002,WT1,P2,No aplica,Energía,2.78,1.37,1801.29,True
MT000581,20250617,EQ0023,A005,WT1,P1,No aplica,Energía,4.08,2.48,2399.16,True
MT000582,20250321,EQ0011,A005,WT1,P3,No aplica,Eléctrico,1.71,1.04,1449.89,True
MT000583,20250525,EQ0018,A005,WT2,P3,Desgaste,TI/OT,9.89,8.14,7293.87,False
MT000584,20250303,EQ0028,A001,WT1,P2,Sobrecalentamiento,TI/OT,2.79,1.25,2381.43,True
MT000585,20250213,EQ0002,A004,WT1,P3,No aplica,TI/OT,1.26,0.62,925.93,True
MT000586,20250601,EQ0033,A003,WT2,P1,Desgaste,TI/OT,2.81,2.14,2535.29,False
MT000587,20250612,EQ0015,A002,WT2,P4,Vibración,Control,1.61,1.36,1132.56,False
MT000588,20250417,EQ0021,A005,WT2,P3,Sobrecalentamiento,Control,5.28,4.67,1875.99,False
MT000589,20250407,EQ0012,A004,WT1,P4,Calibración,Eléctrico,2.34,0.99,1029.42,True
MT000590,20250512,EQ0036,A002,WT2,P2,Calibración,Eléctrico,8.58,8.11,2159.5,False
MT000591,20250505,EQ0032,A005,WT1,P2,No aplica,Control,2.98,2.03,1349.52,True
MT000592,20250509,EQ0021,A005,WT1,P1,Falla eléctrica,TI/OT,1.87,0.95,1440.47,True
MT000593,20250531,EQ0020,A001,WT1,P3,Calibración,Energía,1.0,0.51,292.35,True
MT000594,20250524,EQ0036,A002,WT2,P1,No aplica,Eléctrico,3.3,2.18,2747.39,False
MT000595,20250204,EQ0019,A006,WT1,P2,Vibración,Energía,2.36,2.11,773.39,True
MT000596,20250415,EQ0022,A003,WT1,P1,Sobrecalentamiento,Mecánico,2.02,1.54,1596.32,True
MT000597,20250521,EQ0040,A003,WT1,P1,Falla eléctrica,Eléctrico,5.31,4.13,2850.3,True
MT000598,20250520,EQ0005,A004,WT1,P3,Calibración,Energía,1.5,0.93,889.17,True
MT000599,20250412,EQ0006,A005,WT1,P3,Sobrecalentamiento,Energía,1.04,0.88,720.57,True
MT000600,20250522,EQ0027,A006,WT2,P3,Vibración,Control,4.61,3.98,4276.49,False
MT000601,20250315,EQ0028,A001,WT2,P2,Calibración,Control,4.07,2.17,1659.41,False
MT000602,20250619,EQ0018,A005,WT1,P4,Desgaste,Mecánico,3.0,1.87,1761.36,True
MT000603,20250529,EQ0002,A004,WT2,P2,No aplica,Control,0.18,0.13,55.44,False
MT000604,20250114,EQ0006,A005,WT1,P1,Calibración,TI/OT,5.48,4.16,3709.71,True
MT000605,20250218,EQ0040,A003,WT1,P2,No aplica,Eléctrico,2.09,1.22,1747.99,True
MT000606,20250111,EQ0002,A004,WT1,P3,Sobrecalentamiento,Energía,2.1,1.23,960.54,True
MT000607,20250103,EQ0031,A003,WT1,P3,Sobrecalentamiento,Eléctrico,2.18,1.93,2001.67,True
MT000608,20250115,EQ0039,A005,WT2,P1,No aplica,Energía,10.01,8.9,8211.73,False
MT000609,20250620,EQ0001,A003,WT2,P3,Vibración,Eléctrico,12.85,6.67,12147.49,False
MT000610,20250322,EQ0007,A001,WT1,P2,Falla eléctrica,Mecánico,2.8,1.3,2642.72,True
MT000611,20250124,EQ0018,A005,WT1,P2,Falla eléctrica,Energía,5.69,2.85,2321.82,True
MT000612,20250218,EQ0009,A005,WT2,P4,Calibración,TI/OT,4.92,2.56,4525.84,False
MT000613,20250227,EQ0025,A003,WT1,P1,Desgaste,Energía,0.23,0.14,138.68,True
MT000614,20250515,EQ0025,A003,WT2,P3,Vibración,Control,2.38,1.73,1332.82,False
MT000615,20250618,EQ0029,A004,WT1,P3,No aplica,TI/OT,3.68,3.44,1120.34,True
MT000616,20250220,EQ0021,A005,WT1,P3,Calibración,Energía,0.35,0.16,203.0,True
MT000617,20250301,EQ0021,A005,WT1,P2,No aplica,Energía,2.2,1.41,2067.94,True
MT000618,20250310,EQ0018,A005,WT1,P3,Desgaste,Mecánico,5.86,3.18,4063.81,True
MT000619,20250512,EQ0015,A002,WT1,P4,Calibración,Control,4.7,1.89,1505.88,True
MT000620,20250614,EQ0031,A003,WT1,P2,No aplica,TI/OT,4.77,2.06,1921.31,True
MT000621,20250106,EQ0026,A001,WT2,P3,Calibración,Eléctrico,3.62,3.35,1560.73,False
MT000622,20250124,EQ0011,A005,WT2,P2,Falla eléctrica,Eléctrico,4.96,3.28,2757.51,False
MT000623,20250116,EQ0032,A005,WT1,P1,Vibración,Mecánico,3.09,1.66,2340.53,True
MT000624,20250306,EQ0036,A002,WT2,P3,No aplica,Mecánico,2.39,1.53,2149.67,False
MT000625,20250403,EQ0038,A006,WT1,P4,Desgaste,TI/OT,3.24,2.51,669.37,True
MT000626,20250203,EQ0005,A004,WT1,P3,No aplica,Eléctrico,5.8,4.89,2505.11,True
MT000627,20250205,EQ0027,A006,WT1,P4,Vibración,TI/OT,1.93,1.21,1828.29,True
MT000628,20250117,EQ0024,A006,WT2,P2,No aplica,TI/OT,1.17,0.52,246.75,False
MT000629,20250520,EQ0014,A006,WT1,P3,Sobrecalentamiento,TI/OT,1.81,1.05,1548.02,True
MT000630,20250419,EQ0028,A001,WT1,P3,Falla eléctrica,Control,3.3,2.51,1716.71,True
MT000631,20250610,EQ0022,A003,WT2,P4,Sobrecalentamiento,Control,0.75,0.39,453.23,False
MT000632,20250416,EQ0010,A001,WT1,P4,Desgaste,Mecánico,3.85,2.96,2572.56,True
MT000633,20250521,EQ0009,A005,WT2,P3,Sobrecalentamiento,Energía,2.92,2.17,2571.27,False
MT000634,20250220,EQ0003,A004,WT2,P4,Calibración,Control,19.71,15.09,11446.0,False
MT000635,20250304,EQ0023,A005,WT1,P3,Calibración,TI/OT,1.99,1.33,1040.47,True
MT000636,20250325,EQ0021,A005,WT1,P4,Desgaste,TI/OT,1.52,0.95,552.29,True
MT000637,20250312,EQ0034,A005,WT2,P3,Sobrecalentamiento,Energía,11.94,9.81,10806.8,False
MT000638,20250204,EQ0021,A005,WT2,P2,Desgaste,Energía,6.47,4.24,4348.87,False
MT000639,20250328,EQ0024,A006,WT1,P1,No aplica,Energía,2.33,1.88,1896.51,True
MT000640,20250108,EQ0013,A004,WT1,P2,Falla eléctrica,Eléctrico,4.01,3.73,1228.83,True
MT000641,20250208,EQ0029,A004,WT1,P2,Calibración,Energía,0.8,0.53,413.8,True
MT000642,20250502,EQ0029,A004,WT2,P4,No aplica,Eléctrico,2.16,1.73,1955.28,False
MT000643,20250323,EQ0001,A003,WT1,P3,Sobrecalentamiento,Energía,0.85,0.66,444.33,True
MT000644,20250103,EQ0023,A005,WT1,P3,No aplica,Mecánico,3.82,3.41,986.85,True
MT000645,20250127,EQ0010,A001,WT1,P1,Falla eléctrica,Mecánico,3.34,3.07,2390.77,True
MT000646,20250130,EQ0021,A005,WT2,P3,Sobrecalentamiento,TI/OT,0.77,0.65,544.34,False
MT000647,20250311,EQ0014,A006,WT1,P2,Sobrecalentamiento,Mecánico,2.78,2.57,1570.05,True
MT000648,20250329,EQ0029,A004,WT1,P1,No aplica,Eléctrico,2.73,1.61,760.02,True
MT000649,20250216,EQ0025,A003,WT1,P3,Sobrecalentamiento,TI/OT,2.17,1.85,1996.06,True
MT000650,20250306,EQ0024,A006,WT2,P3,Vibración,Eléctrico,1.71,0.92,318.97,False
MT000651,20250217,EQ0008,A004,WT1,P3,No aplica,Control,2.36,1.28,779.26,True
MT000652,20250425,EQ0034,A005,WT1,P4,No aplica,Energía,0.78,0.46,451.85,True
MT000653,20250417,EQ0040,A003,WT1,P3,Falla eléctrica,Eléctrico,0.42,0.19,231.5,True
MT000654,20250629,EQ0008,A004,WT1,P3,Vibración,Control,2.05,1.05,555.89,True
MT000655,20250604,EQ0028,A001,WT1,P3,Calibración,Energía,0.68,0.47,638.41,True
MT000656,20250529,EQ0024,A006,WT2,P4,Sobrecalentamiento,Eléctrico,12.16,5.69,4365.52,False
MT000657,20250101,EQ0040,A003,WT1,P4,Vibración,Control,0.92,0.59,396.85,True
MT000658,20250415,EQ0037,A005,WT1,P2,No aplica,Energía,2.0,1.04,398.62,True
MT000659,20250214,EQ0017,A005,WT1,P3,Desgaste,Control,4.54,3.34,1177.81,True
MT000660,20250611,EQ0013,A004,WT1,P2,Sobrecalentamiento,Control,1.81,1.13,1554.22,True
MT000661,20250625,EQ0021,A005,WT2,P3,No aplica,Control,14.14,8.91,9626.64,False
MT000662,20250501,EQ0013,A004,WT1,P1,Calibración,Control,1.49,1.11,473.03,True
MT000663,20250628,EQ0032,A005,WT2,P2,Desgaste,Control,13.22,9.58,7508.31,False
MT000664,20250126,EQ0001,A003,WT2,P1,Desgaste,Eléctrico,3.24,2.41,926.06,False
MT000665,20250525,EQ0030,A002,WT2,P2,Falla eléctrica,Eléctrico,10.77,6.91,2404.26,False
MT000666,20250403,EQ0023,A005,WT2,P2,Desgaste,Energía,4.81,3.94,3142.96,False
MT000667,20250129,EQ0011,A005,WT2,P3,Calibración,Control,9.06,5.09,2449.95,False
MT000668,20250107,EQ0036,A002,WT2,P2,Calibración,TI/OT,5.3,3.19,1021.17,False
MT000669,20250115,EQ0017,A005,WT1,P3,Desgaste,Control,0.55,0.47,196.24,True
MT000670,20250204,EQ0033,A003,WT1,P2,Desgaste,Mecánico,2.13,1.98,596.84,True
MT000671,20250101,EQ0013,A004,WT1,P2,Falla eléctrica,Eléctrico,5.18,2.1,4061.67,True
MT000672,20250606,EQ0003,A004,WT1,P3,Desgaste,Mecánico,2.53,2.19,2031.08,True
MT000673,20250129,EQ0015,A002,WT1,P2,No aplica,Eléctrico,0.12,0.09,31.4,True
MT000674,20250609,EQ0011,A005,WT2,P1,Vibración,Eléctrico,4.33,2.52,2805.55,False
MT000675,20250209,EQ0010,A001,WT1,P4,Sobrecalentamiento,Control,1.82,1.28,1168.82,True
MT000676,20250420,EQ0024,A006,WT2,P3,Desgaste,Mecánico,3.55,3.24,2858.03,False
MT000677,20250307,EQ0011,A005,WT1,P2,Falla eléctrica,Control,0.83,0.69,322.95,True
MT000678,20250323,EQ0003,A004,WT1,P1,Calibración,Control,2.57,1.47,1195.88,True
MT000679,20250104,EQ0038,A006,WT2,P2,Falla eléctrica,TI/OT,7.94,6.03,7044.12,False
MT000680,20250430,EQ0006,A005,WT2,P2,Calibración,Eléctrico,11.15,8.91,6185.51,False
MT000681,20250507,EQ0030,A002,WT1,P4,No aplica,Mecánico,0.73,0.3,684.65,True
MT000682,20250403,EQ0029,A004,WT1,P1,Sobrecalentamiento,Energía,0.58,0.36,321.9,True
MT000683,20250217,EQ0034,A005,WT1,P2,Sobrecalentamiento,Eléctrico,1.5,0.9,675.73,True
MT000684,20250301,EQ0010,A001,WT1,P3,Desgaste,Eléctrico,0.97,0.76,225.98,True
MT000685,20250105,EQ0023,A005,WT1,P2,No aplica,TI/OT,4.84,4.4,3694.85,True
MT000686,20250102,EQ0018,A005,WT1,P2,Desgaste,Mecánico,4.87,3.77,4346.84,True
MT000687,20250523,EQ0008,A004,WT1,P3,Sobrecalentamiento,Control,1.84,1.48,677.64,True
MT000688,20250427,EQ0010,A001,WT2,P3,Falla eléctrica,Control,11.08,9.41,8253.61,False
MT000689,20250422,EQ0037,A005,WT1,P2,Vibración,Eléctrico,3.89,2.89,3081.56,True
MT000690,20250507,EQ0010,A001,WT1,P2,Desgaste,Control,2.95,2.21,1608.62,True
MT000691,20250408,EQ0033,A003,WT1,P3,Sobrecalentamiento,Energía,3.48,2.55,2800.83,True
MT000692,20250609,EQ0040,A003,WT1,P1,Sobrecalentamiento,Eléctrico,0.92,0.48,719.82,True
MT000693,20250203,EQ0029,A004,WT1,P2,No aplica,Mecánico,8.25,5.33,3061.7,True
MT000694,20250502,EQ0027,A006,WT1,P3,Desgaste,Mecánico,4.21,2.96,2284.79,True
MT000695,20250407,EQ0022,A003,WT1,P3,Sobrecalentamiento,Eléctrico,1.07,0.57,325.57,True
MT000696,20250616,EQ0035,A003,WT1,P3,No aplica,Energía,3.45,1.62,2402.72,True
MT000697,20250602,EQ0018,A005,WT2,P4,Vibración,Control,5.43,3.23,2909.66,False
MT000698,20250103,EQ0004,A004,WT1,P1,Desgaste,Eléctrico,0.18,0.1,61.86,True
MT000699,20250628,EQ0015,A002,WT2,P4,No aplica,Energía,13.8,12.26,3503.52,False
MT000700,20250212,EQ0031,A003,WT1,P4,Vibración,Eléctrico,0.72,0.4,551.85,True
MT000701,20250525,EQ0001,A003,WT1,P2,Sobrecalentamiento,Control,4.75,2.75,3245.03,True
MT000702,20250112,EQ0015,A002,WT1,P2,Vibración,Mecánico,6.55,5.93,1962.24,True
MT000703,20250211,EQ0020,A001,WT2,P1,Calibración,TI/OT,5.81,2.92,3369.39,False
MT000704,20250507,EQ0007,A001,WT1,P2,Sobrecalentamiento,Mecánico,0.97,0.66,280.91,True
MT000705,20250610,EQ0030,A002,WT2,P3,Calibración,Mecánico,5.27,4.13,4436.7,False
MT000706,20250220,EQ0007,A001,WT2,P2,Vibración,Eléctrico,2.04,1.91,1147.35,False
MT000707,20250602,EQ0028,A001,WT2,P1,Vibración,Mecánico,2.3,1.1,632.85,False
MT000708,20250312,EQ0025,A003,WT2,P3,Sobrecalentamiento,TI/OT,5.77,5.47,2720.46,False
MT000709,20250619,EQ0019,A006,WT2,P4,Falla eléctrica,Control,7.34,3.09,6014.31,False
MT000710,20250404,EQ0016,A005,WT2,P3,Vibración,Energía,7.12,4.62,1795.36,False
MT000711,20250221,EQ0014,A006,WT2,P2,Falla eléctrica,Control,1.76,0.83,850.62,False
MT000712,20250112,EQ0031,A003,WT1,P4,Falla eléctrica,TI/OT,3.07,1.61,2593.42,True
MT000713,20250606,EQ0032,A005,WT1,P2,Vibración,Mecánico,1.53,1.4,747.34,True
MT000714,20250517,EQ0016,A005,WT1,P1,Vibración,TI/OT,3.68,2.33,2831.37,True
MT000715,20250203,EQ0021,A005,WT1,P3,Calibración,Energía,3.51,1.69,1414.38,True
MT000716,20250609,EQ0014,A006,WT2,P2,No aplica,Energía,3.82,2.33,1370.51,False
MT000717,20250614,EQ0001,A003,WT1,P2,No aplica,Control,0.22,0.15,108.14,True
MT000718,20250118,EQ0031,A003,WT1,P4,Calibración,Control,2.14,1.72,1729.56,True
MT000719,20250412,EQ0023,A005,WT1,P3,Falla eléctrica,Mecánico,5.08,3.91,2693.9,True
MT000720,20250519,EQ0025,A003,WT1,P4,No aplica,Energía,0.19,0.08,64.85,True
MT000721,20250523,EQ0007,A001,WT2,P3,Calibración,Energía,9.73,5.32,8036.78,False
MT000722,20250412,EQ0039,A005,WT1,P2,Sobrecalentamiento,Eléctrico,2.92,2.51,935.97,True
MT000723,20250415,EQ0035,A003,WT2,P4,No aplica,Control,3.28,3.02,2135.96,False
MT000724,20250602,EQ0035,A003,WT2,P3,Falla eléctrica,Mecánico,3.77,3.15,2072.96,False
MT000725,20250204,EQ0028,A001,WT1,P2,Sobrecalentamiento,Mecánico,1.08,0.8,382.11,True
MT000726,20250601,EQ0016,A005,WT1,P3,Falla eléctrica,Control,1.29,1.06,796.7,True
MT000727,20250411,EQ0011,A005,WT1,P3,No aplica,TI/OT,2.94,2.42,2599.7,True
MT000728,20250210,EQ0018,A005,WT2,P3,Vibración,Energía,2.36,1.59,1280.22,False
MT000729,20250219,EQ0001,A003,WT2,P3,Desgaste,Energía,3.86,1.9,1078.7,False
MT000730,20250205,EQ0026,A001,WT1,P2,Calibración,Mecánico,2.33,1.84,1341.97,True
MT000731,20250223,EQ0027,A006,WT2,P2,Calibración,Eléctrico,3.96,3.04,1821.84,False
MT000732,20250407,EQ0014,A006,WT1,P3,No aplica,Energía,0.37,0.28,76.93,True
MT000733,20250601,EQ0027,A006,WT2,P3,Desgaste,Mecánico,3.17,1.76,2431.11,False
MT000734,20250507,EQ0013,A004,WT1,P3,Calibración,Control,4.11,3.12,2929.13,True
MT000735,20250522,EQ0009,A005,WT2,P4,Sobrecalentamiento,Control,6.11,4.85,2411.36,False
MT000736,20250215,EQ0013,A004,WT1,P3,Vibración,Energía,3.38,2.9,1796.38,True
MT000737,20250615,EQ0008,A004,WT1,P2,No aplica,Mecánico,2.14,1.37,430.06,True
MT000738,20250510,EQ0003,A004,WT1,P3,Desgaste,TI/OT,4.75,4.13,2351.51,True
MT000739,20250527,EQ0038,A006,WT1,P3,Falla eléctrica,Mecánico,2.57,2.16,2217.12,True
MT000740,20250317,EQ0036,A002,WT2,P3,Sobrecalentamiento,Energía,21.74,14.77,13802.51,False
MT000741,20250328,EQ0014,A006,WT2,P4,Calibración,Energía,3.13,2.69,1172.53,False
MT000742,20250425,EQ0006,A005,WT1,P3,Vibración,Eléctrico,3.01,2.26,1452.24,True
MT000743,20250605,EQ0035,A003,WT2,P4,Calibración,Eléctrico,2.72,1.3,2036.28,False
MT000744,20250416,EQ0003,A004,WT2,P2,Vibración,Control,1.1,0.45,252.78,False
MT000745,20250327,EQ0003,A004,WT1,P4,Desgaste,Mecánico,3.28,1.38,2270.83,True
MT000746,20250203,EQ0027,A006,WT2,P2,Vibración,Energía,1.05,0.93,985.3,False
MT000747,20250102,EQ0030,A002,WT1,P3,Calibración,TI/OT,5.91,3.87,4921.24,True
MT000748,20250308,EQ0019,A006,WT2,P2,Vibración,TI/OT,3.71,2.17,3071.65,False
MT000749,20250624,EQ0002,A004,WT1,P3,Desgaste,Energía,3.43,1.74,2226.44,True
MT000750,20250312,EQ0020,A001,WT1,P2,Vibración,TI/OT,2.79,1.89,2525.25,True
MT000751,20250106,EQ0004,A004,WT2,P2,Desgaste,Energía,4.59,4.27,3796.02,False
MT000752,20250221,EQ0009,A005,WT1,P3,Falla eléctrica,Eléctrico,2.28,1.32,701.49,True
MT000753,20250606,EQ0018,A005,WT1,P3,Falla eléctrica,Energía,2.08,1.29,1076.97,True
MT000754,20250425,EQ0038,A006,WT1,P4,Calibración,Mecánico,4.52,2.47,2154.21,True
MT000755,20250316,EQ0036,A002,WT2,P1,Desgaste,Eléctrico,3.85,2.95,2861.42,False
MT000756,20250618,EQ0014,A006,WT2,P2,Calibración,Mecánico,1.47,1.33,511.52,False
MT000757,20250404,EQ0018,A005,WT2,P2,Falla eléctrica,TI/OT,2.34,2.05,469.96,False
MT000758,20250316,EQ0023,A005,WT1,P3,Vibración,Energía,1.25,1.14,242.83,True
MT000759,20250119,EQ0039,A005,WT1,P4,Desgaste,Mecánico,1.45,0.94,1168.66,True
MT000760,20250516,EQ0003,A004,WT1,P2,Vibración,Mecánico,0.98,0.48,325.32,True
MT000761,20250204,EQ0024,A006,WT2,P3,No aplica,Eléctrico,8.44,5.01,2898.04,False
MT000762,20250401,EQ0016,A005,WT1,P1,No aplica,Control,0.14,0.12,24.98,True
MT000763,20250101,EQ0016,A005,WT2,P3,Vibración,Energía,14.75,8.11,4422.51,False
MT000764,20250306,EQ0019,A006,WT2,P4,Calibración,TI/OT,5.82,4.21,3034.06,False
MT000765,20250321,EQ0037,A005,WT2,P3,No aplica,Mecánico,6.15,2.81,3594.52,False
MT000766,20250113,EQ0032,A005,WT1,P2,Calibración,Mecánico,1.45,0.83,971.33,True
MT000767,20250416,EQ0037,A005,WT1,P3,Desgaste,Control,3.11,2.15,1005.38,True
MT000768,20250208,EQ0002,A004,WT2,P3,Falla eléctrica,Mecánico,20.36,12.08,4647.23,False
MT000769,20250105,EQ0019,A006,WT1,P2,Desgaste,Eléctrico,1.74,1.62,852.45,True
MT000770,20250423,EQ0030,A002,WT2,P1,Vibración,Mecánico,4.57,4.05,1341.09,False
MT000771,20250616,EQ0009,A005,WT1,P4,No aplica,TI/OT,1.62,0.91,1488.97,True
MT000772,20250326,EQ0004,A004,WT2,P3,Vibración,Eléctrico,4.88,2.33,4117.09,False
MT000773,20250404,EQ0019,A006,WT1,P3,Vibración,TI/OT,3.41,2.92,1058.21,True
MT000774,20250131,EQ0037,A005,WT1,P3,Falla eléctrica,Mecánico,3.05,2.53,2606.41,True
MT000775,20250524,EQ0015,A002,WT1,P1,Sobrecalentamiento,Mecánico,1.55,1.42,1445.06,True
MT000776,20250430,EQ0026,A001,WT1,P1,Calibración,Mecánico,2.01,1.22,396.45,True
MT000777,20250516,EQ0030,A002,WT1,P1,No aplica,Eléctrico,1.41,0.63,304.75,True
MT000778,20250625,EQ0033,A003,WT1,P1,Calibración,Energía,3.37,2.89,1716.91,True
MT000779,20250111,EQ0005,A004,WT1,P2,No aplica,Control,1.69,0.97,812.64,True
MT000780,20250218,EQ0005,A004,WT1,P4,Falla eléctrica,Control,1.56,1.12,1427.58,True
MT000781,20250413,EQ0036,A002,WT2,P2,Calibración,Eléctrico,1.49,1.02,543.76,False
MT000782,20250524,EQ0036,A002,WT2,P3,Desgaste,TI/OT,10.09,7.35,5065.89,False
MT000783,20250115,EQ0040,A003,WT1,P1,No aplica,Eléctrico,2.04,0.86,529.39,True
MT000784,20250101,EQ0005,A004,WT2,P4,Vibración,TI/OT,2.01,0.85,980.06,False
MT000785,20250512,EQ0017,A005,WT2,P2,Vibración,Control,0.79,0.38,653.0,False
MT000786,20250423,EQ0039,A005,WT1,P3,Falla eléctrica,Control,2.01,0.85,1282.56,True
MT000787,20250214,EQ0033,A003,WT2,P4,Falla eléctrica,Energía,21.29,14.39,10327.16,False
MT000788,20250227,EQ0008,A004,WT2,P4,Desgaste,Mecánico,18.46,10.93,17045.06,False
MT000789,20250615,EQ0005,A004,WT1,P3,Calibración,Eléctrico,0.84,0.43,745.47,True
MT000790,20250319,EQ0033,A003,WT1,P4,Desgaste,TI/OT,2.82,1.27,2180.97,True
MT000791,20250510,EQ0006,A005,WT1,P4,No aplica,Energía,0.97,0.46,451.79,True
MT000792,20250505,EQ0012,A004,WT1,P3,Sobrecalentamiento,Eléctrico,3.12,2.56,1569.55,True
MT000793,20250124,EQ0029,A004,WT1,P1,No aplica,Control,4.58,3.42,3157.08,True
MT000794,20250105,EQ0015,A002,WT2,P2,No aplica,Energía,26.35,20.94,23278.85,False
MT000795,20250605,EQ0040,A003,WT1,P1,Sobrecalentamiento,Energía,0.68,0.43,417.8,True
MT000796,20250521,EQ0036,A002,WT2,P3,Desgaste,Mecánico,2.62,1.93,706.12,False
MT000797,20250523,EQ0006,A005,WT2,P1,Falla eléctrica,Energía,9.71,5.35,2145.86,False
MT000798,20250126,EQ0018,A005,WT1,P2,Falla eléctrica,Energía,0.92,0.86,386.23,True
MT000799,20250120,EQ0015,A002,WT2,P2,Sobrecalentamiento,Control,5.82,3.92,4292.49,False
MT000800,20250429,EQ0040,A003,WT2,P3,Sobrecalentamiento,Mecánico,5.67,4.41,1898.59,False
MT000801,20250307,EQ0018,A005,WT2,P2,No aplica,Eléctrico,6.53,3.39,5234.85,False
MT000802,20250625,EQ0021,A005,WT1,P3,Sobrecalentamiento,Energía,2.17,0.97,2016.95,True
MT000803,20250131,EQ0026,A001,WT1,P3,Falla eléctrica,TI/OT,2.84,2.33,1012.54,True
MT000804,20250122,EQ0038,A006,WT2,P3,Calibración,Mecánico,1.87,1.71,1084.35,False
MT000805,20250515,EQ0036,A002,WT2,P4,Falla eléctrica,Control,8.96,3.66,1832.3,False
MT000806,20250402,EQ0016,A005,WT2,P2,Vibración,TI/OT,4.33,2.79,2392.57,False
