EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift
EN0004462,20250425,A010,EQ0039,L005,5091.99,465.87,20.48,3699,Día
EN0004463,20250208,A010,EQ0015,L005,4864.42,459.54,20.96,3664,Tarde
EN0004464,20250524,A010,EQ0038,L005,1906.88,189.03,6.41,1884,Día
EN0004465,20250116,A008,EQ0042,L006,1035.87,173.79,10.09,540,Noche
EN0004466,20250321,A005,EQ0013,L016,6480.89,640.37,19.26,1474,Día
EN0004467,20250120,A017,EQ0005,L013,8425.09,1477.43,22.85,3877,Noche
EN0004468,20250629,A004,EQ0011,L009,2619.93,279.0,13.44,2959,Tarde
EN0004469,20250105,A009,EQ0043,L006,6346.21,571.65,20.8,2875,Tarde
EN0004470,20250528,A017,EQ0055,L013,3613.25,355.03,9.49,1515,Tarde
EN0004471,20250419,A004,EQ0051,L009,2978.69,444.62,19.8,361,Noche
EN0004472,20250106,A009,EQ0022,L006,2153.94,264.7,6.8,2578,Tarde
EN0004473,20250119,A004,EQ0049,L009,4089.01,597.58,18.18,2034,Tarde
EN0004474,20250125,A005,EQ0034,L016,7976.62,1111.76,15.61,875,Tarde
EN0004475,20250514,A008,EQ0058,L006,1911.08,256.17,18.29,1659,Día
EN0004476,20250311,A004,EQ0057,L009,4416.74,537.16,20.0,1589,Día
EN0004477,20250306,A004,EQ0010,L009,5217.74,794.02,10.99,2393,Noche
EN0004478,20250508,A004,EQ0019,L009,6813.71,816.43,13.99,3962,Noche
EN0004479,20250627,A005,EQ0001,L016,1677.65,199.39,4.62,478,Día
EN0004480,20250626,A017,EQ0017,L013,1972.1,223.37,19.96,1918,Tarde
EN0004481,20250614,A004,EQ0054,L009,11078.81,1044.7,23.28,190,Día
EN0004482,20250528,A004,EQ0019,L009,9722.83,1466.51,21.05,2832,Noche
EN0004483,20250519,A017,EQ0030,L013,969.61,167.73,7.11,2217,Tarde
EN0004484,20250202,A017,EQ0023,L013,6624.89,789.12,16.44,2010,Noche
EN0004485,20250210,A012,EQ0045,L015,5631.82,922.3,12.28,3118,Día
EN0004486,20250119,A008,EQ0042,L006,3117.29,514.53,20.4,1264,Día
EN0004487,20250103,A005,EQ0029,L016,2984.98,509.42,15.88,2446,Noche
EN0004488,20250409,A004,EQ0010,L009,2435.25,317.46,10.5,3591,Tarde
EN0004489,20250316,A004,EQ0004,L009,7470.26,1214.01,18.52,738,Noche
EN0004490,20250203,A017,EQ0005,L013,4058.23,507.75,11.06,2610,Día
EN0004491,20250426,A017,EQ0041,L013,6513.58,771.39,17.06,673,Noche
EN0004492,20250126,A012,EQ0045,L015,706.34,116.09,7.09,1085,Noche
EN0004493,20250625,A004,EQ0007,L009,6105.31,818.82,14.79,2812,Noche
EN0004494,20250623,A017,EQ0024,L013,3020.95,407.29,18.28,3698,Noche
EN0004495,20250625,A008,EQ0012,L006,1261.8,114.59,14.52,3216,Tarde
EN0004496,20250326,A004,EQ0006,L009,2927.89,376.5,12.98,809,Día
EN0004497,20250520,A010,EQ0015,L005,1528.47,230.33,15.69,1547,Día
EN0004498,20250528,A013,EQ0050,L007,5254.32,852.88,11.61,3278,Noche
EN0004499,20250409,A010,EQ0028,L005,5944.96,1008.74,15.91,3011,Día
EN0004500,20250223,A010,EQ0015,L005,6450.49,985.27,15.98,2218,Noche
EN0004501,20250426,A017,EQ0027,L013,1858.51,179.71,5.74,3070,Noche
EN0004502,20250215,A008,EQ0012,L006,5557.91,776.54,16.04,1239,Tarde
EN0004503,20250614,A004,EQ0048,L009,2120.01,219.96,15.66,2513,Tarde
EN0004504,20250524,A017,EQ0014,L013,582.45,96.97,5.26,581,Noche
EN0004505,20250620,A010,EQ0015,L005,5377.1,568.73,13.97,2603,Día
EN0004506,20250525,A004,EQ0060,L009,2987.46,269.65,22.26,1553,Noche
EN0004507,20250625,A010,EQ0015,L005,5771.69,948.49,11.14,1918,Día
EN0004508,20250524,A004,EQ0053,L009,8267.19,936.94,23.56,4025,Noche
EN0004509,20250508,A004,EQ0004,L009,1778.82,188.27,15.75,1464,Tarde
EN0004510,20250522,A006,EQ0056,L016,1599.76,260.39,16.4,1629,Día
EN0004511,20250209,A004,EQ0010,L009,6476.24,588.04,17.96,3954,Tarde
EN0004512,20250210,A017,EQ0009,L013,5151.93,516.07,10.12,1890,Noche
EN0004513,20250304,A004,EQ0018,L009,2095.6,247.05,9.15,1838,Tarde
EN0004514,20250116,A017,EQ0005,L013,2587.93,350.0,23.37,2072,Tarde
EN0004515,20250525,A004,EQ0048,L009,3866.97,371.01,7.82,3877,Noche
EN0004516,20250307,A012,EQ0045,L015,3368.16,482.69,8.15,1237,Día
EN0004517,20250529,A010,EQ0015,L005,2682.99,324.61,12.33,1399,Tarde
EN0004518,20250109,A010,EQ0028,L005,9728.75,1734.74,21.38,1963,Día
EN0004519,20250105,A017,EQ0008,L013,10883.46,1228.85,21.73,1842,Noche
EN0004520,20250113,A004,EQ0007,L009,4717.22,614.6,13.38,3646,Día
EN0004521,20250308,A005,EQ0016,L016,15408.76,1665.54,20.24,3081,Tarde
EN0004522,20250508,A009,EQ0022,L006,9997.76,1383.78,21.99,1170,Noche
EN0004523,20250531,A005,EQ0029,L016,5008.58,724.66,14.18,2611,Día
EN0004524,20250315,A009,EQ0022,L006,5349.22,923.34,10.66,212,Noche
EN0004525,20250228,A017,EQ0030,L013,2593.99,383.57,6.91,1058,Tarde
EN0004526,20250408,A017,EQ0014,L013,4495.69,520.64,22.86,3205,Tarde
EN0004527,20250415,A017,EQ0024,L013,9146.29,1042.83,21.99,2010,Noche
EN0004528,20250603,A004,EQ0002,L009,2260.56,224.07,5.9,1674,Día
EN0004529,20250624,A004,EQ0007,L009,4327.29,478.91,20.69,1881,Tarde
EN0004530,20250326,A017,EQ0041,L013,622.57,67.77,7.6,2307,Noche
EN0004531,20250601,A004,EQ0052,L009,4546.0,793.71,12.18,326,Tarde
EN0004532,20250427,A017,EQ0023,L013,1929.34,246.29,5.98,873,Noche
EN0004533,20250207,A005,EQ0034,L016,6932.81,964.57,16.99,1160,Noche
EN0004534,20250517,A009,EQ0043,L006,2360.47,277.69,21.66,3397,Noche
EN0004535,20250420,A004,EQ0018,L009,5648.33,804.31,13.26,140,Tarde
EN0004536,20250424,A004,EQ0059,L009,5671.99,657.76,12.81,1261,Noche
EN0004537,20250101,A017,EQ0014,L013,9051.72,1595.36,20.35,699,Día
EN0004538,20250410,A010,EQ0028,L005,939.08,113.2,9.18,3167,Noche
EN0004539,20250117,A004,EQ0048,L009,1294.06,226.15,6.06,1026,Tarde
EN0004540,20250509,A004,EQ0046,L009,8972.72,1057.51,21.91,1662,Noche
EN0004541,20250331,A009,EQ0043,L006,929.07,131.89,4.9,3397,Día
EN0004542,20250419,A017,EQ0040,L013,1951.86,244.26,7.53,1742,Noche
EN0004543,20250208,A010,EQ0039,L005,3120.31,356.04,7.28,2426,Tarde
EN0004544,20250320,A004,EQ0048,L009,1749.75,223.26,4.33,1797,Noche
EN0004545,20250214,A004,EQ0051,L009,6248.27,1025.84,14.49,921,Noche
EN0004546,20250530,A008,EQ0033,L006,4110.7,577.63,10.08,1930,Tarde
EN0004547,20250626,A017,EQ0017,L013,4632.05,586.79,17.22,1336,Día
EN0004548,20250201,A017,EQ0027,L013,6734.77,1209.79,17.45,825,Día
EN0004549,20250604,A017,EQ0041,L013,11174.12,1747.04,21.86,3611,Día
EN0004550,20250126,A010,EQ0039,L005,888.49,126.26,8.47,2913,Día
EN0004551,20250319,A004,EQ0057,L009,2589.52,245.47,12.5,857,Tarde
EN0004552,20250311,A013,EQ0050,L007,1929.84,305.09,6.03,1298,Tarde
EN0004553,20250602,A017,EQ0023,L013,4234.83,671.5,15.18,217,Tarde
EN0004554,20250117,A008,EQ0033,L006,2143.75,205.36,5.13,1995,Día
EN0004555,20250404,A010,EQ0039,L005,2151.18,281.97,7.67,3611,Noche
EN0004556,20250329,A005,EQ0044,L016,10902.44,1515.87,17.93,2851,Día
EN0004557,20250215,A005,EQ0013,L016,2273.71,386.95,21.7,3437,Noche
EN0004558,20250602,A004,EQ0059,L009,959.84,130.02,8.68,164,Tarde
EN0004559,20250310,A017,EQ0023,L013,2925.88,488.94,6.15,3683,Día
EN0004560,20250505,A017,EQ0030,L013,2499.83,392.09,14.62,1822,Noche
EN0004561,20250502,A004,EQ0052,L009,3369.45,568.85,13.77,3546,Día
EN0004562,20250404,A013,EQ0050,L007,1943.2,279.0,11.22,410,Día
EN0004563,20250409,A013,EQ0050,L007,3332.43,389.18,19.79,4009,Día
EN0004564,20250511,A004,EQ0053,L009,11137.15,1074.77,23.65,1817,Día
EN0004565,20250312,A004,EQ0046,L009,4066.61,539.48,10.04,846,Día
EN0004566,20250408,A005,EQ0037,L016,6224.63,712.7,14.14,1736,Día
EN0004567,20250521,A005,EQ0037,L016,3344.58,584.15,6.57,2002,Tarde
EN0004568,20250210,A004,EQ0060,L009,4034.05,602.38,14.02,701,Día
EN0004569,20250314,A017,EQ0027,L013,7799.15,1347.6,18.31,2517,Noche
EN0004570,20250225,A008,EQ0058,L006,1725.5,266.82,15.07,1764,Día
EN0004571,20250501,A006,EQ0031,L016,8395.54,1050.5,20.77,3206,Tarde
EN0004572,20250302,A010,EQ0032,L005,12521.86,2102.19,20.16,2000,Día
EN0004573,20250131,A004,EQ0052,L009,3165.61,344.56,9.09,2103,Día
EN0004574,20250412,A010,EQ0025,L005,4550.79,682.91,20.26,2082,Noche
EN0004575,20250212,A004,EQ0059,L009,5730.44,765.99,13.12,839,Noche
EN0004576,20250107,A004,EQ0011,L009,4986.29,474.93,17.53,3328,Tarde
EN0004577,20250206,A004,EQ0011,L009,1469.62,158.32,16.55,1335,Noche
EN0004578,20250302,A005,EQ0029,L016,2135.45,313.66,12.42,717,Tarde
EN0004579,20250418,A010,EQ0032,L005,3164.52,508.29,19.42,586,Tarde
EN0004580,20250104,A005,EQ0001,L016,3731.42,443.19,15.1,957,Tarde
EN0004581,20250524,A004,EQ0011,L009,2048.2,194.64,13.02,3131,Noche
EN0004582,20250227,A004,EQ0010,L009,1529.17,199.29,7.66,3669,Tarde
EN0004583,20250212,A017,EQ0021,L013,2698.51,440.98,8.05,3796,Noche
EN0004584,20250322,A004,EQ0060,L009,6308.01,1113.0,14.36,3696,Día
EN0004585,20250621,A009,EQ0043,L006,7157.25,1226.45,18.2,315,Noche
EN0004586,20250621,A008,EQ0042,L006,6687.29,935.13,17.98,1168,Noche
EN0004587,20250318,A017,EQ0040,L013,1780.59,285.2,19.29,3651,Día
EN0004588,20250207,A017,EQ0009,L013,6363.41,781.64,21.32,4115,Noche
EN0004589,20250104,A010,EQ0025,L005,2890.37,273.84,11.5,4049,Tarde
EN0004590,20250429,A017,EQ0017,L013,861.74,145.14,6.11,1934,Noche
EN0004591,20250317,A004,EQ0046,L009,2089.76,220.05,22.08,2771,Noche
EN0004592,20250110,A004,EQ0019,L009,963.45,165.63,6.1,3523,Día
EN0004593,20250103,A012,EQ0035,L015,9456.82,1509.81,23.94,3754,Noche
EN0004594,20250505,A012,EQ0045,L015,2342.38,219.06,6.04,2624,Día
EN0004595,20250519,A004,EQ0010,L009,1673.77,243.58,5.27,2225,Día
EN0004596,20250120,A004,EQ0048,L009,2265.82,229.39,7.92,493,Noche
EN0004597,20250307,A017,EQ0014,L013,4360.49,662.33,20.58,2193,Noche
EN0004598,20250306,A017,EQ0040,L013,6085.66,799.03,16.33,1685,Tarde
EN0004599,20250416,A005,EQ0029,L016,2055.27,342.95,19.05,4053,Tarde
EN0004600,20250311,A005,EQ0029,L016,8510.95,1488.77,23.93,1372,Día
EN0004601,20250324,A008,EQ0012,L006,2209.36,266.06,6.81,1659,Día
EN0004602,20250627,A004,EQ0010,L009,4007.08,445.72,14.41,361,Día
EN0004603,20250516,A004,EQ0006,L009,4257.88,609.63,23.39,2517,Tarde
EN0004604,20250224,A004,EQ0046,L009,1848.97,312.52,20.07,3766,Día
EN0004605,20250113,A017,EQ0041,L013,3001.03,431.14,11.38,3530,Noche
EN0004606,20250612,A004,EQ0036,L009,4391.33,432.82,8.59,1644,Tarde
EN0004607,20250430,A010,EQ0015,L005,2371.38,397.97,7.05,1443,Día
EN0004608,20250527,A004,EQ0006,L009,2054.98,311.95,7.9,996,Noche
EN0004609,20250616,A010,EQ0032,L005,3759.77,595.82,22.34,2051,Noche
EN0004610,20250418,A005,EQ0034,L016,6031.81,984.2,18.13,1493,Día
EN0004611,20250310,A008,EQ0012,L006,8471.67,1184.67,17.9,100,Día
EN0004612,20250223,A008,EQ0042,L006,1020.1,118.07,4.6,2544,Tarde
EN0004613,20250619,A010,EQ0032,L005,1344.28,131.15,14.0,3223,Tarde
EN0004614,20250515,A017,EQ0030,L013,2605.28,364.05,7.25,2342,Tarde
EN0004615,20250604,A004,EQ0019,L009,4753.94,475.25,12.95,1193,Tarde
EN0004616,20250317,A008,EQ0012,L006,912.18,128.32,6.08,1791,Noche
EN0004617,20250122,A004,EQ0048,L009,3600.81,443.71,15.34,2194,Noche
EN0004618,20250128,A005,EQ0016,L016,4418.59,779.99,10.47,342,Noche
EN0004619,20250522,A006,EQ0031,L016,1959.75,348.16,14.66,3776,Noche
EN0004620,20250126,A017,EQ0040,L013,8572.79,845.36,21.3,3361,Tarde
EN0004621,20250310,A004,EQ0051,L009,8349.19,1499.39,17.02,3738,Noche
EN0004622,20250525,A004,EQ0010,L009,5073.81,721.41,9.99,3579,Tarde
EN0004623,20250424,A010,EQ0038,L005,7027.4,902.18,17.6,3914,Tarde
EN0004624,20250529,A004,EQ0049,L009,5148.66,696.64,21.5,3428,Día
EN0004625,20250326,A004,EQ0010,L009,2882.13,280.65,8.84,4091,Tarde
EN0004626,20250208,A004,EQ0057,L009,10402.71,1582.81,22.78,3004,Noche
EN0004627,20250101,A013,EQ0050,L007,1243.57,161.32,7.95,4070,Noche
EN0004628,20250309,A008,EQ0058,L006,3756.64,442.11,18.46,3295,Tarde
EN0004629,20250604,A017,EQ0003,L013,2765.25,403.78,22.98,465,Día
EN0004630,20250218,A010,EQ0039,L005,3848.21,610.9,8.35,1191,Día
EN0004631,20250418,A017,EQ0040,L013,4040.91,455.89,12.81,2354,Tarde
EN0004632,20250506,A004,EQ0020,L009,2146.27,304.5,20.81,3541,Noche
EN0004633,20250104,A017,EQ0009,L013,3961.05,432.21,16.94,3055,Día
EN0004634,20250406,A010,EQ0039,L005,6091.55,682.7,23.4,326,Tarde
EN0004635,20250530,A004,EQ0054,L009,3869.44,529.96,8.94,1971,Tarde
EN0004636,20250331,A004,EQ0051,L009,3248.77,451.6,13.28,2185,Día
EN0004637,20250625,A010,EQ0015,L005,2966.69,400.72,18.88,1335,Noche
EN0004638,20250523,A005,EQ0029,L016,3390.73,505.08,7.93,1755,Noche
EN0004639,20250510,A013,EQ0050,L007,5599.58,515.26,15.81,1232,Tarde
EN0004640,20250126,A005,EQ0013,L016,1226.64,123.88,7.72,3136,Tarde
EN0004641,20250127,A004,EQ0020,L009,2121.87,195.66,10.55,1987,Día
EN0004642,20250124,A010,EQ0038,L005,7594.77,1231.5,16.73,357,Día
EN0004643,20250619,A008,EQ0058,L006,3352.75,570.53,21.71,1594,Día
EN0004644,20250423,A017,EQ0041,L013,6061.26,655.73,17.48,1996,Noche
EN0004645,20250105,A004,EQ0036,L009,1404.25,134.36,4.87,3403,Noche
EN0004646,20250128,A012,EQ0035,L015,4081.83,426.1,19.17,3170,Tarde
EN0004647,20250130,A017,EQ0014,L013,3674.37,336.66,9.38,2599,Tarde
EN0004648,20250505,A005,EQ0047,L016,2497.63,368.56,5.91,2742,Tarde
EN0004649,20250613,A005,EQ0013,L016,767.49,89.6,4.25,3868,Noche
EN0004650,20250510,A009,EQ0043,L006,4120.95,737.02,9.42,3300,Día
EN0004651,20250626,A004,EQ0051,L009,4421.03,568.41,11.77,572,Tarde
EN0004652,20250116,A010,EQ0015,L005,2167.06,272.01,5.88,380,Tarde
EN0004653,20250409,A010,EQ0039,L005,7097.68,1226.08,15.38,2728,Tarde
EN0004654,20250225,A004,EQ0049,L009,7624.59,908.2,16.92,814,Tarde
EN0004655,20250330,A017,EQ0040,L013,1755.16,309.75,9.29,245,Noche
EN0004656,20250420,A005,EQ0016,L016,6623.13,610.86,23.83,3026,Noche
EN0004657,20250106,A017,EQ0017,L013,2365.73,236.18,9.11,1264,Noche
EN0004658,20250406,A010,EQ0039,L005,2159.68,351.08,21.02,4142,Noche
EN0004659,20250126,A004,EQ0049,L009,1984.25,267.0,8.3,294,Tarde
EN0004660,20250630,A017,EQ0014,L013,1408.15,214.32,4.79,2603,Tarde
EN0004661,20250228,A004,EQ0011,L009,6130.93,982.41,14.93,3589,Noche
EN0004662,20250125,A005,EQ0047,L016,3481.89,554.57,13.56,1697,Día
EN0004663,20250107,A017,EQ0024,L013,4823.29,729.59,15.82,948,Tarde
EN0004664,20250315,A017,EQ0008,L013,9874.35,1760.29,22.11,2502,Tarde
EN0004665,20250411,A009,EQ0043,L006,3065.09,485.23,9.26,2518,Tarde
EN0004666,20250622,A010,EQ0028,L005,586.87,81.16,5.96,2032,Día
EN0004667,20250510,A004,EQ0011,L009,4078.93,537.63,11.35,4128,Noche
EN0004668,20250529,A010,EQ0025,L005,5320.43,904.38,15.45,2684,Tarde
EN0004669,20250429,A006,EQ0056,L016,4919.83,537.0,16.23,3522,Tarde
EN0004670,20250106,A004,EQ0010,L009,1903.29,235.19,18.33,3879,Tarde
EN0004671,20250506,A004,EQ0004,L009,4018.48,684.95,10.35,3345,Día
EN0004672,20250323,A017,EQ0021,L013,1573.19,221.21,4.46,1431,Noche
EN0004673,20250521,A017,EQ0041,L013,6406.41,677.7,19.62,824,Noche
EN0004674,20250209,A004,EQ0060,L009,2401.77,424.93,7.69,2212,Día
EN0004675,20250114,A017,EQ0023,L013,2061.27,347.39,15.96,2878,Tarde
EN0004676,20250211,A010,EQ0015,L005,6433.53,1053.31,20.56,2707,Noche
EN0004677,20250610,A008,EQ0058,L006,1123.89,140.87,6.25,388,Día
EN0004678,20250627,A010,EQ0028,L005,1932.8,205.63,4.86,593,Día
EN0004679,20250221,A005,EQ0034,L016,2693.92,419.77,7.22,917,Tarde
EN0004680,20250520,A017,EQ0027,L013,1511.59,156.49,4.95,3862,Tarde
EN0004681,20250221,A017,EQ0009,L013,4194.84,463.31,12.18,788,Día
EN0004682,20250614,A004,EQ0036,L009,3553.14,452.08,19.03,3311,Tarde
EN0004683,20250205,A013,EQ0026,L007,839.62,99.02,8.01,3954,Día
EN0004684,20250219,A005,EQ0034,L016,7066.81,986.57,21.44,594,Noche
EN0004685,20250519,A006,EQ0056,L016,4380.01,567.09,10.27,271,Noche
EN0004686,20250228,A004,EQ0057,L009,2772.06,270.6,13.14,1972,Noche
EN0004687,20250102,A009,EQ0022,L006,1074.19,149.23,6.27,1097,Tarde
EN0004688,20250303,A004,EQ0049,L009,3920.17,662.04,10.81,1352,Día
EN0004689,20250214,A008,EQ0033,L006,6971.93,742.64,16.57,3392,Noche
EN0004690,20250530,A010,EQ0032,L005,3333.04,588.52,13.25,3722,Tarde
EN0004691,20250221,A004,EQ0059,L009,7699.68,976.84,18.22,2488,Tarde
EN0004692,20250113,A008,EQ0012,L006,599.44,79.95,5.09,3050,Noche
EN0004693,20250428,A004,EQ0011,L009,4286.24,514.72,19.33,177,Noche
EN0004694,20250219,A008,EQ0042,L006,7893.0,866.45,19.25,2666,Noche
EN0004695,20250511,A010,EQ0025,L005,1673.57,154.26,13.45,3786,Día
EN0004696,20250622,A004,EQ0002,L009,11262.98,1754.05,23.98,2869,Día
EN0004697,20250516,A004,EQ0007,L009,6117.79,744.92,21.42,2733,Noche
EN0004698,20250203,A017,EQ0030,L013,9100.46,1544.2,19.96,2826,Tarde
EN0004699,20250115,A017,EQ0024,L013,7198.9,1021.97,15.51,970,Noche
EN0004700,20250208,A017,EQ0023,L013,2450.19,311.81,6.18,3787,Noche
EN0004701,20250410,A004,EQ0020,L009,8694.3,855.82,20.99,2913,Noche
EN0004702,20250105,A017,EQ0017,L013,1734.57,225.66,4.84,993,Día
EN0004703,20250623,A017,EQ0014,L013,5511.99,542.5,20.78,1559,Día
EN0004704,20250202,A017,EQ0040,L013,5672.71,905.98,13.55,3320,Noche
EN0004705,20250304,A012,EQ0045,L015,1726.78,222.79,14.54,1781,Noche
EN0004706,20250522,A009,EQ0043,L006,2538.82,310.54,7.3,1227,Noche
EN0004707,20250611,A010,EQ0015,L005,1761.26,295.46,17.71,1067,Tarde
EN0004708,20250210,A017,EQ0008,L013,4984.59,845.69,12.97,3912,Tarde
EN0004709,20250205,A004,EQ0004,L009,1036.2,154.69,6.18,983,Noche
EN0004710,20250504,A010,EQ0038,L005,3472.59,576.0,7.69,746,Noche
EN0004711,20250514,A017,EQ0003,L013,883.03,119.06,5.57,3376,Tarde
EN0004712,20250204,A004,EQ0053,L009,2329.26,330.93,6.43,1917,Noche
EN0004713,20250129,A010,EQ0032,L005,3130.57,555.83,20.72,3515,Día
EN0004714,20250623,A010,EQ0038,L005,7526.0,773.59,15.24,498,Día
EN0004715,20250115,A008,EQ0012,L006,1665.21,184.08,14.86,2607,Tarde
EN0004716,20250313,A004,EQ0007,L009,2519.15,255.82,16.08,4080,Noche
EN0004717,20250514,A005,EQ0044,L016,1439.68,226.83,9.72,2580,Día
EN0004718,20250613,A017,EQ0027,L013,743.07,114.05,4.94,3475,Día
EN0004719,20250116,A010,EQ0032,L005,2343.28,416.51,5.05,3034,Noche
EN0004720,20250202,A004,EQ0036,L009,893.85,119.26,5.39,2474,Noche
EN0004721,20250520,A004,EQ0046,L009,2789.05,307.68,20.77,530,Día
EN0004722,20250126,A017,EQ0005,L013,1679.53,156.35,9.88,3460,Tarde
EN0004723,20250413,A017,EQ0030,L013,1646.17,254.36,6.67,3124,Noche
EN0004724,20250617,A004,EQ0051,L009,3789.04,666.99,7.36,3537,Noche
EN0004725,20250109,A005,EQ0001,L016,1425.26,214.16,13.92,3750,Tarde
EN0004726,20250319,A017,EQ0003,L013,2886.21,430.2,8.67,1830,Día
EN0004727,20250430,A004,EQ0052,L009,705.55,108.79,4.6,175,Día
EN0004728,20250217,A005,EQ0047,L016,1345.27,192.5,11.62,3265,Noche
EN0004729,20250228,A004,EQ0057,L009,2216.47,242.72,7.14,2159,Día
EN0004730,20250101,A004,EQ0059,L009,2869.38,513.91,7.82,431,Tarde
EN0004731,20250423,A004,EQ0036,L009,1773.32,258.93,4.08,3696,Día
EN0004732,20250101,A005,EQ0013,L016,1090.86,119.84,12.0,1973,Noche
EN0004733,20250520,A004,EQ0048,L009,5887.34,587.27,14.18,587,Noche
EN0004734,20250609,A004,EQ0051,L009,9415.15,1497.32,18.2,641,Noche
EN0004735,20250331,A009,EQ0043,L006,6232.74,965.67,21.43,1786,Tarde
EN0004736,20250610,A017,EQ0055,L013,1680.36,217.11,7.73,271,Noche
EN0004737,20250312,A004,EQ0053,L009,1164.45,180.78,4.64,3765,Noche
EN0004738,20250606,A004,EQ0020,L009,3583.01,333.16,8.16,4016,Tarde
EN0004739,20250423,A017,EQ0030,L013,9197.06,874.46,18.64,902,Tarde
EN0004740,20250123,A004,EQ0057,L009,3393.17,383.78,20.47,3357,Día
EN0004741,20250513,A005,EQ0016,L016,2805.65,302.35,10.2,459,Noche
EN0004742,20250125,A017,EQ0055,L013,4199.13,700.48,8.2,1901,Tarde
EN0004743,20250211,A009,EQ0043,L006,10583.48,1220.2,23.13,2846,Día
EN0004744,20250401,A005,EQ0001,L016,6772.77,774.24,15.87,1180,Tarde
EN0004745,20250113,A004,EQ0019,L009,1880.56,316.08,5.31,3568,Día
EN0004746,20250204,A004,EQ0051,L009,2077.21,350.37,19.6,3117,Tarde
EN0004747,20250625,A004,EQ0052,L009,7877.83,1054.6,22.16,3927,Tarde
EN0004748,20250207,A004,EQ0046,L009,1386.39,200.2,10.21,3616,Noche
EN0004749,20250615,A005,EQ0044,L016,2116.55,214.06,22.21,3728,Día
EN0004750,20250502,A010,EQ0032,L005,1129.28,114.12,4.27,3284,Día
EN0004751,20250626,A005,EQ0016,L016,4632.03,606.59,11.06,2602,Día
EN0004752,20250115,A008,EQ0058,L006,8619.68,1045.74,16.63,2138,Día
EN0004753,20250221,A004,EQ0036,L009,1069.37,103.7,4.06,815,Día
EN0004754,20250629,A004,EQ0018,L009,5787.0,744.96,16.94,1466,Día
EN0004755,20250601,A008,EQ0058,L006,5181.69,558.71,16.54,405,Tarde
EN0004756,20250317,A004,EQ0060,L009,3426.48,406.05,18.07,1240,Noche
EN0004757,20250117,A017,EQ0009,L013,7339.43,1055.38,15.92,3268,Día
EN0004758,20250428,A017,EQ0017,L013,2213.07,358.94,6.54,1307,Día
EN0004759,20250604,A013,EQ0050,L007,454.32,62.51,5.48,1288,Noche
EN0004760,20250514,A010,EQ0032,L005,2535.17,440.79,8.85,2375,Tarde
EN0004761,20250511,A017,EQ0009,L013,2557.69,378.35,18.41,1850,Día
EN0004762,20250519,A004,EQ0048,L009,4025.67,422.4,19.73,770,Tarde
EN0004763,20250308,A004,EQ0060,L009,1768.83,256.08,15.0,179,Noche
EN0004764,20250501,A017,EQ0009,L013,2186.63,252.06,18.77,2724,Noche
EN0004765,20250527,A017,EQ0024,L013,3661.69,600.34,22.94,827,Tarde
EN0004766,20250103,A005,EQ0037,L016,11570.35,2059.44,23.49,2899,Noche
EN0004767,20250103,A005,EQ0047,L016,2767.93,449.21,8.63,184,Tarde
EN0004768,20250301,A004,EQ0010,L009,4203.86,693.89,9.56,3462,Tarde
EN0004769,20250308,A005,EQ0029,L016,7703.51,1060.08,14.69,2062,Día
EN0004770,20250507,A004,EQ0036,L009,1174.45,162.19,6.76,3416,Noche
EN0004771,20250611,A012,EQ0035,L015,7922.12,733.4,23.95,203,Noche
EN0004772,20250429,A017,EQ0040,L013,4557.66,611.5,8.94,223,Tarde
EN0004773,20250407,A004,EQ0019,L009,2087.95,210.37,7.98,3657,Día
EN0004774,20250206,A004,EQ0060,L009,2335.25,253.94,5.82,3825,Día
EN0004775,20250628,A010,EQ0028,L005,3474.89,506.44,23.32,4033,Día
EN0004776,20250511,A010,EQ0025,L005,1705.02,245.2,5.56,2080,Día
EN0004777,20250312,A009,EQ0022,L006,3734.49,580.11,18.4,734,Día
EN0004778,20250331,A006,EQ0031,L016,5726.3,642.03,16.65,1472,Tarde
EN0004779,20250507,A017,EQ0055,L013,7994.58,756.41,21.94,3463,Noche
EN0004780,20250119,A017,EQ0041,L013,4931.13,802.43,14.15,2414,Noche
EN0004781,20250412,A004,EQ0019,L009,4147.27,513.47,13.38,3571,Tarde
EN0004782,20250117,A010,EQ0028,L005,2089.42,315.46,14.75,507,Día
EN0004783,20250608,A004,EQ0019,L009,7848.32,1353.87,22.64,2969,Día
EN0004784,20250321,A004,EQ0060,L009,3488.64,366.12,10.5,2381,Día
EN0004785,20250418,A008,EQ0033,L006,2634.13,266.29,8.63,450,Tarde
EN0004786,20250331,A017,EQ0014,L013,3904.3,571.45,10.86,1820,Noche
EN0004787,20250624,A010,EQ0028,L005,3512.91,594.71,10.28,2345,Tarde
EN0004788,20250630,A004,EQ0052,L009,9795.15,1018.9,19.54,2918,Día
EN0004789,20250520,A004,EQ0052,L009,1896.82,308.92,17.72,803,Día
EN0004790,20250213,A005,EQ0047,L016,843.93,85.22,4.06,1913,Noche
EN0004791,20250421,A010,EQ0028,L005,4214.43,537.03,14.79,2786,Noche
EN0004792,20250625,A012,EQ0045,L015,9993.35,1321.66,19.25,168,Tarde
EN0004793,20250614,A017,EQ0041,L013,3574.4,563.01,9.65,148,Tarde
EN0004794,20250429,A017,EQ0009,L013,2038.62,364.19,5.07,665,Día
