CostID,DateKey,ProjectID,AreaID,EquipmentID,CostCategory,BudgetAmount,ActualAmount,CommittedAmount,VendorType,_SourceFile,_ExportedAt,_LegacyRowNumber,UnusedERPColumn
CO001359,20250305,PR0029,A005,EQ0029,Contratista,38856.54,54855.01,8704.49,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1359,legacy-cost-center
CO001360,20250627,PR0049,A006,EQ0014,Contratista,7378.44,7039.62,4747.44,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1360,legacy-cost-center
CO001361,20250220,PR0073,A002,EQ0018,Mano de obra,23610.59,15366.03,16805.39,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1361,legacy-cost-center
CO001362,20250211,PR0040,A003,EQ0021,Servicios,27999.76,19656.61,19825.89,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1362,legacy-cost-center
CO001363,20250425,PR0031,A003,EQ0029,Materiales,8489.84,6627.66,4432.29,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1363,legacy-cost-center
CO001364,20250114,PR0001,A003,EQ0005,Repuestos,33360.59,33419.21,17980.99,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1364,legacy-cost-center
CO001365,20250302,PR0056,A003,EQ0012,Contratista,33185.64,23893.83,34002.57,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1365,legacy-cost-center
CO001366,20250202,PR0014,A005,EQ0013,Repuestos,61603.99,84393.82,39580.86,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1366,legacy-cost-center
CO001367,20250310,PR0004,A001,EQ0023,Energía,25554.14,23533.87,13331.7,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1367,legacy-cost-center
CO001368,20250226,PR0008,A006,EQ0033,Contratista,13085.75,15088.1,6723.96,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1368,legacy-cost-center
CO001369,20250228,PR0065,A006,EQ0007,Energía,20749.27,19988.2,11712.46,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1369,legacy-cost-center
CO001370,20250120,PR0009,A004,EQ0006,Servicios,6410.87,6586.36,2695.36,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1370,legacy-cost-center
CO001371,20250315,PR0060,A002,EQ0013,Energía,42594.07,52121.36,22156.19,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1371,legacy-cost-center
CO001372,20250503,PR0039,A001,EQ0006,Repuestos,63135.62,70924.39,46040.44,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1372,legacy-cost-center
CO001373,20250419,PR0077,A001,EQ0003,Materiales,47680.18,35016.32,27662.74,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1373,legacy-cost-center
CO001374,20250208,PR0018,A005,EQ0018,Mano de obra,7799.28,11515.35,5644.65,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1374,legacy-cost-center
CO001375,20250509,PR0069,A006,EQ0024,Energía,36089.75,26479.75,34534.07,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1375,legacy-cost-center
CO001376,20250611,PR0052,A004,EQ0010,Contratista,40258.85,34601.28,38663.99,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1376,legacy-cost-center
CO001377,20250319,PR0002,A002,EQ0006,Repuestos,12835.88,13944.52,14030.03,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1377,legacy-cost-center
CO001378,20250623,PR0064,A006,EQ0020,Energía,36922.3,40899.76,31534.4,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1378,legacy-cost-center
CO001379,20250425,PR0005,A002,EQ0001,Materiales,14746.79,16673.11,7024.56,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1379,legacy-cost-center
CO001380,20250401,PR0021,A002,EQ0005,Mano de obra,33377.24,30503.47,9489.78,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1380,legacy-cost-center
CO001381,20250114,PR0074,A006,EQ0002,Servicios,50955.46,36893.4,37882.36,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1381,legacy-cost-center
CO001382,20250428,PR0052,A004,EQ0005,Mano de obra,45141.02,45037.08,40461.75,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1382,legacy-cost-center
CO001383,20250312,PR0018,A005,EQ0017,Mano de obra,19743.84,26006.88,21351.42,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1383,legacy-cost-center
CO001384,20250625,PR0014,A005,EQ0016,Mano de obra,52673.72,59630.89,29698.21,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1384,legacy-cost-center
CO001385,20250226,PR0041,A003,EQ0017,Contratista,44001.92,42629.78,35057.6,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1385,legacy-cost-center
CO001386,20250214,PR0063,A001,EQ0007,Energía,12070.15,7829.23,12909.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1386,legacy-cost-center
CO001387,20250129,PR0019,A003,EQ0006,Repuestos,69049.7,66990.97,22339.5,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1387,legacy-cost-center
CO001388,20250212,PR0047,A003,EQ0009,Mano de obra,5221.39,3452.81,3847.57,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1388,legacy-cost-center
CO001389,20250319,PR0014,A005,EQ0012,Repuestos,43281.14,66582.97,46488.07,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1389,legacy-cost-center
CO001390,20250105,PR0018,A005,EQ0032,Energía,20108.24,25418.16,20728.49,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1390,legacy-cost-center
CO001391,20250110,PR0010,A003,EQ0031,Energía,8619.06,8208.52,2971.99,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1391,legacy-cost-center
CO001392,20250523,PR0045,A003,EQ0011,Contratista,8756.47,9512.86,3600.1,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1392,legacy-cost-center
CO001393,20250603,PR0052,A004,EQ0028,Mano de obra,43591.52,40678.95,22961.82,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1393,legacy-cost-center
CO001394,20250630,PR0027,A006,EQ0015,Repuestos,5795.27,5660.42,3942.39,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1394,legacy-cost-center
CO001395,20250313,PR0012,A006,EQ0019,Repuestos,62150.05,50063.96,48254.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1395,legacy-cost-center
CO001396,20250305,PR0056,A003,EQ0016,Servicios,30095.91,29403.62,23584.35,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1396,legacy-cost-center
CO001397,20250427,PR0030,A004,EQ0038,Contratista,33130.45,35869.1,17802.06,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1397,legacy-cost-center
CO001398,20250506,PR0020,A003,EQ0033,Materiales,30307.98,27758.25,18708.73,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1398,legacy-cost-center
CO001399,20250410,PR0054,A001,EQ0014,Servicios,54384.1,53446.14,18251.2,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1399,legacy-cost-center
CO001400,20250506,PR0026,A001,EQ0024,Servicios,41640.15,37552.33,12666.64,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1400,legacy-cost-center
CO001401,20250225,PR0018,A005,EQ0003,Mano de obra,3768.48,5066.71,1999.97,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1401,legacy-cost-center
CO001402,20250629,PR0041,A003,EQ0011,Repuestos,12373.02,14453.27,12686.21,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1402,legacy-cost-center
CO001403,20250209,PR0072,A001,EQ0020,Servicios,27117.18,29477.27,15045.49,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1403,legacy-cost-center
CO001404,20250406,PR0080,A006,EQ0033,Servicios,47343.39,54709.39,21890.82,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1404,legacy-cost-center
CO001405,20250509,PR0065,A006,EQ0030,Energía,42211.32,39252.07,11759.7,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1405,legacy-cost-center
CO001406,20250620,PR0032,A003,EQ0020,Mano de obra,55366.03,67494.94,19517.38,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1406,legacy-cost-center
CO001407,20250503,PR0042,A005,EQ0007,Mano de obra,7307.16,9263.41,1915.19,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1407,legacy-cost-center
CO001408,20250619,PR0041,A003,EQ0022,Contratista,10067.76,12650.2,3125.72,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1408,legacy-cost-center
CO001409,20250620,PR0002,A002,EQ0006,Materiales,8713.35,10932.07,5523.66,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1409,legacy-cost-center
CO001410,20250224,PR0005,A002,EQ0029,Mano de obra,5776.74,5209.38,3306.09,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1410,legacy-cost-center
CO001411,20250417,PR0026,A001,EQ0032,Contratista,54716.29,35421.94,30511.54,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1411,legacy-cost-center
CO001412,20250225,PR0012,A006,EQ0013,Servicios,24095.62,24519.84,9869.07,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1412,legacy-cost-center
CO001413,20250310,PR0003,A006,EQ0029,Servicios,2404.33,2183.3,1472.29,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1413,legacy-cost-center
CO001414,20250527,PR0047,A003,EQ0014,Contratista,23789.34,14051.17,20802.65,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1414,legacy-cost-center
CO001415,20250621,PR0050,A002,EQ0037,Energía,16512.68,73157.36,16217.09,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1415,legacy-cost-center
CO001416,20250410,PR0001,A003,EQ0033,Repuestos,32645.07,38403.93,12173.02,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1416,legacy-cost-center
CO001417,20250413,PR0064,A006,EQ0004,Mano de obra,54836.79,66047.72,20945.12,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1417,legacy-cost-center
CO001418,20250520,PR0063,A001,EQ0027,Energía,51206.92,64195.56,44452.65,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1418,legacy-cost-center
CO001419,20250113,PR0076,A001,EQ0010,Materiales,12217.33,15439.93,7957.21,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1419,legacy-cost-center
CO001420,20250316,PR0049,A006,EQ0029,Servicios,20409.44,22174.78,8363.93,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1420,legacy-cost-center
CO001421,20250307,PR0038,A006,EQ0033,Energía,4996.22,6082.16,2092.9,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1421,legacy-cost-center
CO001422,20250302,PR0064,A006,EQ0004,Energía,55445.79,57097.44,11104.81,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1422,legacy-cost-center
CO001423,20250522,PR0066,A003,EQ0006,Energía,62446.74,63607.4,62049.44,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1423,legacy-cost-center
CO001424,20250413,PR0059,A003,EQ0005,Repuestos,47003.18,41325.86,18580.87,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1424,legacy-cost-center
CO001425,20250123,PR0013,A006,EQ0007,Mano de obra,61722.23,64433.72,55237.16,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1425,legacy-cost-center
CO001426,20250317,PR0005,A002,EQ0014,Materiales,66515.05,56472.92,21053.82,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1426,legacy-cost-center
CO001427,20250308,PR0078,A004,EQ0034,Materiales,49957.31,55668.84,33074.82,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1427,legacy-cost-center
CO001428,20250324,PR0048,A006,EQ0034,Energía,10428.89,9343.19,9500.33,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1428,legacy-cost-center
CO001429,20250618,PR0072,A001,EQ0027,Contratista,17135.78,12404.24,6744.22,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1429,legacy-cost-center
CO001430,20250418,PR0004,A001,EQ0020,Servicios,29978.59,28880.19,8522.7,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1430,legacy-cost-center
CO001431,20250525,PR0037,A005,EQ0001,Contratista,50926.02,63523.75,43385.64,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1431,legacy-cost-center
CO001432,20250513,PR0042,A005,EQ0018,Energía,65045.61,82212.07,15921.85,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1432,legacy-cost-center
CO001433,20250411,PR0068,A004,EQ0003,Mano de obra,36069.97,38335.52,32226.77,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1433,legacy-cost-center
CO001434,20250303,PR0063,A001,EQ0013,Contratista,51988.24,53482.07,32025.18,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1434,legacy-cost-center
CO001435,20250410,PR0001,A003,EQ0037,Materiales,4477.55,4696.17,1921.55,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1435,legacy-cost-center
CO001436,20250409,PR0064,A006,EQ0027,Servicios,20892.54,21756.18,22685.38,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1436,legacy-cost-center
CO001437,20250104,PR0064,A006,EQ0039,Materiales,11529.89,71864.84,4531.25,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1437,legacy-cost-center
CO001438,20250621,PR0048,A006,EQ0022,Materiales,2899.36,3132.44,1242.66,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1438,legacy-cost-center
CO001439,20250201,PR0002,A002,EQ0024,Repuestos,58582.2,67168.76,49412.95,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1439,legacy-cost-center
CO001440,20250206,PR0052,A004,EQ0017,Mano de obra,35029.42,41512.08,30790.92,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1440,legacy-cost-center
CO001441,20250119,PR0051,A002,EQ0011,Repuestos,20431.28,22437.08,7912.71,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1441,legacy-cost-center
CO001442,20250318,PR0066,A003,EQ0017,Energía,24804.21,23569.45,10550.17,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1442,legacy-cost-center
CO001443,20250120,PR0011,A005,EQ0007,Repuestos,47419.22,52287.07,40992.77,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1443,legacy-cost-center
CO001444,20250619,PR0010,A003,EQ0004,Contratista,20696.67,16181.65,17806.63,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1444,legacy-cost-center
CO001445,20250227,PR0063,A001,EQ0012,Contratista,23759.99,27370.33,11643.26,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1445,legacy-cost-center
CO001446,20250407,PR0067,A002,EQ0040,Materiales,63447.05,71363.84,43564.06,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1446,legacy-cost-center
CO001447,20250116,PR0020,A003,EQ0026,Servicios,2850.44,2736.73,2189.06,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1447,legacy-cost-center
CO001448,20250214,PR0029,A005,EQ0014,Servicios,65808.44,72705.41,52134.7,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1448,legacy-cost-center
CO001449,20250529,PR0006,A005,EQ0011,Materiales,7112.43,10112.14,7343.11,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1449,legacy-cost-center
CO001450,20250615,PR0034,A003,EQ0010,Energía,37022.43,35609.97,38367.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1450,legacy-cost-center
CO001451,20250424,PR0001,A003,EQ0017,Materiales,24562.88,26803.77,8322.71,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1451,legacy-cost-center
CO001452,20250404,PR0022,A005,EQ0017,Servicios,49937.95,59903.13,23884.12,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1452,legacy-cost-center
CO001453,20250111,PR0013,A006,EQ0014,Energía,54274.56,51835.18,56232.28,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1453,legacy-cost-center
CO001454,20250117,PR0029,A005,EQ0005,Energía,31190.25,47575.26,26012.37,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1454,legacy-cost-center
CO001455,20250305,PR0001,A003,EQ0015,Servicios,37692.02,41942.99,31924.83,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1455,legacy-cost-center
CO001456,20250113,PR0016,A004,EQ0019,Mano de obra,8962.74,8455.21,7376.24,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1456,legacy-cost-center
CO001457,20250531,PR0056,A003,EQ0021,Energía,1011.5,1011.7,318.58,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1457,legacy-cost-center
CO001458,20250116,PR0022,A005,EQ0037,Repuestos,44908.24,50263.88,8989.26,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1458,legacy-cost-center
CO001459,20250621,PR0005,A002,EQ0014,Repuestos,69328.63,61513.59,34149.74,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1459,legacy-cost-center
CO001460,20250212,PR0024,A004,EQ0032,Servicios,15990.02,17779.26,6480.79,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1460,legacy-cost-center
CO001461,20250125,PR0071,A002,EQ0016,Servicios,19741.2,20513.98,20451.52,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1461,legacy-cost-center
CO001462,20250113,PR0019,A003,EQ0032,Servicios,22816.83,21306.93,14731.95,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1462,legacy-cost-center
CO001463,20250628,PR0040,A003,EQ0034,Contratista,6488.94,5382.38,2081.93,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1463,legacy-cost-center
CO001464,20250624,PR0017,A003,EQ0013,Energía,32532.26,36158.84,8661.44,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1464,legacy-cost-center
CO001465,20250627,PR0070,A001,EQ0026,Energía,34623.32,27228.89,35419.78,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1465,legacy-cost-center
CO001466,20250613,PR0007,A001,EQ0004,Servicios,60596.48,34232.28,37213.05,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1466,legacy-cost-center
CO001467,20250124,PR0051,A002,EQ0035,Materiales,17471.67,21463.23,12375.33,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1467,legacy-cost-center
CO001468,20250521,PR0054,A001,EQ0023,Mano de obra,65144.65,67198.59,19183.28,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1468,legacy-cost-center
CO001469,20250315,PR0036,A002,EQ0021,Contratista,62281.92,44653.55,36107.72,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1469,legacy-cost-center
CO001470,20250412,PR0057,A002,EQ0007,Servicios,66379.76,68800.41,45180.27,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1470,legacy-cost-center
CO001471,20250131,PR0054,A001,EQ0029,Energía,64525.04,75196.45,33822.68,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1471,legacy-cost-center
CO001472,20250110,PR0065,A006,EQ0011,Servicios,30817.69,26310.14,14857.84,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1472,legacy-cost-center
CO001473,20250421,PR0071,A002,EQ0024,Materiales,61915.37,58760.52,30757.12,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1473,legacy-cost-center
CO001474,20250222,PR0047,A003,EQ0006,Materiales,60796.32,69581.93,61806.13,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1474,legacy-cost-center
CO001475,20250519,PR0018,A005,EQ0023,Contratista,16445.65,25003.71,12811.53,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1475,legacy-cost-center
CO001476,20250408,PR0017,A003,EQ0011,Repuestos,68930.86,81337.53,63375.35,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1476,legacy-cost-center
CO001477,20250507,PR0064,A006,EQ0016,Energía,9022.96,8124.07,2174.78,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1477,legacy-cost-center
CO001478,20250503,PR0072,A001,EQ0034,Mano de obra,18980.02,18577.47,17091.05,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1478,legacy-cost-center
CO001479,20250306,PR0077,A001,EQ0035,Servicios,12670.78,12045.87,5841.21,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1479,legacy-cost-center
CO001480,20250521,PR0080,A006,EQ0010,Mano de obra,66102.44,46651.35,33591.47,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1480,legacy-cost-center
CO001481,20250111,PR0009,A004,EQ0005,Contratista,26155.06,27780.01,8522.66,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1481,legacy-cost-center
CO001482,20250608,PR0048,A006,EQ0011,Contratista,3794.54,3721.96,2299.2,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1482,legacy-cost-center
CO001483,20250128,PR0038,A006,EQ0035,Servicios,66780.31,63266.32,61450.99,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1483,legacy-cost-center
CO001484,20250412,PR0044,A006,EQ0014,Mano de obra,33851.19,40027.06,13054.35,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1484,legacy-cost-center
CO001485,20250331,PR0023,A001,EQ0016,Contratista,17589.0,14713.12,6516.68,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1485,legacy-cost-center
CO001486,20250518,PR0010,A003,EQ0009,Contratista,57888.62,37100.86,27780.67,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1486,legacy-cost-center
CO001487,20250219,PR0042,A005,EQ0023,Servicios,4616.04,6087.64,3944.09,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1487,legacy-cost-center
CO001488,20250306,PR0036,A002,EQ0006,Repuestos,26941.63,24104.09,17272.47,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1488,legacy-cost-center
CO001489,20250107,PR0010,A003,EQ0005,Mano de obra,22011.0,25378.77,6307.56,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1489,legacy-cost-center
CO001490,20250130,PR0049,A006,EQ0036,Servicios,3083.24,3218.39,2690.25,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1490,legacy-cost-center
CO001491,20250530,PR0061,A005,EQ0003,Repuestos,57761.02,73572.52,35523.61,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1491,legacy-cost-center
CO001492,20250613,PR0077,A001,EQ0012,Mano de obra,48751.2,59869.5,41224.09,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1492,legacy-cost-center
CO001493,20250327,PR0050,A002,EQ0033,Mano de obra,33031.72,42981.53,30898.78,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1493,legacy-cost-center
CO001494,20250313,PR0005,A002,EQ0037,Energía,60990.96,70639.42,33215.48,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1494,legacy-cost-center
CO001495,20250604,PR0039,A001,EQ0039,Materiales,18198.87,15984.46,6115.18,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1495,legacy-cost-center
CO001496,20250312,PR0005,A002,EQ0008,Energía,61970.41,48895.22,66704.47,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1496,legacy-cost-center
CO001497,20250220,PR0029,A005,EQ0028,Materiales,27671.29,37859.88,20598.88,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1497,legacy-cost-center
CO001498,20250610,PR0068,A004,EQ0026,Energía,16990.88,17243.37,9213.8,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1498,legacy-cost-center
CO001499,20250414,PR0024,A004,EQ0014,Repuestos,55786.1,53643.97,54758.77,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1499,legacy-cost-center
CO001500,20250412,PR0039,A001,EQ0008,Energía,29298.24,38563.99,13756.14,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1500,legacy-cost-center
CO001501,20250311,PR0007,A001,EQ0019,Energía,10801.56,10371.66,2817.23,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1501,legacy-cost-center
CO001502,20250425,PR0016,A004,EQ0004,Repuestos,13870.33,14736.06,12732.76,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1502,legacy-cost-center
CO001503,20250320,PR0020,A003,EQ0013,Contratista,49890.0,61306.22,40700.12,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1503,legacy-cost-center
CO001504,20250504,PR0010,A003,EQ0012,Servicios,57646.01,67458.49,37896.24,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1504,legacy-cost-center
CO001505,20250430,PR0061,A005,EQ0007,Materiales,68987.64,77076.9,46907.28,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1505,legacy-cost-center
CO001506,20250202,PR0063,A001,EQ0010,Materiales,5143.15,5241.0,5609.5,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1506,legacy-cost-center
CO001507,20250302,PR0046,A006,EQ0022,Energía,42809.52,67382.27,39916.65,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1507,legacy-cost-center
CO001508,20250123,PR0066,A003,EQ0039,Servicios,9055.19,7199.36,9048.35,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1508,legacy-cost-center
CO001509,20250618,PR0054,A001,EQ0009,Materiales,21114.04,18696.38,17266.04,Proveedor local,project_fact_costos_export.csv,2026-06-23T00:00:00,1509,legacy-cost-center
CO001510,20250203,PR0010,A003,EQ0012,Materiales,31277.89,28488.41,34157.22,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1510,legacy-cost-center
CO001511,20250517,PR0015,A001,EQ0014,Mano de obra,66588.07,58796.27,27717.55,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1511,legacy-cost-center
CO001512,20250525,PR0044,A006,EQ0012,Materiales,19657.14,14643.46,9317.43,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1512,legacy-cost-center
CO001513,20250507,PR0062,A006,EQ0037,Servicios,9651.06,11045.07,9426.89,Proveedor internacional,project_fact_costos_export.csv,2026-06-23T00:00:00,1513,legacy-cost-center
CO001514,20250612,PR0056,A003,EQ0009,Repuestos,21857.59,18810.16,14311.38,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1514,legacy-cost-center
CO001515,20250307,PR0062,A006,EQ0027,Repuestos,7744.49,6242.67,2485.38,Contratista,project_fact_costos_export.csv,2026-06-23T00:00:00,1515,legacy-cost-center
CO001516,20250217,PR0066,A003,EQ0012,Materiales,55552.01,51955.9,16138.65,Interno,project_fact_costos_export.csv,2026-06-23T00:00:00,1516,legacy-cost-center
