IncidentID,DateKey,AreaID,EquipmentID,LocationID,Severity,IncidentType,CorrectiveActionStatus,DaysOpen,LostTimeFlag,RiskCategory,_SourceFile,_ExportedAt,_LegacyRowNumber
IN00363,20250223,A002,EQ0015,L002,Baja,Casi accidente,En progreso,83,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,363
IN00364,20250603,A003,EQ0033,L006,Baja,Lesión menor,En progreso,41,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,364
IN00365,20250629,A004,EQ0002,L007,Baja,Daño equipo,Abierta,15,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,365
IN00366,20250622,A002,EQ0036,L002,Baja,Condición insegura,En progreso,6,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,366
IN00367,20250225,A006,EQ0027,L007,Alta,Casi accidente,Abierta,28,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,367
IN00368,20250210,A004,EQ0004,L007,Baja,Ambiental,En progreso,36,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,368
IN00369,20250108,A004,EQ0005,L007,Baja,Daño equipo,En progreso,28,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,369
IN00370,20250119,A001,EQ0010,L003,Baja,Daño equipo,En progreso,25,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,370
IN00371,20250307,A006,EQ0027,L007,Alta,Ambiental,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,371
IN00372,20250503,A003,EQ0033,L006,Baja,Casi accidente,Abierta,27,True,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,372
IN00373,20250411,A004,EQ0012,L007,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,373
IN00374,20250511,A005,EQ0018,L006,Alta,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,374
IN00375,20250320,A003,EQ0022,L006,Alta,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,375
IN00376,20250511,A006,EQ0024,L007,Media,Daño equipo,En progreso,8,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,376
IN00377,20250620,A001,EQ0010,L003,Media,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,377
IN00378,20250302,A004,EQ0013,L007,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,378
IN00379,20250110,A004,EQ0008,L007,Alta,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,379
IN00380,20250529,A006,EQ0038,L007,Baja,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,380
IN00381,20250618,A004,EQ0008,L007,Baja,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,381
IN00382,20250605,A002,EQ0030,L002,Media,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,382
IN00383,20250507,A003,EQ0035,L006,Baja,Daño equipo,Abierta,75,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,383
IN00384,20250115,A005,EQ0009,L006,Baja,Lesión menor,En progreso,48,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,384
IN00385,20250406,A006,EQ0024,L007,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,385
IN00386,20250118,A005,EQ0018,L006,Media,Daño equipo,En progreso,51,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,386
IN00387,20250131,A005,EQ0006,L006,Media,Lesión menor,En progreso,89,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,387
IN00388,20250606,A002,EQ0030,L002,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,388
IN00389,20250110,A004,EQ0004,L007,Baja,Casi accidente,En progreso,87,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,389
IN00390,20250627,A004,EQ0004,L007,Baja,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,390
IN00391,20250228,A005,EQ0039,L006,Baja,Ambiental,En progreso,3,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,391
IN00392,20250423,A005,EQ0017,L006,Alta,Casi accidente,Abierta,5,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,392
IN00393,20250421,A004,EQ0005,L007,Media,Ambiental,En progreso,41,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,393
IN00394,20250416,A005,EQ0018,L006,Baja,Condición insegura,En progreso,49,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,394
IN00395,20250127,A005,EQ0018,L006,Baja,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,395
IN00396,20250406,A003,EQ0001,L006,Baja,Lesión menor,Abierta,9,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,396
IN00397,20250313,A003,EQ0001,L006,Baja,Casi accidente,En progreso,19,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,397
IN00398,20250110,A006,EQ0024,L007,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,398
IN00399,20250311,A005,EQ0039,L006,Media,Daño equipo,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,399
IN00400,20250305,A003,EQ0022,L006,Baja,Condición insegura,Abierta,63,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,400
IN00401,20250331,A003,EQ0035,L006,Baja,Lesión menor,En progreso,8,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,401
IN00402,20250130,A004,EQ0003,L007,Baja,Condición insegura,En progreso,84,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,402
IN00403,20250621,A005,EQ0011,L006,Baja,Ambiental,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,403
IN00404,20250521,A005,EQ0032,L006,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,404
IN00405,20250322,A002,EQ0015,L002,Baja,Casi accidente,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,405
IN00406,20250430,A004,EQ0012,L007,Media,Lesión menor,En progreso,22,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,406
IN00407,20250324,A003,EQ0033,L006,Alta,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,407
IN00408,20250510,A003,EQ0031,L006,Baja,Condición insegura,Abierta,66,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,408
IN00409,20250214,A004,EQ0012,L007,Baja,Ambiental,En progreso,39,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,409
IN00410,20250222,A006,EQ0019,L007,Alta,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,410
IN00411,20250408,A006,EQ0038,L007,Media,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,411
IN00412,20250415,A006,EQ0014,L007,Media,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,412
IN00413,20250514,A005,EQ0039,L006,Media,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,413
IN00414,20250223,A003,EQ0040,L006,Baja,Daño equipo,En progreso,11,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,414
IN00415,20250308,A001,EQ0026,L003,Media,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,415
IN00416,20250323,A001,EQ0010,L003,Media,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,416
IN00417,20250101,A005,EQ0039,L006,Alta,Daño equipo,En progreso,15,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,417
IN00418,20250317,A003,EQ0025,L006,Media,Ambiental,En progreso,52,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,418
IN00419,20250130,A005,EQ0016,L006,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,419
IN00420,20250609,A005,EQ0018,L006,Baja,Condición insegura,En progreso,32,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,420
IN00421,20250422,A006,EQ0024,L007,Media,Casi accidente,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,421
IN00422,20250610,A006,EQ0024,L007,Baja,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,422
IN00423,20250523,A002,EQ0036,L002,Baja,Ambiental,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,423
IN00424,20250504,A004,EQ0002,L007,Media,Daño equipo,En progreso,37,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,424
IN00425,20250528,A003,EQ0031,L006,Media,Daño equipo,Abierta,52,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,425
IN00426,20250117,A003,EQ0035,L006,Baja,Casi accidente,Abierta,79,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,426
IN00427,20250614,A003,EQ0035,L006,Media,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,427
IN00428,20250315,A005,EQ0037,L006,Media,Casi accidente,Abierta,66,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,428
IN00429,20250406,A006,EQ0014,L007,Baja,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,429
IN00430,20250426,A002,EQ0015,L002,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,430
IN00431,20250410,A005,EQ0037,L006,Baja,Daño equipo,En progreso,3,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,431
IN00432,20250630,A003,EQ0033,L006,Media,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,432
IN00433,20250619,A004,EQ0004,L007,Baja,Casi accidente,En progreso,21,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,433
IN00434,20250217,A005,EQ0016,L006,Baja,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,434
IN00435,20250204,A004,EQ0013,L007,Alta,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,435
IN00436,20250622,A001,EQ0010,L003,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,436
IN00437,20250420,A004,EQ0029,L007,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,437
IN00438,20250114,A003,EQ0040,L006,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,438
IN00439,20250511,A005,EQ0032,L006,Media,Casi accidente,Cerrada,0,True,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,439
IN00440,20250409,A006,EQ0038,L007,Media,Casi accidente,Abierta,57,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,440
IN00441,20250125,A002,EQ0015,L002,Alta,Lesión menor,Abierta,42,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,441
IN00442,20250108,A003,EQ0035,L006,Media,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,442
IN00443,20250127,A004,EQ0005,L007,Baja,Condición insegura,En progreso,69,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,443
IN00444,20250610,A001,EQ0028,L003,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,444
IN00445,20250526,A001,EQ0010,L003,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,445
IN00446,20250129,A002,EQ0030,L002,Media,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,446
IN00447,20250323,A003,EQ0035,L006,Alta,Lesión menor,Abierta,78,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,447
IN00448,20250330,A006,EQ0027,L007,Baja,Ambiental,Cerrada,0,True,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,448
IN00449,20250427,A006,EQ0027,L007,Baja,Lesión menor,Abierta,53,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,449
IN00450,20250116,A006,EQ0027,L007,Alta,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,450
IN00451,20250131,A004,EQ0005,L007,Baja,Condición insegura,Abierta,77,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,451
IN00452,20250320,A004,EQ0029,L007,Media,Ambiental,Abierta,76,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,452
IN00453,20250122,A004,EQ0005,L007,Alta,Lesión menor,Abierta,22,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,453
IN00454,20250420,A003,EQ0035,L006,Baja,Casi accidente,Abierta,43,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,454
IN00455,20250125,A004,EQ0029,L007,Alta,Casi accidente,En progreso,76,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,455
IN00456,20250616,A001,EQ0028,L003,Media,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,456
IN00457,20250205,A002,EQ0015,L002,Media,Daño equipo,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,457
IN00458,20250209,A005,EQ0009,L006,Baja,Daño equipo,En progreso,30,True,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,458
IN00459,20250425,A004,EQ0003,L007,Baja,Casi accidente,Abierta,40,True,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,459
IN00460,20250102,A004,EQ0004,L007,Media,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,460
IN00461,20250524,A005,EQ0017,L006,Baja,Ambiental,En progreso,89,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,461
IN00462,20250327,A003,EQ0025,L006,Baja,Ambiental,Abierta,84,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,462
IN00463,20250301,A006,EQ0019,L007,Alta,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,463
IN00464,20250413,A004,EQ0002,L007,Baja,Ambiental,En progreso,11,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,464
IN00465,20250208,A004,EQ0005,L007,Baja,Ambiental,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,465
IN00466,20250606,A004,EQ0012,L007,Baja,Daño equipo,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,466
IN00467,20250324,A002,EQ0015,L002,Media,Condición insegura,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,467
IN00468,20250520,A002,EQ0036,L002,Baja,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,468
IN00469,20250111,A005,EQ0032,L006,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,469
IN00470,20250407,A005,EQ0009,L006,Media,Ambiental,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,470
IN00471,20250601,A005,EQ0017,L006,Baja,Lesión menor,En progreso,64,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,471
IN00472,20250213,A006,EQ0027,L007,Baja,Lesión menor,En progreso,17,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,472
IN00473,20250527,A006,EQ0014,L007,Media,Daño equipo,En progreso,37,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,473
IN00474,20250408,A002,EQ0015,L002,Media,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,474
IN00475,20250509,A005,EQ0021,L006,Alta,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,475
IN00476,20250614,A005,EQ0006,L006,Media,Condición insegura,Cerrada,0,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,476
IN00477,20250331,A003,EQ0040,L006,Baja,Condición insegura,Abierta,55,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,477
IN00478,20250410,A006,EQ0027,L007,Baja,Daño equipo,En progreso,29,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,478
IN00479,20250401,A003,EQ0033,L006,Media,Lesión menor,Abierta,35,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,479
IN00480,20250614,A004,EQ0003,L007,Baja,Casi accidente,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,480
IN00481,20250415,A001,EQ0026,L003,Media,Lesión menor,En progreso,45,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,481
IN00482,20250401,A003,EQ0001,L006,Media,Ambiental,Abierta,54,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,482
IN00483,20250225,A006,EQ0027,L007,Baja,Condición insegura,En progreso,35,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,483
IN00484,20250103,A002,EQ0036,L002,Baja,Condición insegura,Cerrada,0,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,484
IN00485,20250626,A005,EQ0006,L006,Media,Casi accidente,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,485
IN00486,20250618,A005,EQ0037,L006,Media,Ambiental,Abierta,72,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,486
IN00487,20250131,A002,EQ0030,L002,Baja,Ambiental,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,487
IN00488,20250506,A004,EQ0029,L007,Alta,Lesión menor,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,488
IN00489,20250620,A004,EQ0029,L007,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,489
IN00490,20250625,A004,EQ0013,L007,Media,Lesión menor,En progreso,20,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,490
IN00491,20250103,A005,EQ0016,L006,Media,Daño equipo,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,491
IN00492,20250412,A005,EQ0023,L006,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,492
IN00493,20250306,A004,EQ0008,L007,Baja,Condición insegura,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,493
IN00494,20250221,A003,EQ0033,L006,Media,Lesión menor,Abierta,63,False,Seguridad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,494
IN00495,20250502,A001,EQ0026,L003,Baja,Lesión menor,Cerrada,0,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,495
IN00496,20250320,A004,EQ0013,L007,Media,Lesión menor,Cerrada,0,False,Ambiente,project_fact_incidentes_export.csv,2026-06-23T00:00:00,496
IN00497,20250218,A006,EQ0038,L007,Media,Condición insegura,Cerrada,0,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,497
IN00498,20250120,A001,EQ0007,L003,Baja,Lesión menor,Abierta,79,True,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,498
IN00499,20250111,A005,EQ0009,L006,Alta,Ambiental,En progreso,4,False,Operación,project_fact_incidentes_export.csv,2026-06-23T00:00:00,499
IN00500,20250215,A004,EQ0005,L007,Baja,Daño equipo,En progreso,11,False,Calidad,project_fact_incidentes_export.csv,2026-06-23T00:00:00,500
