ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours,_SourceFile,_ExportedAt,_LegacyRowNumber
PD001690,20250630,A010,R009,L017,Tarde,3063,2659,7.03,5.13,1.89,project_fact_productividad_export.csv,2026-06-23T00:00:00,1690
PD001691,20250120,A013,R018,L005,Noche,170,149,8.05,6.54,1.51,project_fact_productividad_export.csv,2026-06-23T00:00:00,1691
PD001692,20250601,A017,R002,L012,Día,145,133,6.3,5.62,0.68,project_fact_productividad_export.csv,2026-06-23T00:00:00,1692
PD001693,20250405,A002,R027,L007,Noche,81,71,8.7,7.67,1.04,project_fact_productividad_export.csv,2026-06-23T00:00:00,1693
PD001694,20250624,A003,R007,L012,Noche,6124,5758,8.7,7.14,1.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,1694
PD001695,20250220,A011,R026,L011,Noche,247,228,9.95,8.63,1.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,1695
PD001696,20250217,A001,R003,L002,Día,2200,2615,8.09,5.56,2.53,project_fact_productividad_export.csv,2026-06-23T00:00:00,1696
PD001697,20250209,A002,R005,L017,Día,191,175,9.42,8.46,0.96,project_fact_productividad_export.csv,2026-06-23T00:00:00,1697
PD001698,20250129,A001,R026,L016,Tarde,2860,2061,10.54,8.78,1.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,1698
PD001699,20250409,A016,R014,L010,Día,148,154,9.92,8.58,1.34,project_fact_productividad_export.csv,2026-06-23T00:00:00,1699
PD001700,20250409,A002,R004,L008,Noche,74,64,8.56,7.76,0.81,project_fact_productividad_export.csv,2026-06-23T00:00:00,1700
PD001701,20250323,A008,R023,L014,Día,3045,2854,10.45,7.68,2.77,project_fact_productividad_export.csv,2026-06-23T00:00:00,1701
PD001702,20250418,A008,R001,L011,Tarde,3309,3416,7.2,6.52,0.68,project_fact_productividad_export.csv,2026-06-23T00:00:00,1702
PD001703,20250303,A006,R024,L005,Día,3559,3656,9.56,7.99,1.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,1703
PD001704,20250110,A004,R006,L012,Tarde,3102,3807,11.27,8.48,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,1704
PD001705,20250405,A010,R008,L001,Día,3852,2866,8.67,7.7,0.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,1705
PD001706,20250329,A010,R008,L013,Noche,3510,2336,11.38,9.03,2.35,project_fact_productividad_export.csv,2026-06-23T00:00:00,1706
PD001707,20250221,A006,R004,L015,Noche,2015,1766,7.59,5.79,1.8,project_fact_productividad_export.csv,2026-06-23T00:00:00,1707
PD001708,20250314,A010,R020,L007,Día,2948,1870,6.56,3.83,2.73,project_fact_productividad_export.csv,2026-06-23T00:00:00,1708
PD001709,20250627,A007,R014,L004,Tarde,711,479,7.04,4.07,2.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,1709
PD001710,20250124,A012,R005,L013,Noche,143,119,9.1,6.65,2.45,project_fact_productividad_export.csv,2026-06-23T00:00:00,1710
PD001711,20250307,A005,R017,L009,Noche,3557,3087,6.19,5.01,1.18,project_fact_productividad_export.csv,2026-06-23T00:00:00,1711
PD001712,20250405,A016,R026,L017,Día,82,74,10.98,8.43,2.55,project_fact_productividad_export.csv,2026-06-23T00:00:00,1712
PD001713,20250329,A005,R006,L011,Día,3859,4027,10.99,7.87,3.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,1713
PD001714,20250226,A007,R002,L015,Tarde,3809,3351,6.62,4.32,2.3,project_fact_productividad_export.csv,2026-06-23T00:00:00,1714
PD001715,20250216,A016,R013,L010,Día,39,40,9.97,7.56,2.42,project_fact_productividad_export.csv,2026-06-23T00:00:00,1715
PD001716,20250101,A015,R017,L002,Tarde,130,119,9.56,7.03,2.52,project_fact_productividad_export.csv,2026-06-23T00:00:00,1716
PD001717,20250513,A016,R015,L014,Tarde,189,185,8.59,6.02,2.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,1717
PD001718,20250111,A011,R003,L017,Noche,220,187,7.51,5.86,1.64,project_fact_productividad_export.csv,2026-06-23T00:00:00,1718
PD001719,20250318,A007,R012,L003,Día,2304,1944,7.45,4.29,3.15,project_fact_productividad_export.csv,2026-06-23T00:00:00,1719
PD001720,20250427,A016,R014,L010,Tarde,189,174,7.81,6.11,1.7,project_fact_productividad_export.csv,2026-06-23T00:00:00,1720
PD001721,20250228,A011,R018,L006,Día,20,23,10.19,7.2,3.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,1721
PD001722,20250525,A005,R004,L003,Tarde,730,706,11.98,8.49,3.5,project_fact_productividad_export.csv,2026-06-23T00:00:00,1722
PD001723,20250119,A005,R008,L015,Noche,2357,2532,9.5,8.1,1.4,project_fact_productividad_export.csv,2026-06-23T00:00:00,1723
PD001724,20250517,A017,R008,L008,Tarde,25,27,6.55,5.93,0.63,project_fact_productividad_export.csv,2026-06-23T00:00:00,1724
PD001725,20250116,A016,R030,L011,Noche,108,102,8.05,6.84,1.22,project_fact_productividad_export.csv,2026-06-23T00:00:00,1725
PD001726,20250425,A009,R006,L004,Tarde,3572,3039,8.93,6.16,2.77,project_fact_productividad_export.csv,2026-06-23T00:00:00,1726
PD001727,20250101,A016,R015,L001,Día,68,68,11.01,9.61,1.4,project_fact_productividad_export.csv,2026-06-23T00:00:00,1727
PD001728,20250114,A011,R023,L008,Día,257,196,11.76,8.08,3.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,1728
PD001729,20250317,A014,R024,L009,Día,43,37,10.75,8.62,2.13,project_fact_productividad_export.csv,2026-06-23T00:00:00,1729
PD001730,20250314,A015,R030,L015,Noche,86,69,6.41,4.76,1.65,project_fact_productividad_export.csv,2026-06-23T00:00:00,1730
PD001731,20250220,A015,R016,L017,Tarde,90,101,6.34,4.8,1.54,project_fact_productividad_export.csv,2026-06-23T00:00:00,1731
PD001732,20250315,A017,R005,L008,Día,180,180,9.86,8.68,1.18,project_fact_productividad_export.csv,2026-06-23T00:00:00,1732
PD001733,20250325,A002,R010,L007,Tarde,168,154,11.64,8.21,3.43,project_fact_productividad_export.csv,2026-06-23T00:00:00,1733
PD001734,20250430,A009,R022,L001,Tarde,2735,2228,10.67,8.04,2.64,project_fact_productividad_export.csv,2026-06-23T00:00:00,1734
PD001735,20250617,A013,R029,L001,Tarde,212,213,10.97,9.47,1.49,project_fact_productividad_export.csv,2026-06-23T00:00:00,1735
PD001736,20250411,A004,R014,L017,Noche,7948,7246,8.81,6.29,2.52,project_fact_productividad_export.csv,2026-06-23T00:00:00,1736
PD001737,20250307,A003,R027,L014,Día,3488,3225,10.81,7.6,3.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,1737
PD001738,20250508,A017,R012,L013,Día,146,150,8.69,6.48,2.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,1738
PD001739,20250425,A002,R022,L007,Día,100,116,6.29,5.38,0.91,project_fact_productividad_export.csv,2026-06-23T00:00:00,1739
PD001740,20250426,A012,R016,L007,Tarde,147,120,11.57,9.23,2.34,project_fact_productividad_export.csv,2026-06-23T00:00:00,1740
PD001741,20250127,A013,R009,L014,Día,167,164,6.35,5.16,1.19,project_fact_productividad_export.csv,2026-06-23T00:00:00,1741
PD001742,20250304,A005,R024,L010,Noche,2784,2715,10.41,9.21,1.2,project_fact_productividad_export.csv,2026-06-23T00:00:00,1742
PD001743,20250609,A016,R003,L001,Día,50,50,11.36,10.22,1.15,project_fact_productividad_export.csv,2026-06-23T00:00:00,1743
PD001744,20250319,A009,R003,L001,Noche,4065,3042,6.19,5.42,0.77,project_fact_productividad_export.csv,2026-06-23T00:00:00,1744
PD001745,20250403,A016,R018,L013,Tarde,159,157,6.21,5.09,1.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,1745
PD001746,20250426,A009,R011,L017,Día,1027,765,8.41,7.06,1.35,project_fact_productividad_export.csv,2026-06-23T00:00:00,1746
PD001747,20250616,A010,R006,L017,Tarde,2555,1847,8.01,6.02,2.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,1747
PD001748,20250108,A008,R007,L011,Día,950,902,7.32,5.65,1.68,project_fact_productividad_export.csv,2026-06-23T00:00:00,1748
PD001749,20250315,A010,R010,L003,Día,2453,1795,9.16,6.05,3.11,project_fact_productividad_export.csv,2026-06-23T00:00:00,1749
PD001750,20250405,A012,R029,L003,Noche,172,160,10.01,8.47,1.54,project_fact_productividad_export.csv,2026-06-23T00:00:00,1750
PD001751,20250531,A015,R020,L011,Tarde,239,210,8.23,7.07,1.16,project_fact_productividad_export.csv,2026-06-23T00:00:00,1751
PD001752,20250214,A009,R005,L011,Tarde,3114,2161,8.35,6.48,1.87,project_fact_productividad_export.csv,2026-06-23T00:00:00,1752
PD001753,20250322,A001,R004,L014,Día,2791,3002,11.54,8.55,2.99,project_fact_productividad_export.csv,2026-06-23T00:00:00,1753
PD001754,20250210,A012,R021,L010,Día,36,34,8.64,6.88,1.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,1754
PD001755,20250109,A010,R010,L010,Tarde,3011,2278,7.6,4.96,2.64,project_fact_productividad_export.csv,2026-06-23T00:00:00,1755
PD001756,20250422,A006,R029,L002,Tarde,2035,1704,6.28,4.94,1.34,project_fact_productividad_export.csv,2026-06-23T00:00:00,1756
PD001757,20250602,A009,R006,L005,Tarde,1383,1061,10.54,8.92,1.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,1757
PD001758,20250616,A003,R017,L002,Tarde,4112,3850,6.7,5.49,1.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,1758
PD001759,20250508,A014,R024,L010,Tarde,123,125,10.7,9.09,1.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,1759
PD001760,20250420,A011,R019,L001,Noche,235,248,6.47,5.83,0.65,project_fact_productividad_export.csv,2026-06-23T00:00:00,1760
PD001761,20250502,A010,R026,L014,Día,3710,2689,9.75,7.29,2.46,project_fact_productividad_export.csv,2026-06-23T00:00:00,1761
PD001762,20250520,A017,R018,L010,Tarde,186,209,11.16,9.49,1.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,1762
PD001763,20250304,A013,R018,L013,Tarde,193,199,8.36,6.04,2.31,project_fact_productividad_export.csv,2026-06-23T00:00:00,1763
PD001764,20250307,A003,R016,L007,Noche,6190,6127,9.04,8.19,0.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,1764
PD001765,20250108,A013,R018,L007,Día,117,105,8.49,7.17,1.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,1765
PD001766,20250502,A006,R016,L012,Día,948,970,9.78,8.17,1.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,1766
PD001767,20250201,A007,R003,L006,Día,3529,3537,11.75,8.52,3.23,project_fact_productividad_export.csv,2026-06-23T00:00:00,1767
PD001768,20250113,A011,R013,L015,Tarde,156,130,8.63,7.63,1.0,project_fact_productividad_export.csv,2026-06-23T00:00:00,1768
PD001769,20250620,A015,R006,L011,Día,239,256,9.02,6.31,2.71,project_fact_productividad_export.csv,2026-06-23T00:00:00,1769
PD001770,20250405,A017,R011,L002,Día,105,91,7.2,5.58,1.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,1770
PD001771,20250421,A010,R005,L005,Día,3942,3605,9.47,7.76,1.71,project_fact_productividad_export.csv,2026-06-23T00:00:00,1771
PD001772,20250205,A013,R014,L011,Día,128,127,9.16,7.57,1.59,project_fact_productividad_export.csv,2026-06-23T00:00:00,1772
PD001773,20250504,A011,R029,L008,Tarde,31,28,6.84,4.94,1.9,project_fact_productividad_export.csv,2026-06-23T00:00:00,1773
PD001774,20250323,A014,R012,L002,Tarde,156,170,11.81,8.47,3.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,1774
PD001775,20250124,A008,R023,L017,Día,2562,2678,10.18,7.13,3.05,project_fact_productividad_export.csv,2026-06-23T00:00:00,1775
PD001776,20250305,A015,R011,L012,Tarde,155,98,7.32,6.18,1.14,project_fact_productividad_export.csv,2026-06-23T00:00:00,1776
PD001777,20250511,A003,R021,L007,Tarde,5355,4257,10.11,8.07,2.03,project_fact_productividad_export.csv,2026-06-23T00:00:00,1777
PD001778,20250404,A004,R020,L017,Noche,7382,6627,9.26,6.81,2.44,project_fact_productividad_export.csv,2026-06-23T00:00:00,1778
PD001779,20250528,A017,R003,L001,Tarde,84,66,9.44,6.68,2.75,project_fact_productividad_export.csv,2026-06-23T00:00:00,1779
PD001780,20250624,A003,R023,L003,Tarde,4408,5058,9.39,7.56,1.83,project_fact_productividad_export.csv,2026-06-23T00:00:00,1780
PD001781,20250331,A008,R014,L001,Tarde,3441,3619,11.97,10.91,1.06,project_fact_productividad_export.csv,2026-06-23T00:00:00,1781
PD001782,20250326,A016,R012,L005,Noche,257,270,9.06,7.21,1.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,1782
PD001783,20250618,A012,R001,L006,Noche,44,30,10.78,8.5,2.28,project_fact_productividad_export.csv,2026-06-23T00:00:00,1783
PD001784,20250103,A001,R008,L010,Noche,5936,5987,11.06,8.4,2.66,project_fact_productividad_export.csv,2026-06-23T00:00:00,1784
PD001785,20250224,A012,R005,L002,Tarde,241,244,7.44,5.83,1.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,1785
PD001786,20250522,A012,R011,L016,Noche,50,50,10.64,7.98,2.66,project_fact_productividad_export.csv,2026-06-23T00:00:00,1786
PD001787,20250614,A017,R002,L012,Noche,32,36,11.23,8.2,3.03,project_fact_productividad_export.csv,2026-06-23T00:00:00,1787
PD001788,20250212,A016,R019,L008,Día,68,61,7.28,6.69,0.59,project_fact_productividad_export.csv,2026-06-23T00:00:00,1788
PD001789,20250523,A006,R015,L004,Noche,3615,3365,11.23,8.31,2.92,project_fact_productividad_export.csv,2026-06-23T00:00:00,1789
PD001790,20250511,A013,R008,L014,Tarde,168,154,8.15,6.89,1.26,project_fact_productividad_export.csv,2026-06-23T00:00:00,1790
PD001791,20250228,A004,R007,L007,Tarde,4588,4968,7.49,5.94,1.55,project_fact_productividad_export.csv,2026-06-23T00:00:00,1791
PD001792,20250408,A005,R026,L003,Tarde,3763,3433,9.34,6.77,2.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,1792
PD001793,20250505,A010,R024,L011,Tarde,2034,1936,7.65,6.02,1.63,project_fact_productividad_export.csv,2026-06-23T00:00:00,1793
PD001794,20250112,A010,R001,L014,Noche,2945,1959,6.37,4.87,1.5,project_fact_productividad_export.csv,2026-06-23T00:00:00,1794
PD001795,20250316,A003,R019,L004,Tarde,6482,5517,6.71,6.13,0.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,1795
PD001796,20250323,A011,R030,L012,Tarde,168,144,11.31,10.21,1.1,project_fact_productividad_export.csv,2026-06-23T00:00:00,1796
PD001797,20250109,A012,R006,L004,Noche,184,133,11.24,10.17,1.08,project_fact_productividad_export.csv,2026-06-23T00:00:00,1797
PD001798,20250414,A016,R007,L005,Tarde,57,52,9.15,6.96,2.19,project_fact_productividad_export.csv,2026-06-23T00:00:00,1798
PD001799,20250226,A013,R022,L007,Día,97,96,11.49,8.24,3.25,project_fact_productividad_export.csv,2026-06-23T00:00:00,1799
PD001800,20250606,A001,R030,L003,Día,5669,5106,6.23,5.22,1.02,project_fact_productividad_export.csv,2026-06-23T00:00:00,1800
PD001801,20250207,A008,R023,L016,Tarde,939,761,11.86,8.81,3.05,project_fact_productividad_export.csv,2026-06-23T00:00:00,1801
PD001802,20250411,A004,R010,L003,Tarde,5917,5825,9.31,7.24,2.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,1802
PD001803,20250114,A014,R005,L010,Tarde,85,89,6.83,4.67,2.16,project_fact_productividad_export.csv,2026-06-23T00:00:00,1803
PD001804,20250129,A017,R021,L013,Tarde,188,192,10.29,7.46,2.83,project_fact_productividad_export.csv,2026-06-23T00:00:00,1804
PD001805,20250614,A008,R026,L012,Noche,1567,1532,9.63,8.56,1.08,project_fact_productividad_export.csv,2026-06-23T00:00:00,1805
PD001806,20250509,A004,R001,L014,Noche,2408,2366,11.53,8.74,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,1806
PD001807,20250307,A001,R008,L002,Día,4862,4847,8.58,6.2,2.38,project_fact_productividad_export.csv,2026-06-23T00:00:00,1807
PD001808,20250215,A008,R016,L001,Tarde,1021,1034,9.23,7.92,1.31,project_fact_productividad_export.csv,2026-06-23T00:00:00,1808
PD001809,20250314,A003,R022,L004,Noche,2813,2582,10.1,8.99,1.11,project_fact_productividad_export.csv,2026-06-23T00:00:00,1809
PD001810,20250127,A016,R020,L013,Noche,134,134,6.89,6.19,0.71,project_fact_productividad_export.csv,2026-06-23T00:00:00,1810
PD001811,20250103,A007,R020,L011,Noche,4061,3332,10.32,5.86,4.45,project_fact_productividad_export.csv,2026-06-23T00:00:00,1811
PD001812,20250422,A006,R016,L002,Tarde,1759,1923,11.84,10.66,1.18,project_fact_productividad_export.csv,2026-06-23T00:00:00,1812
PD001813,20250321,A003,R008,L002,Tarde,2287,2236,11.57,10.5,1.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,1813
PD001814,20250518,A009,R008,L008,Noche,1885,952,7.77,5.1,2.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,1814
PD001815,20250220,A017,R014,L010,Tarde,49,54,10.3,8.54,1.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,1815
PD001816,20250216,A010,R015,L017,Día,676,462,8.8,6.3,2.51,project_fact_productividad_export.csv,2026-06-23T00:00:00,1816
PD001817,20250318,A013,R030,L012,Noche,222,208,6.55,4.71,1.84,project_fact_productividad_export.csv,2026-06-23T00:00:00,1817
PD001818,20250205,A016,R002,L010,Día,166,178,9.0,7.04,1.95,project_fact_productividad_export.csv,2026-06-23T00:00:00,1818
PD001819,20250605,A005,R015,L006,Tarde,1673,1871,10.26,7.45,2.81,project_fact_productividad_export.csv,2026-06-23T00:00:00,1819
PD001820,20250203,A002,R027,L017,Tarde,144,163,6.99,4.76,2.23,project_fact_productividad_export.csv,2026-06-23T00:00:00,1820
PD001821,20250204,A001,R015,L010,Día,8311,9547,7.94,6.69,1.25,project_fact_productividad_export.csv,2026-06-23T00:00:00,1821
PD001822,20250622,A005,R020,L004,Día,1500,1556,11.45,8.02,3.43,project_fact_productividad_export.csv,2026-06-23T00:00:00,1822
PD001823,20250128,A011,R029,L017,Noche,54,52,7.73,5.46,2.27,project_fact_productividad_export.csv,2026-06-23T00:00:00,1823
PD001824,20250626,A016,R029,L001,Tarde,96,84,9.7,6.91,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,1824
PD001825,20250604,A014,R024,L017,Día,146,135,9.46,8.2,1.26,project_fact_productividad_export.csv,2026-06-23T00:00:00,1825
PD001826,20250605,A013,R002,L005,Noche,174,168,10.03,7.29,2.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,1826
PD001827,20250208,A016,R013,L009,Tarde,89,88,7.72,5.9,1.82,project_fact_productividad_export.csv,2026-06-23T00:00:00,1827
PD001828,20250609,A002,R023,L003,Día,55,43,10.21,8.54,1.67,project_fact_productividad_export.csv,2026-06-23T00:00:00,1828
PD001829,20250416,A005,R028,L014,Día,1649,1384,10.79,8.19,2.61,project_fact_productividad_export.csv,2026-06-23T00:00:00,1829
PD001830,20250324,A017,R005,L010,Tarde,190,153,11.87,9.43,2.44,project_fact_productividad_export.csv,2026-06-23T00:00:00,1830
PD001831,20250216,A002,R012,L016,Tarde,115,120,7.84,7.15,0.69,project_fact_productividad_export.csv,2026-06-23T00:00:00,1831
PD001832,20250308,A010,R024,L003,Noche,2493,1819,9.5,6.43,3.07,project_fact_productividad_export.csv,2026-06-23T00:00:00,1832
PD001833,20250126,A016,R008,L012,Noche,105,82,9.03,7.3,1.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,1833
PD001834,20250227,A001,R025,L013,Día,5616,4819,7.38,5.54,1.85,project_fact_productividad_export.csv,2026-06-23T00:00:00,1834
PD001835,20250101,A005,R019,L007,Tarde,1003,1024,10.73,9.52,1.21,project_fact_productividad_export.csv,2026-06-23T00:00:00,1835
PD001836,20250510,A014,R001,L012,Día,30,25,10.29,7.01,3.29,project_fact_productividad_export.csv,2026-06-23T00:00:00,1836
PD001837,20250216,A007,R020,L003,Noche,1578,1369,10.77,8.47,2.3,project_fact_productividad_export.csv,2026-06-23T00:00:00,1837
PD001838,20250506,A009,R029,L001,Día,1369,1313,6.5,3.94,2.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,1838
PD001839,20250327,A009,R002,L012,Día,2791,2189,8.89,6.33,2.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,1839
PD001840,20250508,A003,R024,L011,Tarde,3881,3501,8.7,6.95,1.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,1840
PD001841,20250417,A004,R017,L009,Tarde,4560,4783,8.22,6.98,1.24,project_fact_productividad_export.csv,2026-06-23T00:00:00,1841
PD001842,20250503,A006,R024,L013,Día,2009,2280,9.25,6.85,2.4,project_fact_productividad_export.csv,2026-06-23T00:00:00,1842
PD001843,20250531,A007,R022,L008,Día,1421,1260,8.44,5.68,2.76,project_fact_productividad_export.csv,2026-06-23T00:00:00,1843
PD001844,20250208,A017,R024,L008,Tarde,200,194,7.5,5.77,1.73,project_fact_productividad_export.csv,2026-06-23T00:00:00,1844
PD001845,20250308,A017,R028,L002,Día,190,196,11.61,10.67,0.95,project_fact_productividad_export.csv,2026-06-23T00:00:00,1845
PD001846,20250113,A015,R001,L003,Noche,252,209,7.03,5.18,1.86,project_fact_productividad_export.csv,2026-06-23T00:00:00,1846
PD001847,20250619,A015,R002,L002,Noche,141,130,10.4,9.04,1.36,project_fact_productividad_export.csv,2026-06-23T00:00:00,1847
PD001848,20250222,A015,R017,L004,Día,121,102,7.25,6.63,0.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,1848
PD001849,20250402,A013,R012,L015,Tarde,87,76,10.09,9.25,0.84,project_fact_productividad_export.csv,2026-06-23T00:00:00,1849
PD001850,20250112,A001,R024,L009,Día,4619,4375,11.36,9.32,2.04,project_fact_productividad_export.csv,2026-06-23T00:00:00,1850
PD001851,20250507,A010,R015,L014,Día,2134,2093,11.48,8.47,3.01,project_fact_productividad_export.csv,2026-06-23T00:00:00,1851
PD001852,20250325,A003,R021,L006,Día,6385,4946,7.92,5.6,2.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,1852
PD001853,20250216,A012,R019,L012,Día,177,160,10.16,7.04,3.12,project_fact_productividad_export.csv,2026-06-23T00:00:00,1853
PD001854,20250120,A001,R017,L012,Día,4152,3633,8.44,7.39,1.05,project_fact_productividad_export.csv,2026-06-23T00:00:00,1854
PD001855,20250106,A005,R020,L010,Tarde,1060,1116,6.7,5.08,1.63,project_fact_productividad_export.csv,2026-06-23T00:00:00,1855
PD001856,20250619,A005,R021,L012,Tarde,3459,3887,8.38,7.58,0.8,project_fact_productividad_export.csv,2026-06-23T00:00:00,1856
PD001857,20250102,A009,R007,L010,Día,1311,1302,8.95,7.98,0.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,1857
PD001858,20250426,A007,R017,L001,Tarde,718,415,6.72,5.98,0.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,1858
PD001859,20250621,A005,R011,L003,Día,3160,2698,6.28,5.35,0.93,project_fact_productividad_export.csv,2026-06-23T00:00:00,1859
PD001860,20250418,A017,R005,L001,Día,101,104,9.79,7.21,2.57,project_fact_productividad_export.csv,2026-06-23T00:00:00,1860
PD001861,20250626,A008,R015,L007,Noche,2972,2745,10.16,9.07,1.09,project_fact_productividad_export.csv,2026-06-23T00:00:00,1861
PD001862,20250411,A004,R021,L007,Tarde,4291,4285,6.53,5.78,0.74,project_fact_productividad_export.csv,2026-06-23T00:00:00,1862
PD001863,20250113,A014,R029,L010,Tarde,28,28,9.63,7.94,1.69,project_fact_productividad_export.csv,2026-06-23T00:00:00,1863
PD001864,20250125,A005,R016,L001,Noche,2056,2140,8.88,7.87,1.01,project_fact_productividad_export.csv,2026-06-23T00:00:00,1864
PD001865,20250313,A012,R012,L016,Día,53,56,7.52,5.99,1.53,project_fact_productividad_export.csv,2026-06-23T00:00:00,1865
PD001866,20250128,A016,R028,L017,Noche,41,44,11.24,9.7,1.54,project_fact_productividad_export.csv,2026-06-23T00:00:00,1866
PD001867,20250129,A008,R012,L006,Noche,3466,3294,11.99,9.0,2.99,project_fact_productividad_export.csv,2026-06-23T00:00:00,1867
PD001868,20250429,A014,R025,L017,Noche,98,69,11.63,8.01,3.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,1868
PD001869,20250211,A009,R006,L003,Tarde,2522,2350,10.13,8.15,1.99,project_fact_productividad_export.csv,2026-06-23T00:00:00,1869
PD001870,20250528,A011,R004,L001,Noche,96,82,8.61,6.3,2.31,project_fact_productividad_export.csv,2026-06-23T00:00:00,1870
PD001871,20250124,A006,R004,L005,Tarde,2517,2648,7.5,6.31,1.19,project_fact_productividad_export.csv,2026-06-23T00:00:00,1871
PD001872,20250626,A014,R017,L011,Tarde,195,207,8.86,6.24,2.62,project_fact_productividad_export.csv,2026-06-23T00:00:00,1872
PD001873,20250502,A011,R026,L006,Tarde,28,34,6.21,4.38,1.83,project_fact_productividad_export.csv,2026-06-23T00:00:00,1873
PD001874,20250506,A015,R016,L009,Noche,223,239,6.21,5.5,0.71,project_fact_productividad_export.csv,2026-06-23T00:00:00,1874
PD001875,20250125,A012,R027,L014,Noche,243,235,10.74,8.18,2.55,project_fact_productividad_export.csv,2026-06-23T00:00:00,1875
PD001876,20250523,A003,R012,L008,Tarde,3948,4073,9.98,7.21,2.77,project_fact_productividad_export.csv,2026-06-23T00:00:00,1876
PD001877,20250104,A011,R014,L009,Tarde,228,205,9.29,7.72,1.56,project_fact_productividad_export.csv,2026-06-23T00:00:00,1877
PD001878,20250624,A004,R007,L011,Noche,3888,3632,9.12,6.76,2.35,project_fact_productividad_export.csv,2026-06-23T00:00:00,1878
PD001879,20250502,A016,R013,L003,Día,177,171,7.33,5.63,1.69,project_fact_productividad_export.csv,2026-06-23T00:00:00,1879
PD001880,20250427,A009,R017,L006,Día,2954,2515,6.73,5.21,1.51,project_fact_productividad_export.csv,2026-06-23T00:00:00,1880
PD001881,20250514,A016,R014,L005,Noche,69,68,11.99,9.79,2.2,project_fact_productividad_export.csv,2026-06-23T00:00:00,1881
PD001882,20250121,A014,R027,L008,Noche,21,18,9.26,7.44,1.82,project_fact_productividad_export.csv,2026-06-23T00:00:00,1882
PD001883,20250220,A009,R022,L016,Noche,1464,1103,6.43,5.55,0.88,project_fact_productividad_export.csv,2026-06-23T00:00:00,1883
PD001884,20250301,A009,R023,L017,Día,661,540,7.81,6.9,0.9,project_fact_productividad_export.csv,2026-06-23T00:00:00,1884
PD001885,20250221,A015,R020,L016,Noche,52,59,11.88,8.34,3.53,project_fact_productividad_export.csv,2026-06-23T00:00:00,1885
PD001886,20250524,A007,R013,L005,Tarde,1906,1437,6.04,3.71,2.33,project_fact_productividad_export.csv,2026-06-23T00:00:00,1886
PD001887,20250221,A012,R003,L015,Día,126,148,8.86,7.54,1.32,project_fact_productividad_export.csv,2026-06-23T00:00:00,1887
PD001888,20250218,A012,R012,L002,Noche,224,188,11.97,9.0,2.97,project_fact_productividad_export.csv,2026-06-23T00:00:00,1888
PD001889,20250623,A016,R022,L007,Día,116,104,10.21,7.41,2.79,project_fact_productividad_export.csv,2026-06-23T00:00:00,1889
PD001890,20250124,A014,R030,L008,Noche,150,125,8.07,6.19,1.88,project_fact_productividad_export.csv,2026-06-23T00:00:00,1890
