SLAID,WorkOrderID,ClientID,ServiceID,AreaID,PriorityID,CreatedDateKey,CommittedDateKey,ResolvedDateKey,TargetHours,ActualHours,SLAMetFlag,BreachHours
SLA002191,WO004356,C015,SV4,A004,P2,20240314,20240315,20240315,24,9.65,True,0.0
SLA002192,WO001518,C002,SV12,A008,P3,20240127,20240130,20240130,72,65.62,True,0.0
SLA002193,WO003173,C007,SV2,A012,P1,20240304,20240304,20240305,8,14.66,False,6.66
SLA002194,WO000901,C006,SV11,A010,P3,20240819,20240822,20240824,72,100.66,False,28.66
SLA002195,WO002322,C016,SV6,A017,P4,20240917,20240922,20240919,120,36.4,True,0.0
SLA002196,WO001807,C013,SV4,A010,P2,20241012,20241013,20241013,24,8.14,True,0.0
SLA002197,WO000384,C007,SV1,A004,P2,20240622,20240623,20240623,24,15.38,True,0.0
SLA002198,WO003767,C015,SV9,A009,P3,20241105,20241108,20241108,72,69.11,True,0.0
SLA002199,WO004115,C003,SV10,A004,P2,20240906,20240907,20240907,24,7.22,True,0.0
SLA002200,WO002794,C016,SV2,A004,P3,20240321,20240324,20240323,72,35.52,True,0.0
SLA002201,WO000219,C018,SV4,A012,P1,20240824,20240824,20240825,8,5.41,True,0.0
SLA002202,WO001597,C001,SV4,A017,P3,20240912,20240915,20240916,72,80.99,False,8.99
SLA002203,WO003608,C015,SV2,A005,P3,20241130,20241203,20241202,72,43.08,True,0.0
SLA002204,WO000704,C013,SV10,A004,P2,20240117,20240118,20240120,24,63.57,False,39.57
SLA002205,WO004292,C005,SV8,A004,P3,20240330,20240402,20240404,72,114.6,False,42.6
SLA002206,WO004992,C006,SV10,A010,P2,20240921,20240922,20240922,24,9.8,True,0.0
SLA002207,WO000360,C005,SV4,A017,P2,20240409,20240410,20240410,24,14.0,True,0.0
SLA002208,WO001408,C006,SV9,A005,P4,20240123,20240128,20240205,120,288.45,False,168.45
SLA002209,WO001325,C007,SV9,A004,P2,20240504,20240505,20240506,24,26.01,False,2.01
SLA002210,WO002894,C016,SV2,A004,P2,20241103,20241104,20241104,24,22.31,True,0.0
SLA002211,WO000327,C006,SV11,A005,P3,20241023,20241026,20241029,72,120.49,False,48.49
SLA002212,WO002880,C018,SV5,A004,P3,20241219,20241222,20241222,72,66.34,True,0.0
SLA002213,WO001217,C011,SV9,A004,P4,20240705,20240710,20240710,120,98.38,True,0.0
SLA002214,WO001931,C012,SV2,A004,P4,20240502,20240507,20240504,120,30.05,True,0.0
SLA002215,WO002734,C019,SV10,A004,P1,20240314,20240314,20240315,8,11.64,False,3.64
SLA002216,WO000561,C001,SV1,A004,P3,20240527,20240530,20240530,72,69.85,True,0.0
SLA002217,WO000430,C009,SV3,A004,P2,20240529,20240530,20240530,24,13.09,True,0.0
SLA002218,WO002753,C007,SV2,A005,P2,20240923,20240924,20240926,24,71.41,False,47.41
SLA002219,WO004658,C017,SV5,A012,P1,20240921,20240921,20240922,8,7.88,True,0.0
SLA002220,WO003076,C019,SV12,A017,P4,20241213,20241218,20241218,120,109.26,True,0.0
SLA002221,WO000767,C020,SV4,A017,P3,20240305,20240308,20240306,72,23.22,True,0.0
SLA002222,WO003581,C013,SV4,A005,P1,20240109,20240109,20240110,8,3.17,True,0.0
SLA002223,WO004560,C006,SV1,A009,P2,20241022,20241023,20241024,24,39.67,False,15.67
SLA002224,WO004359,C017,SV5,A008,P2,20240830,20240831,20240831,24,7.38,True,0.0
SLA002225,WO004691,C012,SV3,A017,P1,20240704,20240704,20240705,8,5.68,True,0.0
SLA002226,WO003607,C010,SV3,A004,P1,20240417,20240417,20240418,8,10.25,False,2.25
SLA002227,WO001523,C010,SV8,A004,P1,20240221,20240221,20240222,8,11.51,False,3.51
SLA002228,WO003071,C009,SV11,A010,P2,20240727,20240728,20240729,24,34.77,False,10.77
SLA002229,WO003400,C018,SV1,A009,P2,20241021,20241022,20241022,24,11.95,True,0.0
SLA002230,WO003292,C012,SV9,A004,P2,20240124,20240125,20240125,24,7.85,True,0.0
SLA002231,WO000853,C018,SV4,A017,P2,20240729,20240730,20240731,24,31.51,False,7.51
SLA002232,WO001708,C017,SV1,A017,P3,20240105,20240108,20240108,72,55.38,True,0.0
SLA002233,WO001195,C006,SV12,A017,P3,20241219,20241222,20241224,72,105.22,False,33.22
SLA002234,WO004067,C019,SV7,A017,P2,20240102,20240103,20240103,24,23.81,True,0.0
SLA002235,WO000622,C007,SV9,A017,P1,20240703,20240703,20240704,8,7.34,True,0.0
SLA002236,WO001261,C011,SV12,A009,P4,20240531,20240605,20240608,120,181.35,False,61.35
SLA002237,WO003865,C019,SV5,A004,P1,20240607,20240607,20240608,8,20.78,False,12.78
SLA002238,WO001251,C020,SV11,A017,P4,20240525,20240530,20240529,120,77.62,True,0.0
SLA002239,WO003266,C003,SV2,A012,P3,20240131,20240203,20240204,72,79.45,False,7.45
SLA002240,WO004272,C016,SV12,A010,P1,20240102,20240102,20240103,8,4.76,True,0.0
SLA002241,WO001528,C011,SV5,A010,P2,20240528,20240529,20240530,24,26.32,False,2.32
SLA002242,WO004302,C016,SV3,A008,P2,20240211,20240212,20240212,24,14.65,True,0.0
SLA002243,WO004543,C018,SV1,A017,P2,20240523,20240524,20240524,24,9.3,True,0.0
SLA002244,WO002117,C019,SV5,A004,P3,20240228,20240302,20240304,72,113.66,False,41.66
SLA002245,WO001449,C003,SV4,A010,P3,20241122,20241125,20241129,72,146.76,False,74.76
SLA002246,WO002550,C003,SV4,A005,P3,20241118,20241121,20241129,72,253.28,False,181.28
SLA002247,WO003341,C014,SV8,A004,P3,20240702,20240705,20240705,72,54.36,True,0.0
SLA002248,WO003725,C001,SV3,A010,P3,20241120,20241123,20241123,72,48.81,True,0.0
SLA002249,WO003877,C013,SV6,A004,P3,20240524,20240527,20240530,72,137.19,False,65.19
SLA002250,WO004974,C003,SV11,A004,P2,20240725,20240726,20240726,24,18.83,True,0.0
SLA002251,WO004204,C015,SV8,A010,P2,20241103,20241104,20241104,24,6.74,True,0.0
SLA002252,WO001282,C012,SV6,A005,P4,20241004,20241009,20241021,120,386.6,False,266.6
SLA002253,WO004916,C019,SV5,A004,P2,20241227,20241228,20241229,24,41.52,False,17.52
SLA002254,WO004688,C018,SV1,A005,P4,20240819,20240824,20240829,120,216.2,False,96.2
SLA002255,WO000114,C007,SV5,A004,P2,20240309,20240310,20240310,24,16.02,True,0.0
SLA002256,WO003509,C002,SV1,A017,P3,20241104,20241107,20241109,72,110.45,False,38.45
SLA002257,WO003927,C012,SV6,A010,P2,20240709,20240710,20240710,24,9.48,True,0.0
SLA002258,WO004243,C011,SV11,A017,P3,20241124,20241127,20241126,72,35.37,True,0.0
SLA002259,WO000400,C009,SV3,A008,P1,20241105,20241105,20241106,8,7.9,True,0.0
SLA002260,WO002997,C013,SV3,A017,P2,20241009,20241010,20241011,24,31.24,False,7.24
SLA002261,WO003971,C014,SV2,A017,P3,20240214,20240217,20240217,72,59.33,True,0.0
SLA002262,WO003374,C013,SV12,A017,P2,20240310,20240311,20240311,24,12.49,True,0.0
SLA002263,WO004561,C020,SV2,A004,P4,20240718,20240723,20240723,120,97.15,True,0.0
SLA002264,WO003738,C006,SV11,A006,P2,20240807,20240808,20240808,24,14.39,True,0.0
SLA002265,WO000056,C011,SV8,A017,P3,20241030,20241102,20241103,72,75.39,False,3.39
SLA002266,WO001585,C005,SV4,A017,P2,20241126,20241127,20241128,24,24.86,False,0.86
SLA002267,WO000885,C014,SV11,A010,P2,20240710,20240711,20240711,24,18.2,True,0.0
SLA002268,WO002569,C001,SV1,A017,P1,20240627,20240627,20240628,8,5.03,True,0.0
SLA002269,WO000745,C013,SV2,A017,P3,20240517,20240520,20240520,72,51.38,True,0.0
SLA002270,WO004738,C004,SV4,A017,P3,20241220,20241223,20241222,72,29.74,True,0.0
SLA002271,WO003307,C001,SV11,A017,P2,20240921,20240922,20240922,24,10.28,True,0.0
SLA002272,WO003118,C001,SV12,A004,P2,20241109,20241110,20241111,24,28.54,False,4.54
SLA002273,WO002335,C014,SV8,A005,P1,20241221,20241221,20241222,8,4.98,True,0.0
SLA002274,WO003149,C010,SV11,A017,P2,20240208,20240209,20240209,24,20.48,True,0.0
SLA002275,WO003474,C012,SV9,A005,P3,20240406,20240409,20240411,72,99.44,False,27.44
SLA002276,WO001358,C014,SV7,A004,P2,20241223,20241224,20241225,24,26.06,False,2.06
SLA002277,WO004983,C004,SV2,A017,P3,20240704,20240707,20240706,72,33.28,True,0.0
SLA002278,WO002537,C013,SV12,A017,P3,20241222,20241225,20241225,72,57.09,True,0.0
SLA002279,WO001814,C010,SV3,A004,P2,20240601,20240602,20240602,24,13.27,True,0.0
SLA002280,WO003736,C015,SV7,A004,P3,20240627,20240630,20240702,72,107.77,False,35.77
SLA002281,WO000657,C010,SV9,A004,P1,20241009,20241009,20241010,8,8.59,False,0.59
SLA002282,WO002462,C002,SV2,A017,P2,20240516,20240517,20240517,24,22.53,True,0.0
SLA002283,WO000741,C003,SV9,A005,P2,20240613,20240614,20240616,24,69.93,False,45.93
SLA002284,WO002689,C012,SV10,A017,P2,20240207,20240208,20240208,24,6.43,True,0.0
SLA002285,WO004405,C001,SV2,A004,P1,20240702,20240702,20240703,8,13.15,False,5.15
SLA002286,WO003480,C005,SV8,A004,P1,20241103,20241103,20241104,8,6.45,True,0.0
SLA002287,WO004183,C019,SV11,A004,P4,20240226,20240302,20240302,120,109.75,True,0.0
SLA002288,WO004379,C013,SV4,A008,P4,20240826,20240831,20240903,120,177.61,False,57.61
SLA002289,WO002022,C017,SV5,A009,P3,20240210,20240213,20240212,72,35.99,True,0.0
SLA002290,WO000965,C017,SV6,A004,P4,20240408,20240413,20240411,120,52.91,True,0.0
SLA002291,WO001817,C017,SV7,A017,P4,20240415,20240420,20240417,120,41.92,True,0.0
SLA002292,WO002831,C013,SV10,A004,P3,20240515,20240518,20240517,72,34.5,True,0.0
SLA002293,WO002153,C011,SV3,A006,P3,20240220,20240223,20240224,72,86.77,False,14.77
SLA002294,WO002577,C008,SV8,A012,P1,20240302,20240302,20240303,8,7.62,True,0.0
SLA002295,WO001366,C014,SV10,A004,P4,20240623,20240628,20240628,120,113.6,True,0.0
SLA002296,WO002326,C008,SV5,A008,P4,20240826,20240831,20240831,120,107.48,True,0.0
SLA002297,WO003473,C013,SV11,A010,P2,20240217,20240218,20240218,24,23.3,True,0.0
SLA002298,WO001896,C012,SV12,A004,P3,20240908,20240911,20240910,72,24.1,True,0.0
SLA002299,WO000625,C007,SV3,A004,P4,20241030,20241104,20241106,120,149.1,False,29.1
SLA002300,WO001167,C018,SV9,A004,P2,20240423,20240424,20240424,24,12.57,True,0.0
SLA002301,WO000803,C019,SV1,A017,P4,20240128,20240202,20240201,120,86.1,True,0.0
SLA002302,WO000287,C014,SV11,A004,P3,20240527,20240530,20240530,72,53.41,True,0.0
SLA002303,WO000682,C008,SV3,A012,P4,20240107,20240112,20240109,120,29.46,True,0.0
SLA002304,WO000025,C002,SV8,A017,P1,20240318,20240318,20240319,8,15.22,False,7.22
SLA002305,WO001151,C015,SV3,A005,P2,20241015,20241016,20241017,24,35.28,False,11.28
SLA002306,WO003403,C016,SV9,A010,P3,20240313,20240316,20240316,72,56.94,True,0.0
SLA002307,WO002584,C012,SV7,A005,P4,20241015,20241020,20241025,120,237.67,False,117.67
SLA002308,WO003656,C002,SV1,A004,P2,20241001,20241002,20241002,24,16.68,True,0.0
SLA002309,WO003947,C018,SV10,A017,P3,20240405,20240408,20240407,72,47.73,True,0.0
SLA002310,WO000701,C008,SV3,A004,P2,20240227,20240228,20240228,24,12.86,True,0.0
SLA002311,WO000020,C002,SV12,A017,P3,20240603,20240606,20240605,72,28.79,True,0.0
SLA002312,WO003963,C008,SV5,A004,P3,20240425,20240428,20240429,72,93.48,False,21.48
SLA002313,WO001139,C011,SV5,A004,P1,20240806,20240806,20240807,8,11.43,False,3.43
SLA002314,WO000424,C013,SV4,A017,P3,20240615,20240618,20240618,72,58.82,True,0.0
SLA002315,WO004126,C020,SV9,A004,P1,20241002,20241002,20241003,8,9.28,False,1.28
SLA002316,WO004831,C017,SV7,A017,P3,20240413,20240416,20240415,72,32.05,True,0.0
SLA002317,WO003700,C005,SV4,A017,P3,20240315,20240318,20240318,72,64.7,True,0.0
SLA002318,WO002354,C006,SV10,A017,P1,20241008,20241008,20241009,8,5.15,True,0.0
SLA002319,WO003375,C020,SV4,A017,P1,20241113,20241113,20241114,8,9.38,False,1.38
SLA002320,WO004765,C013,SV6,A004,P4,20241016,20241021,20241018,120,41.05,True,0.0
SLA002321,WO000403,C017,SV10,A005,P3,20240614,20240617,20240622,72,185.61,False,113.61
SLA002322,WO004850,C012,SV12,A008,P3,20240702,20240705,20240704,72,45.88,True,0.0
SLA002323,WO000723,C007,SV10,A017,P2,20241112,20241113,20241113,24,23.88,True,0.0
SLA002324,WO003054,C013,SV3,A010,P2,20240506,20240507,20240507,24,7.61,True,0.0
SLA002325,WO004135,C017,SV8,A005,P4,20241003,20241008,20241013,120,218.2,False,98.2
SLA002326,WO001654,C001,SV8,A017,P3,20240920,20240923,20240925,72,106.94,False,34.94
SLA002327,WO003146,C002,SV3,A010,P1,20241117,20241117,20241118,8,19.49,False,11.49
SLA002328,WO000370,C011,SV2,A008,P1,20240120,20240120,20240121,8,7.12,True,0.0
SLA002329,WO004795,C020,SV2,A012,P4,20240731,20240805,20240803,120,60.24,True,0.0
SLA002330,WO003669,C019,SV12,A004,P3,20240312,20240315,20240314,72,37.28,True,0.0
SLA002331,WO000865,C008,SV8,A004,P2,20240510,20240511,20240511,24,9.47,True,0.0
SLA002332,WO002724,C005,SV8,A010,P2,20240905,20240906,20240906,24,11.28,True,0.0
SLA002333,WO002640,C008,SV10,A005,P3,20241020,20241023,20241023,72,57.71,True,0.0
SLA002334,WO002874,C016,SV10,A017,P2,20240227,20240228,20240229,24,30.88,False,6.88
SLA002335,WO002232,C015,SV3,A004,P2,20240830,20240831,20240831,24,9.97,True,0.0
SLA002336,WO000441,C015,SV6,A004,P1,20240613,20240613,20240614,8,10.11,False,2.11
SLA002337,WO002540,C014,SV4,A004,P2,20241006,20241007,20241007,24,17.03,True,0.0
SLA002338,WO002912,C020,SV10,A017,P1,20240820,20240820,20240821,8,14.43,False,6.43
SLA002339,WO003833,C018,SV9,A017,P2,20240326,20240327,20240328,24,30.83,False,6.83
SLA002340,WO003673,C007,SV5,A008,P3,20240318,20240321,20240320,72,31.36,True,0.0
SLA002341,WO001268,C016,SV12,A017,P2,20241207,20241208,20241208,24,13.54,True,0.0
SLA002342,WO003299,C018,SV12,A005,P4,20240715,20240720,20240727,120,271.82,False,151.82
SLA002343,WO003381,C019,SV5,A012,P4,20241002,20241007,20241007,120,106.47,True,0.0
SLA002344,WO002491,C006,SV10,A017,P4,20240305,20240310,20240307,120,31.68,True,0.0
SLA002345,WO003910,C008,SV6,A005,P2,20240922,20240923,20240923,24,12.46,True,0.0
SLA002346,WO001897,C010,SV3,A010,P3,20240205,20240208,20240206,72,17.67,True,0.0
SLA002347,WO003533,C011,SV12,A004,P3,20240506,20240509,20240508,72,34.74,True,0.0
SLA002348,WO003820,C010,SV8,A004,P1,20240507,20240507,20240508,8,11.78,False,3.78
SLA002349,WO003210,C019,SV3,A004,P1,20240114,20240114,20240116,8,26.92,False,18.92
SLA002350,WO001588,C015,SV7,A004,P1,20240617,20240617,20240618,8,9.21,False,1.21
SLA002351,WO003871,C009,SV7,A004,P1,20240709,20240709,20240710,8,7.05,True,0.0
SLA002352,WO001793,C005,SV10,A004,P3,20241002,20241005,20241004,72,32.78,True,0.0
SLA002353,WO001194,C002,SV9,A008,P3,20241031,20241103,20241105,72,105.06,False,33.06
SLA002354,WO000390,C007,SV2,A005,P3,20241230,20250102,20241231,72,46.48,True,0.0
SLA002355,WO002774,C019,SV8,A004,P3,20240706,20240709,20240708,72,39.7,True,0.0
SLA002356,WO002691,C020,SV5,A010,P1,20240829,20240829,20240830,8,12.32,False,4.32
SLA002357,WO003717,C017,SV8,A017,P1,20240113,20240113,20240114,8,10.97,False,2.97
SLA002358,WO001768,C014,SV6,A004,P3,20240510,20240513,20240512,72,30.55,True,0.0
SLA002359,WO000759,C002,SV12,A004,P3,20240308,20240311,20240310,72,32.34,True,0.0
SLA002360,WO000102,C012,SV4,A017,P2,20240615,20240616,20240616,24,11.62,True,0.0
SLA002361,WO001467,C002,SV7,A008,P4,20240505,20240510,20240509,120,75.67,True,0.0
SLA002362,WO002957,C002,SV6,A004,P3,20240401,20240404,20240405,72,74.19,False,2.19
SLA002363,WO001816,C007,SV5,A017,P3,20240513,20240516,20240515,72,29.01,True,0.0
SLA002364,WO004192,C020,SV9,A004,P3,20240114,20240117,20240117,72,50.11,True,0.0
SLA002365,WO004702,C010,SV4,A012,P3,20240831,20240903,20240904,72,78.46,False,6.46
SLA002366,WO004358,C016,SV4,A010,P1,20240913,20240913,20240914,8,12.05,False,4.05
SLA002367,WO001576,C016,SV1,A012,P3,20240609,20240612,20240614,72,118.3,False,46.3
SLA002368,WO003439,C020,SV11,A004,P2,20240830,20240831,20240901,24,25.92,False,1.92
SLA002369,WO000423,C019,SV1,A009,P3,20240529,20240601,20240531,72,40.34,True,0.0
SLA002370,WO002810,C007,SV7,A004,P4,20241027,20241101,20241028,120,21.7,True,0.0
SLA002371,WO002258,C018,SV3,A004,P2,20241002,20241003,20241003,24,14.65,True,0.0
SLA002372,WO000536,C003,SV8,A017,P2,20240704,20240705,20240705,24,7.72,True,0.0
SLA002373,WO002988,C012,SV3,A004,P3,20240114,20240117,20240118,72,83.77,False,11.77
SLA002374,WO004632,C015,SV3,A004,P2,20241031,20241101,20241101,24,3.9,True,0.0
SLA002375,WO004468,C016,SV11,A005,P3,20240322,20240325,20240326,72,90.72,False,18.72
SLA002376,WO001022,C015,SV10,A005,P3,20240228,20240302,20240305,72,128.52,False,56.52
SLA002377,WO003536,C017,SV5,A017,P1,20240312,20240312,20240313,8,5.95,True,0.0
SLA002378,WO000675,C018,SV5,A017,P1,20240508,20240508,20240509,8,5.71,True,0.0
SLA002379,WO003125,C013,SV5,A004,P3,20240303,20240306,20240308,72,96.88,False,24.88
SLA002380,WO001104,C001,SV9,A005,P4,20241007,20241012,20241010,120,70.28,True,0.0
SLA002381,WO004574,C003,SV11,A004,P4,20240806,20240811,20240808,120,43.26,True,0.0
SLA002382,WO000798,C012,SV9,A004,P2,20241010,20241011,20241011,24,22.88,True,0.0
SLA002383,WO002544,C015,SV1,A004,P1,20240126,20240126,20240127,8,12.91,False,4.91
SLA002384,WO003252,C003,SV9,A004,P2,20240817,20240818,20240818,24,13.9,True,0.0
SLA002385,WO001688,C002,SV2,A006,P3,20241006,20241009,20241009,72,66.04,True,0.0
SLA002386,WO000845,C010,SV9,A004,P3,20240329,20240401,20240330,72,12.91,True,0.0
SLA002387,WO002021,C019,SV2,A008,P2,20240819,20240820,20240820,24,21.83,True,0.0
SLA002388,WO000975,C020,SV7,A004,P2,20241225,20241226,20241226,24,9.25,True,0.0
SLA002389,WO002909,C004,SV8,A005,P3,20240408,20240411,20240413,72,115.45,False,43.45
SLA002390,WO003525,C015,SV10,A004,P1,20240819,20240819,20240820,8,3.98,True,0.0
SLA002391,WO001127,C016,SV11,A012,P2,20241003,20241004,20241005,24,26.36,False,2.36
SLA002392,WO004907,C006,SV9,A004,P3,20240127,20240130,20240129,72,42.34,True,0.0
SLA002393,WO004012,C017,SV7,A017,P4,20240621,20240626,20240626,120,114.18,True,0.0
SLA002394,WO002319,C013,SV12,A004,P4,20240809,20240814,20240812,120,59.36,True,0.0
SLA002395,WO000249,C019,SV1,A013,P3,20241104,20241107,20241108,72,75.47,False,3.47
SLA002396,WO003417,C010,SV12,A010,P2,20240420,20240421,20240421,24,12.67,True,0.0
SLA002397,WO000301,C005,SV11,A005,P3,20240503,20240506,20240508,72,97.38,False,25.38
SLA002398,WO004885,C010,SV5,A004,P4,20241004,20241009,20241008,120,74.57,True,0.0
SLA002399,WO002092,C008,SV5,A008,P2,20241218,20241219,20241220,24,24.12,False,0.12
SLA002400,WO001000,C002,SV5,A008,P3,20240324,20240327,20240328,72,76.34,False,4.34
SLA002401,WO004698,C002,SV5,A004,P2,20240227,20240228,20240228,24,18.79,True,0.0
SLA002402,WO000394,C013,SV3,A017,P2,20240319,20240320,20240320,24,7.93,True,0.0
SLA002403,WO004247,C013,SV5,A005,P2,20240510,20240511,20240511,24,13.94,True,0.0
SLA002404,WO004191,C013,SV9,A008,P2,20241218,20241219,20241219,24,6.33,True,0.0
SLA002405,WO004489,C005,SV12,A017,P4,20240110,20240115,20240114,120,93.3,True,0.0
SLA002406,WO003505,C002,SV4,A017,P3,20240629,20240702,20240701,72,37.47,True,0.0
SLA002407,WO000754,C018,SV3,A013,P2,20240531,20240601,20240601,24,21.31,True,0.0
SLA002408,WO002838,C003,SV6,A017,P2,20240312,20240313,20240313,24,21.68,True,0.0
SLA002409,WO003153,C019,SV10,A005,P3,20240922,20240925,20240926,72,74.92,False,2.92
SLA002410,WO002611,C010,SV1,A005,P1,20240323,20240323,20240324,8,10.76,False,2.76
SLA002411,WO002427,C010,SV1,A017,P2,20240117,20240118,20240118,24,13.5,True,0.0
SLA002412,WO002184,C011,SV10,A004,P1,20240807,20240807,20240808,8,9.65,False,1.65
SLA002413,WO000059,C015,SV7,A017,P3,20240613,20240616,20240618,72,116.61,False,44.61
SLA002414,WO002398,C004,SV11,A013,P3,20240307,20240310,20240310,72,53.88,True,0.0
SLA002415,WO002622,C003,SV11,A004,P2,20241129,20241130,20241130,24,14.48,True,0.0
SLA002416,WO004506,C017,SV1,A017,P2,20240214,20240215,20240215,24,17.28,True,0.0
SLA002417,WO002944,C002,SV4,A008,P3,20240930,20241003,20241002,72,36.18,True,0.0
SLA002418,WO000471,C015,SV3,A010,P2,20240109,20240110,20240110,24,10.06,True,0.0
SLA002419,WO003758,C002,SV2,A004,P3,20240401,20240404,20240403,72,25.05,True,0.0
SLA002420,WO000069,C005,SV9,A004,P3,20240813,20240816,20240816,72,60.93,True,0.0
SLA002421,WO004516,C013,SV2,A017,P2,20240809,20240810,20240810,24,19.1,True,0.0
SLA002422,WO004757,C017,SV8,A010,P1,20240203,20240203,20240204,8,13.36,False,5.36
SLA002423,WO000021,C002,SV7,A004,P2,20240827,20240828,20240828,24,13.45,True,0.0
SLA002424,WO000907,C012,SV9,A017,P2,20240222,20240223,20240223,24,16.02,True,0.0
SLA002425,WO003542,C001,SV7,A017,P4,20240320,20240325,20240329,120,197.82,False,77.82
SLA002426,WO004997,C007,SV2,A017,P2,20241102,20241103,20241103,24,21.21,True,0.0
SLA002427,WO003973,C017,SV1,A009,P2,20241114,20241115,20241116,24,33.28,False,9.28
SLA002428,WO000155,C017,SV5,A006,P1,20241103,20241103,20241104,8,5.66,True,0.0
SLA002429,WO002693,C011,SV6,A005,P1,20240809,20240809,20240810,8,17.3,False,9.3
SLA002430,WO002464,C011,SV7,A006,P4,20240304,20240309,20240308,120,78.97,True,0.0
SLA002431,WO000770,C005,SV7,A004,P2,20241029,20241030,20241030,24,16.25,True,0.0
SLA002432,WO004721,C009,SV11,A004,P3,20240819,20240822,20240821,72,36.81,True,0.0
SLA002433,WO001306,C002,SV11,A004,P3,20240812,20240815,20240815,72,54.07,True,0.0
SLA002434,WO000611,C001,SV6,A017,P2,20240622,20240623,20240623,24,16.91,True,0.0
SLA002435,WO000985,C005,SV8,A004,P2,20240818,20240819,20240819,24,5.51,True,0.0
SLA002436,WO002657,C017,SV6,A005,P3,20241114,20241117,20241121,72,164.61,False,92.61
SLA002437,WO001459,C009,SV9,A008,P3,20240612,20240615,20240618,72,131.8,False,59.8
SLA002438,WO004889,C006,SV7,A010,P1,20240207,20240207,20240208,8,12.63,False,4.63
SLA002439,WO002510,C003,SV4,A004,P4,20240531,20240605,20240606,120,134.55,False,14.55
SLA002440,WO000321,C006,SV12,A004,P4,20240606,20240611,20240609,120,49.06,True,0.0
SLA002441,WO003438,C009,SV3,A004,P1,20240912,20240912,20240913,8,5.17,True,0.0
SLA002442,WO003848,C017,SV9,A017,P4,20240414,20240419,20240418,120,89.74,True,0.0
SLA002443,WO004071,C003,SV4,A017,P4,20241128,20241203,20241204,120,125.34,False,5.34
SLA002444,WO002114,C002,SV5,A004,P2,20240526,20240527,20240527,24,17.63,True,0.0
SLA002445,WO004590,C002,SV5,A017,P4,20240206,20240211,20240210,120,88.38,True,0.0
SLA002446,WO001157,C020,SV2,A017,P3,20240708,20240711,20240711,72,55.63,True,0.0
SLA002447,WO002768,C020,SV3,A010,P4,20240720,20240725,20240724,120,77.27,True,0.0
SLA002448,WO002077,C007,SV7,A017,P3,20240818,20240821,20240823,72,100.34,False,28.34
SLA002449,WO002795,C007,SV11,A004,P3,20240915,20240918,20240919,72,72.63,False,0.63
SLA002450,WO003538,C007,SV5,A004,P4,20240608,20240613,20240611,120,67.04,True,0.0
SLA002451,WO002670,C003,SV11,A008,P2,20240926,20240927,20240927,24,17.6,True,0.0
SLA002452,WO004766,C014,SV4,A004,P2,20241222,20241223,20241223,24,18.16,True,0.0
SLA002453,WO001401,C020,SV3,A008,P4,20240223,20240228,20240224,120,23.84,True,0.0
SLA002454,WO000769,C008,SV7,A005,P2,20240904,20240905,20240905,24,23.28,True,0.0
SLA002455,WO002978,C005,SV5,A004,P3,20241101,20241104,20241103,72,45.21,True,0.0
SLA002456,WO004986,C006,SV3,A010,P4,20240806,20240811,20240814,120,188.32,False,68.32
SLA002457,WO001939,C005,SV6,A004,P1,20241225,20241225,20241226,8,8.24,False,0.24
SLA002458,WO003098,C004,SV11,A010,P4,20241026,20241031,20241103,120,172.8,False,52.8
SLA002459,WO003346,C015,SV4,A006,P3,20240505,20240508,20240507,72,31.41,True,0.0
SLA002460,WO002336,C007,SV7,A004,P4,20240809,20240814,20240812,120,60.9,True,0.0
SLA002461,WO000771,C011,SV6,A017,P4,20241120,20241125,20241128,120,170.0,False,50.0
SLA002462,WO003123,C020,SV7,A017,P3,20241202,20241205,20241204,72,36.6,True,0.0
SLA002463,WO004388,C009,SV9,A004,P3,20240817,20240820,20240823,72,141.43,False,69.43
SLA002464,WO000879,C003,SV2,A006,P2,20240428,20240429,20240430,24,43.74,False,19.74
SLA002465,WO002118,C004,SV2,A004,P3,20240804,20240807,20240806,72,42.69,True,0.0
SLA002466,WO003464,C019,SV5,A004,P2,20241023,20241024,20241025,24,42.45,False,18.45
SLA002467,WO001749,C015,SV3,A005,P1,20240714,20240714,20240715,8,5.12,True,0.0
SLA002468,WO003781,C012,SV4,A010,P1,20241230,20241230,20241231,8,22.34,False,14.34
SLA002469,WO004447,C003,SV10,A012,P3,20240822,20240825,20240831,72,209.52,False,137.52
SLA002470,WO003540,C014,SV1,A008,P2,20240611,20240612,20240612,24,17.55,True,0.0
SLA002471,WO002763,C003,SV10,A004,P3,20241028,20241031,20241101,72,82.9,False,10.9
SLA002472,WO004273,C016,SV2,A004,P2,20240112,20240113,20240113,24,10.55,True,0.0
SLA002473,WO002056,C007,SV11,A012,P1,20240728,20240728,20240729,8,3.5,True,0.0
SLA002474,WO002295,C001,SV10,A004,P3,20240306,20240309,20240309,72,60.84,True,0.0
SLA002475,WO000104,C018,SV4,A005,P1,20240814,20240814,20240815,8,10.86,False,2.86
SLA002476,WO002638,C020,SV4,A004,P3,20240930,20241003,20241001,72,18.11,True,0.0
SLA002477,WO004408,C015,SV12,A004,P2,20240709,20240710,20240711,24,27.23,False,3.23
SLA002478,WO003443,C016,SV2,A017,P3,20240724,20240727,20240726,72,29.0,True,0.0
SLA002479,WO001356,C009,SV5,A009,P3,20241201,20241204,20241203,72,47.25,True,0.0
