EnergyID,DateKey,AreaID,EquipmentID,LocationID,kWh,EnergyCost,OperatingHours,OutputUnits,Shift
EN0006563,20240624,A010,EQ0033,L002,5140.32,900.02,14.58,1707,Noche
EN0006564,20240914,A004,EQ0009,L008,1345.24,188.41,5.68,1625,Noche
EN0006565,20240319,A010,EQ0023,L002,8386.57,955.2,22.95,2464,Tarde
EN0006566,20241101,A004,EQ0015,L008,3687.63,439.55,12.14,3789,Tarde
EN0006567,20240212,A004,EQ0035,L008,2716.95,370.44,21.5,4079,Tarde
EN0006568,20241009,A004,EQ0025,L008,3567.5,579.42,13.32,158,Noche
EN0006569,20240825,A017,EQ0024,L009,3720.94,476.34,19.71,2920,Tarde
EN0006570,20240524,A004,EQ0029,L008,976.44,171.03,10.18,395,Noche
EN0006571,20240623,A004,EQ0046,L008,3774.04,552.82,10.18,1123,Noche
EN0006572,20241109,A017,EQ0045,L009,3000.05,469.62,20.03,1307,Tarde
EN0006573,20240909,A004,EQ0015,L008,1205.8,129.97,4.74,1234,Noche
EN0006574,20240711,A010,EQ0052,L002,684.68,76.04,8.12,1259,Noche
EN0006575,20240306,A017,EQ0005,L009,2849.18,433.91,6.94,2931,Día
EN0006576,20240712,A010,EQ0034,L002,2361.47,255.27,17.58,4101,Día
EN0006577,20240124,A004,EQ0048,L008,4562.47,634.24,12.85,1635,Tarde
EN0006578,20240106,A004,EQ0046,L008,6513.18,1098.68,21.34,3399,Día
EN0006579,20240302,A005,EQ0054,L008,6180.98,689.09,12.13,3075,Tarde
EN0006580,20240415,A004,EQ0022,L008,4422.78,666.36,20.57,250,Día
EN0006581,20240915,A004,EQ0050,L008,2359.7,409.22,9.67,404,Noche
EN0006582,20240412,A010,EQ0055,L002,1456.79,233.67,13.67,356,Tarde
EN0006583,20240102,A017,EQ0027,L009,3390.33,600.26,13.61,1206,Noche
EN0006584,20240721,A008,EQ0032,L012,6779.65,1215.26,18.31,1277,Noche
EN0006585,20240828,A017,EQ0027,L009,6038.26,742.19,18.48,1693,Día
EN0006586,20241017,A005,EQ0021,L008,2968.54,395.29,11.07,321,Día
EN0006587,20240603,A004,EQ0019,L008,7440.7,991.93,17.26,2213,Día
EN0006588,20240813,A017,EQ0013,L009,1302.03,210.59,13.25,405,Día
EN0006589,20241123,A004,EQ0029,L008,9559.63,942.9,19.44,1967,Día
EN0006590,20241226,A005,EQ0058,L008,11846.22,1773.03,23.05,2605,Día
EN0006591,20240717,A004,EQ0003,L008,2509.54,294.13,8.29,2810,Día
EN0006592,20240608,A004,EQ0009,L008,2586.63,396.73,15.74,2891,Día
EN0006593,20241006,A005,EQ0041,L008,9118.85,1614.44,22.05,917,Día
EN0006594,20241026,A017,EQ0045,L009,4244.0,421.25,17.35,4094,Noche
EN0006595,20240724,A012,EQ0043,L017,1557.77,177.15,4.84,1905,Día
EN0006596,20241215,A017,EQ0016,L009,5202.23,514.57,12.15,3912,Día
EN0006597,20240806,A004,EQ0050,L008,2936.62,390.66,10.36,220,Noche
EN0006598,20240401,A017,EQ0001,L009,3808.83,503.73,22.09,1862,Noche
EN0006599,20240325,A008,EQ0039,L012,7246.65,724.15,14.85,3274,Noche
EN0006600,20240203,A009,EQ0059,L004,883.02,129.42,7.81,723,Noche
EN0006601,20240512,A008,EQ0011,L012,3787.27,606.98,13.84,1588,Tarde
EN0006602,20240225,A017,EQ0060,L009,4519.41,732.89,16.98,3066,Día
EN0006603,20241026,A010,EQ0052,L002,3445.49,334.42,11.58,492,Día
EN0006604,20240216,A009,EQ0018,L004,1929.11,303.89,6.91,4048,Día
EN0006605,20241225,A010,EQ0023,L002,1897.76,289.16,12.21,2071,Tarde
EN0006606,20241130,A017,EQ0016,L009,1181.52,156.62,6.33,191,Noche
EN0006607,20240523,A008,EQ0039,L012,6805.56,830.81,21.54,3459,Día
EN0006608,20240511,A004,EQ0048,L008,1436.7,203.91,15.77,2845,Noche
EN0006609,20240707,A017,EQ0013,L009,1158.3,109.36,5.46,924,Día
EN0006610,20240105,A005,EQ0041,L008,1381.38,246.19,17.03,941,Tarde
EN0006611,20240404,A004,EQ0025,L008,2774.0,396.14,12.86,1703,Noche
EN0006612,20240727,A017,EQ0013,L009,1886.59,280.52,8.71,3758,Noche
EN0006613,20240315,A004,EQ0038,L008,2217.6,202.02,7.96,364,Tarde
EN0006614,20240706,A005,EQ0028,L008,1580.97,244.27,4.02,3317,Noche
EN0006615,20240726,A008,EQ0040,L012,3743.17,388.04,10.86,630,Noche
EN0006616,20240507,A008,EQ0039,L012,10552.43,1806.49,22.05,3733,Tarde
EN0006617,20240126,A004,EQ0019,L008,934.91,99.66,11.22,797,Noche
EN0006618,20240205,A013,EQ0020,L013,5403.93,965.07,18.51,2173,Día
EN0006619,20240925,A004,EQ0036,L008,1082.2,176.89,4.58,2337,Día
EN0006620,20240525,A004,EQ0007,L008,7410.69,768.42,15.14,172,Tarde
EN0006621,20240209,A017,EQ0001,L009,4699.81,699.37,18.88,2735,Noche
EN0006622,20240809,A005,EQ0006,L008,9582.4,1674.18,21.23,874,Noche
EN0006623,20240123,A004,EQ0036,L008,4082.6,708.62,11.05,3142,Noche
EN0006624,20241221,A012,EQ0044,L017,4034.94,425.08,8.76,1567,Tarde
EN0006625,20240317,A010,EQ0055,L002,2162.06,374.75,11.56,1286,Tarde
EN0006626,20240527,A004,EQ0047,L008,1417.88,162.17,7.17,2501,Noche
EN0006627,20241123,A008,EQ0032,L012,4075.69,699.96,14.65,2408,Tarde
EN0006628,20240810,A012,EQ0043,L017,1586.44,200.05,5.82,845,Tarde
EN0006629,20240213,A017,EQ0027,L009,4857.94,696.12,14.73,4120,Noche
EN0006630,20240612,A010,EQ0052,L002,2606.03,270.5,11.81,2893,Día
EN0006631,20240804,A004,EQ0029,L008,8273.39,1212.26,22.04,345,Tarde
EN0006632,20240822,A005,EQ0054,L008,3802.72,496.65,19.28,146,Noche
EN0006633,20240615,A005,EQ0006,L008,2419.22,229.7,6.65,4147,Noche
EN0006634,20240427,A017,EQ0024,L009,5074.81,635.8,22.77,3823,Noche
EN0006635,20240815,A004,EQ0026,L008,7958.88,944.48,20.28,2354,Tarde
EN0006636,20240320,A010,EQ0023,L002,3883.32,447.15,19.3,3928,Día
EN0006637,20240526,A004,EQ0050,L008,1458.66,171.48,10.05,3096,Día
EN0006638,20240903,A017,EQ0024,L009,5037.99,458.01,17.0,2659,Noche
EN0006639,20240621,A017,EQ0057,L009,2750.91,406.35,15.2,1503,Día
EN0006640,20240101,A017,EQ0024,L009,1320.02,153.68,5.04,423,Tarde
EN0006641,20241224,A008,EQ0011,L012,2104.32,294.4,19.4,991,Día
EN0006642,20240407,A005,EQ0058,L008,10300.0,1233.56,23.73,2290,Tarde
EN0006643,20240422,A004,EQ0042,L008,3476.37,577.53,9.83,2795,Día
EN0006644,20240105,A017,EQ0031,L009,2637.89,314.18,14.32,2184,Noche
EN0006645,20240306,A017,EQ0031,L009,5138.22,551.97,19.66,603,Noche
EN0006646,20240210,A004,EQ0025,L008,10811.03,1269.69,22.12,3705,Tarde
EN0006647,20240112,A017,EQ0057,L009,850.18,152.14,4.08,3385,Tarde
EN0006648,20240107,A010,EQ0052,L002,3046.09,362.0,16.12,1017,Tarde
EN0006649,20240819,A005,EQ0028,L008,4697.35,620.69,17.84,3627,Noche
EN0006650,20240125,A012,EQ0043,L017,6372.59,1140.89,15.49,1030,Noche
EN0006651,20240215,A010,EQ0014,L002,3166.42,566.62,11.2,3276,Noche
EN0006652,20240416,A004,EQ0025,L008,3849.27,400.05,14.47,1805,Día
EN0006653,20241111,A004,EQ0003,L008,3016.7,329.46,11.14,3010,Día
EN0006654,20240108,A013,EQ0020,L013,6291.22,1019.13,22.54,3643,Día
EN0006655,20240811,A004,EQ0046,L008,4583.84,798.41,19.83,1966,Día
EN0006656,20240519,A004,EQ0022,L008,2376.93,387.43,16.12,1217,Día
EN0006657,20241017,A012,EQ0044,L017,3026.08,281.33,11.49,1687,Noche
EN0006658,20241113,A017,EQ0060,L009,2379.85,247.91,8.47,3082,Noche
EN0006659,20240916,A005,EQ0056,L008,3491.48,557.87,9.52,2443,Noche
EN0006660,20241204,A004,EQ0022,L008,5517.48,784.98,12.15,1708,Tarde
EN0006661,20241002,A017,EQ0004,L009,6285.07,637.93,12.47,1084,Noche
EN0006662,20240813,A010,EQ0055,L002,1646.29,217.02,9.47,3019,Tarde
EN0006663,20241225,A009,EQ0059,L004,4836.34,735.25,9.46,1202,Día
EN0006664,20240124,A017,EQ0057,L009,2116.21,319.87,14.9,2997,Día
EN0006665,20240805,A013,EQ0012,L013,8966.92,943.2,19.33,1905,Día
EN0006666,20240320,A017,EQ0005,L009,1832.81,207.19,9.65,190,Noche
EN0006667,20240423,A010,EQ0034,L002,8537.55,954.35,20.68,3237,Día
EN0006668,20240813,A008,EQ0039,L012,10887.48,1645.65,16.1,2014,Día
EN0006669,20240808,A010,EQ0034,L002,1991.83,281.37,12.59,2350,Día
EN0006670,20240715,A004,EQ0003,L008,1665.05,190.34,18.64,515,Día
EN0006671,20240712,A004,EQ0003,L008,3162.44,532.72,8.3,3889,Noche
EN0006672,20240711,A010,EQ0023,L002,4077.53,645.14,16.1,1788,Noche
EN0006673,20240316,A004,EQ0038,L008,5521.75,812.62,17.94,1945,Tarde
EN0006674,20240705,A004,EQ0015,L008,2976.82,402.89,23.42,2194,Día
EN0006675,20240422,A005,EQ0021,L008,6021.0,649.42,14.1,3520,Día
EN0006676,20240424,A004,EQ0036,L008,4752.39,570.32,16.02,3212,Tarde
EN0006677,20240828,A006,EQ0051,L015,6202.2,697.79,17.24,4096,Tarde
EN0006678,20240422,A008,EQ0032,L012,770.5,83.63,6.35,1635,Día
EN0006679,20240621,A008,EQ0032,L012,2874.61,271.23,22.41,1520,Tarde
EN0006680,20240525,A017,EQ0016,L009,3351.89,370.1,18.0,2744,Día
EN0006681,20240425,A017,EQ0005,L009,1814.13,215.84,12.56,346,Día
EN0006682,20241231,A004,EQ0042,L008,1133.09,178.61,5.68,2644,Día
EN0006683,20240801,A010,EQ0034,L002,3534.43,586.61,13.4,212,Día
EN0006684,20240224,A013,EQ0012,L013,2833.49,414.45,17.81,4132,Noche
EN0006685,20240410,A005,EQ0058,L008,4316.42,501.67,10.63,4080,Tarde
EN0006686,20240301,A005,EQ0028,L008,5904.44,969.1,16.07,4143,Día
EN0006687,20241225,A004,EQ0050,L008,2610.26,357.48,8.69,3039,Noche
EN0006688,20241019,A009,EQ0018,L004,2714.65,366.69,6.38,3573,Noche
EN0006689,20241005,A017,EQ0045,L009,6053.18,1031.44,21.85,512,Tarde
EN0006690,20240422,A017,EQ0013,L009,2285.76,331.93,8.15,3702,Tarde
EN0006691,20240225,A010,EQ0055,L002,2530.68,328.52,16.64,1833,Tarde
EN0006692,20241212,A004,EQ0046,L008,5066.68,675.45,16.95,2004,Tarde
EN0006693,20240505,A012,EQ0043,L017,2507.36,268.34,20.9,1640,Día
EN0006694,20240921,A010,EQ0023,L002,4453.48,557.16,11.61,2255,Día
EN0006695,20240406,A017,EQ0010,L009,4885.52,807.03,9.45,3161,Día
EN0006696,20240605,A008,EQ0039,L012,2583.39,251.08,5.82,787,Tarde
EN0006697,20240403,A010,EQ0023,L002,7587.7,756.51,19.81,2601,Día
EN0006698,20240323,A008,EQ0040,L012,9621.23,1597.76,22.42,1453,Tarde
EN0006699,20240327,A005,EQ0006,L008,5128.12,605.6,11.98,3217,Noche
EN0006700,20240604,A017,EQ0016,L009,3351.62,419.25,9.83,2758,Tarde
EN0006701,20240205,A006,EQ0030,L015,4566.93,767.19,9.28,3400,Tarde
EN0006702,20240106,A010,EQ0033,L002,10849.45,1933.98,22.22,3230,Día
EN0006703,20240429,A017,EQ0016,L009,3445.89,493.48,11.87,1367,Noche
EN0006704,20241105,A006,EQ0030,L015,7284.39,1149.02,18.63,283,Noche
EN0006705,20240120,A012,EQ0043,L017,6721.89,1077.99,16.42,318,Noche
EN0006706,20240914,A017,EQ0001,L009,1873.61,310.0,13.78,2647,Día
EN0006707,20241006,A017,EQ0005,L009,4256.27,707.01,9.64,996,Día
EN0006708,20241218,A017,EQ0031,L009,5779.45,673.95,18.56,1957,Tarde
EN0006709,20240308,A017,EQ0005,L009,2830.18,475.25,12.75,3415,Tarde
EN0006710,20240913,A017,EQ0005,L009,1944.63,283.1,6.69,277,Tarde
EN0006711,20240207,A005,EQ0058,L008,6160.53,685.56,12.95,4034,Día
EN0006712,20241018,A013,EQ0012,L013,5925.57,533.56,21.94,3645,Noche
EN0006713,20241003,A010,EQ0052,L002,6064.15,568.76,13.83,102,Día
EN0006714,20241011,A004,EQ0026,L008,5355.66,687.93,20.84,3808,Día
EN0006715,20241002,A004,EQ0022,L008,2568.65,274.01,12.59,3010,Día
EN0006716,20240805,A004,EQ0038,L008,372.08,40.04,4.48,1270,Día
EN0006717,20240602,A017,EQ0001,L009,1430.89,233.73,13.58,3169,Tarde
EN0006718,20240602,A004,EQ0019,L008,880.21,117.95,4.53,1513,Noche
EN0006719,20241115,A009,EQ0018,L004,1726.64,302.83,8.29,971,Noche
EN0006720,20240716,A017,EQ0001,L009,1465.17,238.63,7.69,1937,Día
EN0006721,20240531,A017,EQ0016,L009,1699.98,160.47,8.76,1245,Noche
EN0006722,20241021,A005,EQ0021,L008,2337.81,416.33,8.75,3315,Día
EN0006723,20240705,A017,EQ0045,L009,7001.16,733.63,21.21,2529,Día
EN0006724,20240221,A004,EQ0025,L008,4307.49,588.88,11.59,1309,Tarde
EN0006725,20241016,A004,EQ0029,L008,2306.91,358.37,19.82,459,Noche
EN0006726,20240817,A017,EQ0013,L009,2041.37,271.33,5.07,3816,Noche
EN0006727,20240218,A004,EQ0035,L008,677.66,111.41,6.03,3818,Tarde
EN0006728,20240902,A010,EQ0055,L002,1758.69,303.02,7.44,1328,Noche
EN0006729,20240119,A005,EQ0054,L008,2739.77,358.66,10.11,145,Día
EN0006730,20241223,A017,EQ0057,L009,547.29,55.98,4.53,2630,Día
EN0006731,20240814,A004,EQ0025,L008,489.77,81.73,4.49,796,Día
EN0006732,20240502,A010,EQ0052,L002,4207.57,546.71,17.08,4182,Tarde
EN0006733,20240511,A017,EQ0001,L009,5750.48,596.33,23.76,3561,Noche
EN0006734,20241205,A005,EQ0028,L008,6741.16,1062.42,15.86,1944,Día
EN0006735,20240327,A005,EQ0058,L008,6091.24,1081.59,15.6,1908,Tarde
EN0006736,20240128,A004,EQ0035,L008,941.82,146.53,4.92,3358,Noche
EN0006737,20241025,A008,EQ0032,L012,5130.74,728.91,18.13,4076,Tarde
EN0006738,20240706,A009,EQ0059,L004,8403.77,1143.91,18.41,1483,Tarde
EN0006739,20240805,A004,EQ0007,L008,3903.53,352.84,12.26,212,Tarde
EN0006740,20240312,A004,EQ0048,L008,7465.47,946.41,19.64,1642,Tarde
EN0006741,20241121,A006,EQ0051,L015,2816.62,258.96,14.42,2612,Noche
EN0006742,20240722,A008,EQ0039,L012,1306.69,126.91,4.67,337,Día
EN0006743,20240612,A013,EQ0012,L013,372.41,57.2,4.11,2984,Noche
EN0006744,20240804,A017,EQ0060,L009,1740.87,202.37,5.52,233,Tarde
EN0006745,20240802,A012,EQ0043,L017,2122.28,252.97,6.46,546,Día
EN0006746,20240719,A008,EQ0040,L012,7204.59,962.56,19.77,3763,Tarde
EN0006747,20241112,A005,EQ0021,L008,7468.47,1013.3,22.85,2006,Noche
EN0006748,20240809,A004,EQ0003,L008,2107.34,208.61,5.38,1641,Tarde
EN0006749,20240607,A017,EQ0057,L009,4727.01,452.91,17.63,2157,Día
EN0006750,20241029,A004,EQ0050,L008,7349.3,1300.5,15.76,1279,Día
EN0006751,20240926,A004,EQ0035,L008,2980.89,270.57,5.98,2997,Día
EN0006752,20240212,A010,EQ0023,L002,3237.25,294.51,11.79,2354,Tarde
EN0006753,20240329,A004,EQ0017,L008,5125.29,762.27,15.85,481,Tarde
EN0006754,20241119,A005,EQ0021,L008,2633.78,238.76,5.92,1419,Tarde
EN0006755,20240106,A004,EQ0022,L008,2754.34,402.2,7.85,1542,Noche
EN0006756,20241103,A004,EQ0026,L008,1482.47,169.54,11.23,792,Tarde
EN0006757,20240815,A004,EQ0029,L008,1256.96,141.42,4.29,2154,Noche
EN0006758,20240109,A004,EQ0002,L008,2467.31,404.87,17.1,716,Tarde
EN0006759,20240425,A005,EQ0054,L008,2540.49,238.07,9.73,4044,Noche
EN0006760,20240715,A004,EQ0022,L008,2646.0,438.42,5.43,2184,Día
EN0006761,20240317,A004,EQ0026,L008,1091.98,168.39,6.0,2829,Día
EN0006762,20240516,A017,EQ0057,L009,1518.59,200.9,8.51,3248,Tarde
EN0006763,20241221,A004,EQ0036,L008,1593.01,244.6,11.47,4184,Tarde
EN0006764,20241124,A013,EQ0020,L013,2355.6,359.95,16.43,3487,Tarde
EN0006765,20240327,A013,EQ0012,L013,2449.47,239.21,21.59,130,Noche
EN0006766,20240808,A004,EQ0022,L008,11359.47,1652.97,22.91,1794,Tarde
EN0006767,20241201,A013,EQ0012,L013,3087.83,530.16,17.78,3745,Tarde
EN0006768,20240730,A017,EQ0037,L009,7490.57,722.29,15.99,1602,Noche
EN0006769,20240822,A017,EQ0008,L009,1241.0,118.0,4.63,3470,Tarde
EN0006770,20240329,A004,EQ0003,L008,434.3,41.98,4.32,930,Tarde
EN0006771,20240219,A008,EQ0011,L012,987.31,176.37,6.88,103,Día
EN0006772,20240808,A017,EQ0031,L009,1884.16,228.21,5.81,3165,Tarde
EN0006773,20241116,A005,EQ0021,L008,5106.81,533.81,13.29,2963,Día
EN0006774,20240804,A004,EQ0053,L008,3485.69,393.64,13.24,3044,Día
EN0006775,20240208,A013,EQ0020,L013,12382.36,1559.95,23.91,3044,Noche
EN0006776,20240917,A008,EQ0011,L012,2503.7,369.51,22.48,3583,Noche
EN0006777,20240825,A017,EQ0045,L009,3113.81,324.23,6.87,2707,Día
EN0006778,20240814,A004,EQ0042,L008,9965.96,1608.86,22.5,4002,Noche
EN0006779,20240509,A008,EQ0039,L012,2140.7,262.45,20.84,1044,Noche
EN0006780,20241002,A006,EQ0030,L015,4507.54,523.41,18.47,1817,Noche
EN0006781,20240316,A017,EQ0016,L009,2489.96,360.17,13.65,1947,Tarde
EN0006782,20241212,A012,EQ0044,L017,7443.76,1111.13,22.7,1142,Día
EN0006783,20240610,A017,EQ0016,L009,2393.31,367.65,7.85,508,Día
EN0006784,20240313,A006,EQ0030,L015,2383.2,403.94,5.24,2662,Noche
EN0006785,20240302,A004,EQ0017,L008,9503.29,1376.78,19.49,3925,Día
EN0006786,20240405,A004,EQ0029,L008,4089.65,677.56,13.67,1670,Noche
EN0006787,20241201,A017,EQ0024,L009,5241.14,495.53,13.37,3073,Día
EN0006788,20240124,A017,EQ0005,L009,4557.63,742.87,11.72,2186,Día
EN0006789,20240815,A008,EQ0032,L012,23391.36,2958.63,23.93,3165,Día
EN0006790,20240710,A004,EQ0035,L008,1054.64,134.01,12.26,2705,Día
EN0006791,20240714,A004,EQ0042,L008,1232.36,199.44,8.49,915,Noche
EN0006792,20240328,A005,EQ0041,L008,3526.4,409.48,12.77,3819,Día
EN0006793,20240910,A004,EQ0035,L008,8224.87,1352.01,15.89,2184,Día
EN0006794,20240311,A004,EQ0038,L008,421.17,67.99,4.9,3635,Tarde
EN0006795,20241123,A004,EQ0019,L008,4043.4,456.58,11.49,1227,Noche
EN0006796,20240428,A004,EQ0015,L008,3018.05,509.84,10.79,2051,Noche
EN0006797,20240905,A017,EQ0031,L009,1273.32,154.47,15.57,2555,Tarde
EN0006798,20240406,A013,EQ0012,L013,3905.97,393.47,16.02,2555,Día
EN0006799,20241214,A004,EQ0053,L008,6011.19,869.88,12.06,2686,Tarde
EN0006800,20240627,A005,EQ0054,L008,2177.52,351.94,19.79,911,Tarde
EN0006801,20240415,A004,EQ0035,L008,5786.33,767.57,17.99,4026,Tarde
EN0006802,20241116,A017,EQ0045,L009,8352.39,1362.61,22.93,2435,Tarde
EN0006803,20241216,A004,EQ0007,L008,8577.14,1005.73,18.04,1650,Día
EN0006804,20240117,A010,EQ0023,L002,4271.64,742.46,21.82,3051,Noche
EN0006805,20240907,A017,EQ0031,L009,3608.22,353.7,10.32,3557,Día
EN0006806,20241110,A004,EQ0007,L008,7644.75,1248.21,22.56,1232,Día
EN0006807,20240504,A005,EQ0058,L008,8382.92,1251.88,18.63,3680,Tarde
EN0006808,20240812,A009,EQ0059,L004,4269.87,430.26,10.36,1355,Día
EN0006809,20240815,A010,EQ0034,L002,5230.95,658.91,15.81,2017,Tarde
EN0006810,20240531,A017,EQ0060,L009,8927.57,986.68,22.69,4109,Día
EN0006811,20240905,A004,EQ0009,L008,8847.84,1529.19,18.93,1145,Tarde
EN0006812,20240912,A012,EQ0044,L017,1599.18,254.37,17.31,3285,Día
EN0006813,20240527,A004,EQ0050,L008,3958.0,450.23,20.77,1784,Día
EN0006814,20241227,A013,EQ0012,L013,1604.56,239.6,9.03,2577,Tarde
EN0006815,20240718,A009,EQ0018,L004,8785.21,1034.95,23.92,3253,Día
EN0006816,20241108,A013,EQ0020,L013,1113.32,142.59,4.25,3536,Noche
EN0006817,20240210,A010,EQ0023,L002,5507.45,584.44,22.7,2967,Día
EN0006818,20240724,A009,EQ0018,L004,5287.53,870.85,13.98,941,Noche
EN0006819,20240401,A009,EQ0059,L004,9208.9,1070.24,23.21,3556,Noche
EN0006820,20240805,A017,EQ0008,L009,2371.27,400.89,6.5,3100,Tarde
EN0006821,20240103,A013,EQ0012,L013,10951.65,1963.1,21.84,3929,Tarde
EN0006822,20240430,A006,EQ0030,L015,6832.61,1028.66,16.76,1170,Noche
EN0006823,20240313,A004,EQ0022,L008,9614.0,1033.98,22.9,2481,Tarde
EN0006824,20240821,A005,EQ0049,L008,931.29,128.4,4.21,936,Tarde
EN0006825,20241212,A005,EQ0058,L008,8030.8,1388.87,16.09,2068,Día
EN0006826,20240125,A013,EQ0020,L013,3798.4,615.43,18.43,3819,Noche
EN0006827,20240420,A005,EQ0054,L008,8023.8,1181.75,18.08,463,Noche
EN0006828,20241123,A008,EQ0040,L012,7427.64,968.55,22.94,1534,Tarde
EN0006829,20240720,A017,EQ0001,L009,1969.81,346.07,7.61,1723,Día
EN0006830,20240423,A017,EQ0001,L009,2384.75,288.91,14.31,2981,Día
EN0006831,20240804,A004,EQ0047,L008,4333.67,606.87,17.73,1852,Día
EN0006832,20240906,A017,EQ0004,L009,3070.94,446.93,12.86,3395,Noche
EN0006833,20240916,A004,EQ0007,L008,4303.03,527.79,9.97,3621,Día
EN0006834,20241106,A012,EQ0044,L017,5500.6,965.82,13.62,1274,Día
EN0006835,20240612,A004,EQ0035,L008,2211.81,352.71,15.79,3896,Noche
EN0006836,20241009,A006,EQ0030,L015,9573.12,1688.76,20.52,1594,Noche
EN0006837,20240219,A012,EQ0043,L017,4937.88,834.69,10.49,2445,Tarde
EN0006838,20240514,A005,EQ0006,L008,2040.25,236.31,13.05,2169,Noche
EN0006839,20240812,A006,EQ0030,L015,3625.82,630.8,7.99,3859,Noche
EN0006840,20241231,A009,EQ0018,L004,3747.96,483.15,16.13,2725,Noche
EN0006841,20240822,A017,EQ0060,L009,4473.76,801.63,15.51,721,Noche
EN0006842,20241112,A017,EQ0001,L009,6568.93,897.57,15.68,308,Noche
EN0006843,20240529,A017,EQ0031,L009,3132.11,484.86,6.76,2764,Tarde
EN0006844,20241103,A004,EQ0003,L008,3861.18,561.82,15.12,3780,Día
EN0006845,20241228,A004,EQ0009,L008,4361.82,534.55,19.37,2114,Día
EN0006846,20241026,A005,EQ0021,L008,2460.08,332.82,8.22,3337,Día
EN0006847,20240516,A004,EQ0003,L008,1312.72,136.78,8.07,1877,Tarde
EN0006848,20241027,A008,EQ0039,L012,7441.81,777.96,18.73,4017,Tarde
EN0006849,20240110,A005,EQ0041,L008,10757.3,1745.39,21.22,1375,Día
EN0006850,20241012,A005,EQ0049,L008,1580.28,207.49,19.74,3115,Tarde
EN0006851,20240224,A004,EQ0025,L008,2928.2,495.22,11.11,3280,Tarde
EN0006852,20241213,A004,EQ0035,L008,2744.02,415.52,12.59,1229,Tarde
EN0006853,20241212,A005,EQ0041,L008,6621.49,756.65,14.38,154,Día
EN0006854,20240618,A006,EQ0051,L015,4751.22,600.73,12.4,372,Noche
EN0006855,20240930,A008,EQ0039,L012,1443.71,245.92,4.37,1491,Día
EN0006856,20240412,A017,EQ0008,L009,4596.94,762.36,10.55,4103,Tarde
EN0006857,20241103,A017,EQ0024,L009,3524.32,444.31,20.06,855,Tarde
EN0006858,20241010,A005,EQ0006,L008,1111.75,183.96,9.1,158,Día
EN0006859,20241218,A010,EQ0023,L002,4265.86,688.7,19.71,1095,Noche
EN0006860,20241217,A006,EQ0030,L015,8107.81,1041.54,20.96,3785,Día
EN0006861,20240914,A004,EQ0029,L008,4884.92,785.86,17.91,148,Noche
EN0006862,20241217,A017,EQ0008,L009,5449.89,554.83,15.38,1806,Tarde
EN0006863,20240302,A005,EQ0028,L008,2918.87,342.82,15.29,2849,Día
EN0006864,20240726,A004,EQ0002,L008,1208.02,179.53,11.36,162,Tarde
EN0006865,20241105,A017,EQ0013,L009,2475.41,359.8,14.55,586,Día
EN0006866,20240603,A004,EQ0046,L008,5097.13,733.4,9.89,702,Tarde
EN0006867,20240315,A017,EQ0001,L009,5776.86,766.91,17.53,312,Noche
EN0006868,20240718,A005,EQ0028,L008,5298.0,488.15,14.19,4058,Tarde
EN0006869,20240908,A004,EQ0050,L008,6471.24,975.41,17.94,1494,Noche
EN0006870,20240309,A004,EQ0003,L008,2181.91,246.83,19.65,2525,Noche
EN0006871,20240112,A006,EQ0051,L015,2145.1,375.11,16.38,796,Noche
EN0006872,20241225,A004,EQ0050,L008,3470.14,561.46,7.13,2654,Noche
EN0006873,20240504,A017,EQ0045,L009,5259.26,709.44,14.63,2871,Noche
EN0006874,20240903,A010,EQ0014,L002,8739.4,1448.86,18.46,1034,Día
EN0006875,20240708,A017,EQ0024,L009,6180.07,959.81,14.87,2808,Día
EN0006876,20241115,A012,EQ0044,L017,2140.73,381.86,4.13,195,Noche
EN0006877,20240912,A008,EQ0032,L012,2659.09,332.58,11.5,2292,Noche
EN0006878,20240320,A009,EQ0018,L004,3719.63,446.08,18.42,3267,Tarde
EN0006879,20241108,A004,EQ0003,L008,1550.49,241.71,6.0,3976,Día
EN0006880,20240915,A017,EQ0045,L009,4661.95,684.99,15.69,1292,Día
EN0006881,20240122,A005,EQ0058,L008,1755.33,300.91,6.9,3422,Día
EN0006882,20241122,A005,EQ0054,L008,4605.85,558.59,18.15,1788,Día
EN0006883,20241027,A004,EQ0019,L008,5133.4,743.04,15.17,2404,Día
EN0006884,20240627,A005,EQ0041,L008,4332.87,688.48,22.97,1899,Noche
EN0006885,20240930,A005,EQ0041,L008,1480.33,240.06,4.18,3789,Noche
EN0006886,20240602,A004,EQ0035,L008,2823.08,329.69,10.78,483,Noche
EN0006887,20241025,A017,EQ0027,L009,3205.51,330.55,11.6,1242,Día
EN0006888,20240525,A004,EQ0042,L008,6091.67,624.79,15.64,1124,Tarde
EN0006889,20240711,A017,EQ0005,L009,10712.13,1036.71,22.98,1948,Día
EN0006890,20241005,A004,EQ0036,L008,8589.03,1246.08,19.35,1901,Tarde
EN0006891,20240802,A004,EQ0042,L008,8509.43,1379.83,19.85,2175,Tarde
EN0006892,20240801,A006,EQ0030,L015,3260.58,348.56,8.61,1920,Día
EN0006893,20240211,A004,EQ0015,L008,2909.75,296.7,7.87,707,Noche
EN0006894,20240307,A004,EQ0022,L008,2384.79,252.64,12.16,4074,Tarde
EN0006895,20241026,A004,EQ0038,L008,4288.07,442.9,10.07,3638,Noche
