ProductivityID,DateKey,AreaID,ResponsibleID,LocationID,Shift,PlannedOutput,ActualOutput,LaborHours,ProductiveHours,NonProductiveHours
PD002094,20241223,A002,R007,L004,Tarde,614,394,8.56,7.4,1.17
PD002095,20241005,A006,R019,L002,Tarde,171,143,8.65,6.11,2.54
PD002096,20241116,A002,R030,L007,Noche,72,70,10.26,8.4,1.86
PD002097,20240401,A001,R024,L007,Noche,344,332,6.82,4.8,2.01
PD002098,20240815,A003,R006,L007,Noche,566,634,9.47,8.56,0.91
PD002099,20240212,A005,R006,L001,Día,449,434,8.96,7.23,1.73
PD002100,20240321,A002,R029,L001,Tarde,234,228,10.99,9.64,1.35
PD002101,20240812,A004,R029,L001,Tarde,883,925,7.67,6.24,1.43
PD002102,20240517,A003,R003,L006,Tarde,563,460,7.82,5.34,2.48
PD002103,20240105,A002,R024,L007,Día,802,618,9.72,7.63,2.09
PD002104,20241202,A004,R023,L003,Día,445,370,8.11,7.09,1.02
PD002105,20240605,A001,R020,L007,Noche,308,242,9.64,7.67,1.97
PD002106,20240828,A002,R016,L002,Tarde,610,612,9.13,6.77,2.36
PD002107,20241225,A005,R015,L002,Tarde,754,601,12.0,8.66,3.34
PD002108,20240727,A004,R027,L004,Tarde,354,351,8.79,6.79,2.0
PD002109,20240618,A001,R009,L004,Tarde,564,373,10.35,5.98,4.37
PD002110,20240610,A002,R009,L006,Noche,708,578,8.84,7.47,1.37
PD002111,20240904,A002,R007,L007,Noche,128,137,8.72,7.39,1.33
PD002112,20240423,A005,R012,L007,Tarde,160,168,6.76,4.97,1.79
PD002113,20240213,A003,R020,L001,Noche,586,576,10.43,7.76,2.67
PD002114,20241005,A001,R029,L005,Tarde,105,91,10.46,7.34,3.12
PD002115,20240309,A006,R025,L006,Tarde,531,500,6.95,5.6,1.35
PD002116,20240912,A003,R007,L006,Tarde,314,287,10.43,9.17,1.26
PD002117,20240925,A001,R006,L002,Tarde,198,147,6.31,3.41,2.89
PD002118,20240716,A003,R003,L004,Noche,832,665,7.34,5.56,1.78
PD002119,20241227,A003,R025,L005,Tarde,327,302,6.45,4.87,1.58
PD002120,20241229,A006,R029,L005,Tarde,881,799,6.07,4.31,1.76
PD002121,20241008,A005,R004,L002,Tarde,660,568,7.29,6.26,1.03
PD002122,20241219,A006,R017,L005,Tarde,401,330,8.25,7.17,1.08
PD002123,20240115,A006,R020,L004,Día,566,580,10.78,9.83,0.96
PD002124,20240223,A002,R025,L002,Día,79,79,6.84,4.88,1.96
PD002125,20240907,A001,R022,L007,Noche,319,264,8.79,5.87,2.91
PD002126,20240430,A001,R018,L007,Noche,396,291,9.12,5.05,4.07
PD002127,20240209,A005,R013,L002,Tarde,783,820,9.75,8.49,1.26
PD002128,20241203,A006,R015,L005,Tarde,576,572,6.85,4.95,1.9
PD002129,20240911,A002,R011,L003,Noche,137,118,9.5,8.67,0.84
PD002130,20240824,A006,R014,L006,Noche,846,811,7.23,6.56,0.67
PD002131,20240227,A005,R008,L003,Tarde,607,421,9.51,7.62,1.89
PD002132,20240928,A006,R015,L003,Tarde,784,884,6.4,4.52,1.88
PD002133,20240116,A003,R001,L003,Día,273,258,6.02,4.37,1.66
PD002134,20240929,A003,R023,L002,Día,158,129,8.55,6.67,1.88
PD002135,20240815,A005,R018,L001,Día,682,714,10.52,7.54,2.98
PD002136,20241120,A005,R001,L002,Tarde,735,578,9.61,6.56,3.04
PD002137,20240418,A001,R013,L005,Tarde,110,79,9.09,7.43,1.66
PD002138,20240521,A006,R015,L004,Noche,213,211,11.85,9.16,2.69
PD002139,20240429,A001,R001,L006,Noche,330,303,9.78,6.58,3.21
PD002140,20240820,A006,R004,L006,Día,812,726,7.6,5.24,2.36
PD002141,20240806,A004,R006,L004,Tarde,456,415,8.44,7.55,0.89
PD002142,20240204,A002,R017,L006,Noche,250,274,6.2,5.56,0.64
PD002143,20240101,A002,R005,L001,Día,374,364,10.25,7.63,2.63
PD002144,20240321,A004,R011,L006,Noche,570,577,8.76,6.13,2.63
PD002145,20241219,A006,R005,L002,Día,652,539,10.42,8.63,1.79
PD002146,20240523,A005,R008,L005,Tarde,727,703,11.79,9.2,2.6
PD002147,20240709,A001,R008,L004,Noche,756,539,6.51,4.57,1.94
PD002148,20240204,A001,R019,L002,Día,434,276,11.39,8.4,2.99
PD002149,20240711,A005,R018,L001,Día,250,217,7.63,6.7,0.93
PD002150,20240422,A006,R005,L003,Tarde,177,162,9.32,6.19,3.13
PD002151,20240413,A002,R004,L001,Día,239,244,10.74,7.69,3.05
PD002152,20240423,A005,R026,L005,Día,309,216,9.34,7.86,1.48
PD002153,20240409,A005,R001,L001,Día,649,696,9.21,6.98,2.23
PD002154,20240709,A003,R014,L002,Noche,335,403,9.98,8.42,1.56
PD002155,20240925,A005,R019,L001,Noche,551,532,6.57,4.43,2.14
PD002156,20240612,A002,R002,L001,Noche,202,174,11.71,8.86,2.85
PD002157,20240614,A005,R008,L003,Noche,631,555,10.14,7.45,2.7
PD002158,20240926,A003,R011,L006,Noche,798,604,10.3,8.32,1.98
PD002159,20240423,A001,R021,L002,Día,387,277,10.57,9.39,1.18
PD002160,20240910,A003,R014,L005,Tarde,392,282,9.62,7.81,1.8
PD002161,20240622,A004,R029,L004,Noche,600,549,11.23,8.75,2.48
PD002162,20240829,A004,R002,L007,Tarde,551,741,11.6,7.85,3.75
PD002163,20240831,A001,R025,L003,Día,868,737,11.04,9.01,2.02
PD002164,20240323,A006,R013,L005,Noche,788,679,6.95,5.01,1.94
PD002165,20240307,A005,R004,L001,Día,806,572,7.49,6.76,0.73
PD002166,20241111,A006,R015,L001,Día,894,791,9.77,7.46,2.31
PD002167,20240221,A001,R002,L007,Noche,571,455,9.34,6.54,2.8
PD002168,20240825,A006,R016,L004,Tarde,395,372,10.24,7.49,2.75
PD002169,20240809,A001,R029,L004,Noche,145,119,7.77,5.1,2.68
PD002170,20240731,A006,R024,L001,Día,863,975,8.99,6.28,2.71
PD002171,20241023,A003,R002,L005,Noche,859,892,11.86,10.29,1.57
PD002172,20241018,A006,R023,L006,Noche,224,220,10.87,8.95,1.92
PD002173,20241114,A005,R004,L004,Noche,609,549,10.36,8.02,2.34
PD002174,20240419,A001,R012,L003,Noche,229,161,10.45,9.05,1.4
PD002175,20241009,A002,R029,L003,Noche,541,540,6.24,4.96,1.28
PD002176,20240521,A004,R024,L007,Tarde,410,439,7.06,5.21,1.84
PD002177,20240303,A006,R011,L006,Día,161,117,9.34,6.48,2.86
PD002178,20240329,A006,R003,L002,Noche,115,123,8.89,6.04,2.85
PD002179,20240614,A006,R004,L004,Tarde,889,935,7.37,5.63,1.74
PD002180,20240102,A004,R025,L001,Día,561,430,9.7,6.96,2.74
PD002181,20240501,A004,R022,L006,Tarde,594,549,10.38,9.19,1.2
PD002182,20240318,A002,R026,L005,Noche,565,553,6.37,5.78,0.59
PD002183,20241001,A004,R029,L001,Día,505,455,9.36,7.4,1.96
PD002184,20240215,A002,R025,L002,Noche,76,86,9.12,8.0,1.11
PD002185,20240507,A001,R008,L001,Día,560,505,6.94,4.3,2.64
PD002186,20240914,A004,R029,L001,Tarde,101,89,10.31,9.2,1.11
PD002187,20240529,A001,R005,L005,Día,491,333,6.47,5.6,0.88
PD002188,20240301,A003,R008,L006,Noche,297,293,11.91,10.08,1.84
PD002189,20241125,A001,R024,L002,Noche,625,519,6.15,4.72,1.44
PD002190,20241103,A001,R002,L006,Tarde,151,102,9.97,5.59,4.38
PD002191,20240721,A003,R024,L003,Noche,370,317,7.86,5.3,2.56
PD002192,20240304,A003,R025,L003,Día,173,135,9.12,6.17,2.95
PD002193,20240527,A003,R019,L006,Tarde,655,613,7.83,6.94,0.89
PD002194,20240726,A003,R025,L007,Día,859,746,9.46,8.0,1.46
PD002195,20241011,A001,R006,L004,Día,831,538,7.13,5.64,1.48
PD002196,20240217,A005,R010,L007,Tarde,649,612,9.54,7.67,1.87
PD002197,20240623,A006,R005,L001,Día,415,462,11.88,10.41,1.48
PD002198,20240912,A006,R014,L001,Día,790,586,7.02,5.14,1.88
PD002199,20241021,A004,R027,L006,Tarde,165,150,10.7,9.73,0.97
PD002200,20240615,A001,R017,L002,Día,805,627,9.38,7.89,1.49
PD002201,20241012,A006,R002,L005,Noche,733,651,8.41,6.22,2.19
PD002202,20240306,A005,R001,L007,Tarde,242,240,9.52,8.09,1.42
PD002203,20240613,A004,R004,L005,Noche,533,458,9.74,8.37,1.37
PD002204,20240503,A006,R028,L003,Día,358,322,10.42,7.34,3.08
PD002205,20240913,A006,R001,L004,Día,533,487,7.09,5.99,1.1
PD002206,20240419,A002,R026,L003,Día,433,446,10.51,8.6,1.91
PD002207,20240103,A002,R008,L007,Noche,376,316,9.69,7.61,2.08
PD002208,20241004,A003,R025,L003,Noche,267,265,11.09,9.18,1.91
PD002209,20240111,A002,R012,L006,Noche,239,241,7.69,6.08,1.61
PD002210,20240410,A003,R013,L006,Noche,404,403,10.53,7.85,2.68
PD002211,20240305,A003,R018,L007,Tarde,813,642,7.51,6.5,1.01
PD002212,20241212,A003,R008,L002,Día,220,213,9.9,7.5,2.39
PD002213,20240602,A004,R010,L001,Día,51,50,9.66,6.59,3.07
PD002214,20240229,A006,R026,L002,Día,481,413,7.48,6.52,0.97
PD002215,20241115,A004,R017,L006,Tarde,90,94,11.86,10.18,1.68
PD002216,20240413,A001,R009,L002,Noche,884,787,11.96,8.75,3.21
PD002217,20240823,A005,R027,L005,Día,784,746,11.74,8.92,2.82
PD002218,20241221,A002,R014,L006,Noche,748,708,11.41,9.33,2.07
PD002219,20240422,A003,R009,L003,Día,392,390,10.69,7.49,3.2
PD002220,20240415,A003,R006,L007,Tarde,753,637,6.13,5.62,0.51
PD002221,20241008,A001,R028,L002,Noche,349,256,7.72,5.04,2.68
PD002222,20240412,A006,R014,L006,Tarde,739,728,11.97,8.62,3.36
PD002223,20240403,A002,R018,L004,Noche,880,933,9.73,7.55,2.19
PD002224,20240525,A001,R020,L005,Noche,812,643,10.07,6.4,3.67
PD002225,20240107,A004,R014,L007,Día,199,168,7.93,5.82,2.11
PD002226,20241129,A002,R002,L004,Noche,755,715,10.12,6.89,3.23
PD002227,20241008,A003,R002,L006,Noche,691,708,8.01,6.32,1.69
PD002228,20240715,A005,R008,L004,Tarde,866,858,10.36,8.11,2.25
PD002229,20241212,A002,R021,L004,Noche,637,707,11.56,8.09,3.47
PD002230,20241231,A005,R003,L006,Día,244,255,8.76,6.93,1.83
PD002231,20240119,A002,R026,L001,Noche,866,914,10.9,8.42,2.48
PD002232,20240205,A006,R013,L006,Tarde,604,596,11.49,7.74,3.75
PD002233,20241228,A001,R010,L001,Día,336,293,7.2,5.95,1.24
PD002234,20240419,A002,R001,L004,Noche,811,600,10.96,8.41,2.55
PD002235,20241015,A005,R013,L004,Tarde,246,234,9.97,8.62,1.36
PD002236,20240807,A004,R009,L004,Noche,800,794,9.17,6.37,2.8
PD002237,20241123,A001,R024,L002,Día,143,96,9.8,5.88,3.92
PD002238,20241205,A003,R005,L004,Día,314,274,6.71,4.62,2.08
PD002239,20240623,A003,R026,L001,Tarde,778,735,11.17,8.63,2.54
PD002240,20240815,A006,R006,L005,Tarde,77,58,7.87,5.55,2.31
PD002241,20241006,A006,R011,L001,Tarde,695,748,8.03,6.39,1.65
PD002242,20240622,A005,R015,L006,Día,810,583,9.68,7.38,2.29
PD002243,20240501,A005,R006,L004,Día,208,163,7.0,5.27,1.73
PD002244,20240111,A002,R028,L003,Día,625,618,11.75,8.83,2.92
PD002245,20240318,A001,R001,L003,Noche,707,705,7.67,6.53,1.15
PD002246,20240715,A004,R019,L006,Noche,654,675,7.95,5.94,2.01
PD002247,20241227,A003,R029,L004,Tarde,268,287,9.7,8.76,0.94
PD002248,20240303,A006,R030,L001,Tarde,329,314,8.52,7.08,1.44
PD002249,20241011,A002,R009,L001,Día,817,741,9.7,8.04,1.65
PD002250,20240310,A006,R020,L005,Tarde,98,81,10.6,8.26,2.35
PD002251,20241106,A001,R019,L007,Noche,382,314,7.1,4.6,2.5
PD002252,20240122,A006,R021,L004,Noche,544,611,10.45,7.21,3.25
PD002253,20240703,A001,R028,L005,Tarde,221,132,7.57,4.64,2.93
PD002254,20240107,A002,R030,L005,Tarde,545,534,8.05,5.88,2.17
PD002255,20240802,A005,R022,L007,Noche,581,558,10.49,7.82,2.67
PD002256,20241122,A003,R008,L002,Día,118,140,9.79,7.58,2.21
PD002257,20240915,A002,R027,L007,Tarde,528,540,9.41,7.6,1.81
PD002258,20241119,A002,R024,L007,Tarde,791,754,8.07,6.32,1.75
PD002259,20240311,A003,R013,L006,Noche,804,866,8.7,7.1,1.61
PD002260,20240423,A001,R017,L001,Noche,240,195,10.18,9.03,1.15
PD002261,20241024,A006,R018,L006,Tarde,167,185,10.3,9.21,1.09
PD002262,20240508,A004,R004,L007,Tarde,459,341,11.62,10.38,1.24
PD002263,20240605,A001,R002,L006,Día,286,201,10.0,7.29,2.7
PD002264,20240425,A005,R002,L002,Tarde,729,683,10.2,8.67,1.52
PD002265,20241220,A005,R029,L006,Día,862,999,9.02,6.89,2.13
PD002266,20240220,A003,R009,L001,Noche,734,582,9.16,6.66,2.5
PD002267,20240925,A005,R004,L004,Tarde,203,208,10.6,8.17,2.43
PD002268,20240818,A006,R012,L003,Día,817,795,10.88,8.0,2.88
PD002269,20240109,A006,R024,L007,Día,464,369,7.17,4.85,2.32
PD002270,20241021,A004,R009,L002,Tarde,682,614,6.4,5.32,1.08
PD002271,20241230,A002,R008,L005,Día,690,694,11.64,8.45,3.2
PD002272,20241025,A005,R014,L001,Noche,625,547,6.44,4.34,2.1
PD002273,20241118,A005,R017,L004,Noche,64,62,10.54,8.04,2.51
PD002274,20240507,A001,R021,L002,Noche,271,226,11.08,6.07,5.01
PD002275,20240823,A002,R022,L002,Noche,320,304,8.09,7.34,0.75
PD002276,20240517,A003,R019,L001,Tarde,333,349,7.23,6.27,0.96
PD002277,20240911,A001,R028,L006,Noche,561,344,6.17,3.4,2.77
PD002278,20240608,A002,R010,L003,Tarde,686,492,10.88,9.25,1.62
PD002279,20240319,A003,R007,L002,Tarde,746,576,8.87,7.9,0.97
PD002280,20240627,A003,R029,L007,Día,696,642,7.39,6.65,0.73
PD002281,20241219,A003,R020,L006,Noche,569,495,11.56,9.63,1.93
PD002282,20240327,A005,R014,L001,Tarde,385,378,8.68,6.99,1.69
PD002283,20240111,A004,R021,L004,Día,813,748,7.55,5.53,2.02
PD002284,20240325,A002,R011,L002,Tarde,706,594,7.69,6.69,1.0
PD002285,20241114,A006,R027,L002,Noche,795,817,8.95,7.23,1.72
PD002286,20240511,A005,R010,L002,Día,860,830,9.79,7.72,2.07
PD002287,20240417,A003,R009,L007,Tarde,250,209,11.82,7.94,3.89
PD002288,20240608,A006,R012,L004,Día,639,575,8.26,6.43,1.83
PD002289,20240109,A003,R017,L003,Tarde,899,850,9.89,7.75,2.14
PD002290,20241112,A002,R004,L007,Noche,673,837,8.87,6.03,2.84
PD002291,20240706,A004,R029,L007,Noche,736,728,11.03,7.88,3.15
PD002292,20241124,A003,R011,L007,Día,849,672,11.22,8.99,2.23
PD002293,20240327,A005,R022,L002,Noche,356,381,6.12,4.79,1.34
PD002294,20240710,A003,R003,L005,Tarde,788,818,6.47,4.38,2.08
PD002295,20240503,A003,R006,L007,Día,697,745,7.17,6.25,0.92
PD002296,20240821,A001,R020,L002,Tarde,168,107,6.73,4.49,2.24
PD002297,20240802,A004,R019,L001,Tarde,884,777,7.75,5.13,2.62
PD002298,20241031,A006,R011,L007,Noche,545,421,11.86,8.44,3.42
PD002299,20240112,A003,R027,L001,Día,858,919,10.71,7.23,3.48
PD002300,20240127,A005,R017,L007,Tarde,624,531,6.72,5.93,0.79
PD002301,20240904,A005,R015,L005,Día,116,75,11.7,9.72,1.98
PD002302,20240318,A005,R013,L003,Tarde,709,769,10.53,7.76,2.76
PD002303,20240404,A001,R028,L007,Día,489,371,7.01,6.03,0.98
PD002304,20240302,A005,R026,L005,Noche,140,116,11.5,8.69,2.81
PD002305,20240310,A001,R008,L001,Noche,569,446,9.38,5.2,4.18
PD002306,20240620,A001,R009,L006,Noche,544,486,11.98,9.04,2.94
PD002307,20240930,A005,R010,L006,Noche,507,433,11.63,8.3,3.34
PD002308,20240502,A005,R020,L004,Día,653,749,8.0,7.06,0.95
PD002309,20240312,A002,R004,L002,Tarde,753,780,11.49,9.16,2.33
PD002310,20240519,A002,R004,L007,Día,230,192,9.44,7.28,2.16
PD002311,20240917,A005,R011,L007,Noche,845,708,7.55,6.89,0.66
PD002312,20241001,A006,R028,L006,Día,554,511,11.92,9.3,2.62
PD002313,20241023,A001,R013,L001,Día,391,245,6.29,3.98,2.32
PD002314,20240222,A003,R020,L007,Tarde,222,212,11.15,7.56,3.59
PD002315,20240814,A004,R001,L001,Noche,54,45,6.27,5.15,1.12
PD002316,20241126,A006,R008,L007,Tarde,281,285,9.5,7.31,2.19
PD002317,20240121,A001,R028,L005,Día,826,622,9.39,5.21,4.18
PD002318,20240117,A004,R012,L002,Tarde,272,233,6.1,4.43,1.67
PD002319,20241220,A001,R016,L003,Noche,353,316,6.21,3.91,2.3
PD002320,20241225,A003,R001,L004,Día,381,349,8.89,6.83,2.06
PD002321,20240220,A006,R007,L004,Tarde,485,522,8.15,7.08,1.07
PD002322,20241130,A003,R028,L001,Noche,498,413,11.62,9.27,2.35
PD002323,20240507,A001,R007,L001,Noche,748,751,10.34,8.22,2.12
PD002324,20240814,A004,R016,L006,Día,156,146,7.38,6.36,1.02
PD002325,20240411,A005,R017,L002,Noche,196,188,7.69,5.97,1.72
PD002326,20240421,A001,R022,L002,Noche,288,261,10.87,8.11,2.77
PD002327,20240718,A004,R019,L006,Tarde,264,187,11.92,9.22,2.7
PD002328,20240725,A001,R019,L003,Noche,153,129,8.68,5.13,3.56
PD002329,20240610,A002,R029,L007,Tarde,762,907,7.41,6.8,0.61
PD002330,20240512,A005,R023,L002,Día,614,445,9.94,8.77,1.18
PD002331,20241017,A005,R021,L004,Tarde,790,810,6.59,5.22,1.37
PD002332,20240502,A004,R002,L001,Tarde,450,349,10.01,7.43,2.58
PD002333,20240901,A004,R019,L005,Noche,123,115,6.1,4.61,1.49
PD002334,20241126,A004,R026,L005,Noche,807,796,11.77,7.86,3.9
PD002335,20240831,A003,R021,L004,Día,200,204,6.21,4.85,1.36
PD002336,20240604,A003,R019,L001,Día,204,181,8.7,7.88,0.82
PD002337,20240228,A005,R025,L007,Día,284,231,9.54,6.71,2.83
PD002338,20240131,A006,R003,L005,Noche,629,711,10.84,8.51,2.32
PD002339,20240320,A005,R013,L002,Día,479,320,7.01,4.83,2.18
PD002340,20240203,A004,R006,L003,Día,96,89,9.7,7.41,2.29
PD002341,20241214,A003,R009,L007,Noche,604,585,7.16,4.78,2.38
PD002342,20240506,A006,R008,L007,Día,877,865,7.75,6.54,1.2
PD002343,20240520,A004,R029,L004,Tarde,373,429,9.85,8.51,1.35
PD002344,20241107,A003,R009,L004,Noche,112,86,6.2,4.31,1.89
PD002345,20240913,A005,R004,L007,Noche,565,516,7.36,6.37,0.98
PD002346,20241118,A002,R029,L001,Noche,495,440,6.74,5.18,1.56
PD002347,20240509,A005,R025,L002,Tarde,112,105,6.62,5.37,1.25
PD002348,20241029,A002,R001,L005,Día,189,192,11.43,8.76,2.66
PD002349,20240409,A003,R002,L001,Tarde,446,571,10.38,9.17,1.21
PD002350,20241104,A001,R002,L007,Día,539,440,6.77,4.3,2.47
PD002351,20240226,A005,R005,L003,Día,613,665,11.64,10.43,1.21
PD002352,20240731,A004,R026,L006,Día,345,365,9.06,7.87,1.19
PD002353,20240131,A004,R026,L002,Día,232,261,10.24,7.74,2.5
PD002354,20240202,A004,R010,L001,Tarde,393,299,9.26,6.61,2.66
PD002355,20241008,A001,R011,L006,Tarde,812,647,11.8,7.6,4.2
PD002356,20241203,A003,R015,L002,Tarde,246,184,8.16,6.53,1.63
PD002357,20241203,A003,R030,L003,Día,464,550,6.48,5.39,1.09
PD002358,20240907,A003,R004,L007,Tarde,259,254,10.54,9.54,0.99
PD002359,20240125,A004,R015,L002,Día,849,822,10.24,8.86,1.38
PD002360,20240531,A003,R015,L007,Día,57,57,6.57,5.69,0.88
PD002361,20241204,A002,R023,L006,Día,367,268,6.79,6.15,0.64
PD002362,20240128,A005,R016,L001,Noche,248,165,11.38,8.95,2.43
PD002363,20240527,A002,R029,L002,Noche,336,302,6.33,4.66,1.67
PD002364,20240413,A002,R006,L003,Día,850,726,8.17,6.29,1.88
PD002365,20240612,A003,R002,L003,Noche,171,155,10.26,7.63,2.63
PD002366,20241101,A001,R018,L003,Tarde,469,298,10.01,8.76,1.24
PD002367,20240622,A005,R010,L006,Tarde,774,757,6.69,4.75,1.94
PD002368,20241109,A004,R027,L005,Día,484,480,7.54,5.3,2.23
PD002369,20240925,A005,R002,L001,Tarde,622,619,11.75,8.03,3.73
PD002370,20240214,A004,R007,L005,Tarde,250,227,9.18,7.47,1.71
PD002371,20241009,A003,R021,L001,Tarde,292,300,9.63,6.38,3.25
PD002372,20240324,A003,R015,L006,Día,96,79,9.45,8.58,0.87
PD002373,20240729,A001,R014,L004,Día,811,796,6.77,3.94,2.83
PD002374,20240414,A004,R015,L007,Tarde,157,151,7.97,6.49,1.48
PD002375,20240217,A006,R016,L003,Día,54,46,11.31,9.83,1.48
PD002376,20241025,A001,R026,L001,Día,532,467,9.67,6.74,2.93
PD002377,20240117,A001,R030,L004,Día,403,294,7.46,4.35,3.12
PD002378,20240229,A004,R013,L001,Día,91,75,8.55,7.42,1.13
PD002379,20240527,A005,R030,L002,Tarde,889,862,6.59,5.99,0.59
PD002380,20240408,A004,R014,L003,Noche,325,272,9.88,8.12,1.76
PD002381,20240928,A003,R018,L004,Tarde,342,383,7.01,6.23,0.78
PD002382,20240426,A005,R013,L005,Tarde,752,627,6.18,4.49,1.69
PD002383,20240903,A004,R004,L007,Día,575,588,9.56,7.04,2.52
PD002384,20241124,A006,R025,L004,Día,186,157,10.04,8.21,1.83
PD002385,20241015,A004,R009,L005,Día,508,529,6.5,4.81,1.69
PD002386,20240505,A005,R026,L001,Noche,576,592,7.76,6.55,1.21
PD002387,20241130,A001,R009,L003,Día,862,491,11.48,9.74,1.73
PD002388,20240221,A003,R004,L002,Noche,102,106,11.53,9.16,2.37
PD002389,20241219,A006,R005,L005,Día,696,690,11.29,7.5,3.79
PD002390,20240830,A003,R001,L005,Tarde,828,817,11.41,8.14,3.27
PD002391,20241112,A004,R025,L004,Día,805,755,7.55,6.89,0.66
PD002392,20240407,A002,R026,L007,Tarde,440,398,8.77,7.58,1.19
PD002393,20240202,A005,R022,L007,Día,356,244,11.85,9.57,2.28
PD002394,20241104,A002,R005,L004,Tarde,397,368,8.44,6.88,1.56
PD002395,20240713,A005,R021,L006,Tarde,799,742,7.87,6.33,1.54
PD002396,20240902,A006,R010,L007,Día,303,275,10.67,7.44,3.23
PD002397,20240629,A003,R030,L002,Tarde,107,87,9.61,7.29,2.32
PD002398,20240918,A004,R018,L006,Noche,508,551,7.4,6.53,0.87
PD002399,20241009,A001,R001,L006,Día,875,661,9.22,6.58,2.63
PD002400,20240521,A006,R013,L004,Tarde,374,328,8.22,7.13,1.09
PD002401,20240323,A005,R009,L001,Noche,382,281,7.41,6.8,0.61
PD002402,20241121,A001,R022,L005,Noche,404,288,11.37,9.56,1.82
PD002403,20240217,A004,R003,L003,Día,392,351,9.13,6.81,2.32
PD002404,20240317,A002,R021,L004,Noche,137,148,10.3,6.93,3.37
PD002405,20240725,A001,R002,L002,Día,703,504,8.76,6.88,1.89
PD002406,20240717,A002,R015,L007,Día,249,222,7.78,5.16,2.62
PD002407,20241101,A004,R005,L006,Noche,354,359,11.01,10.01,1.01
PD002408,20241226,A003,R003,L005,Día,714,729,10.95,8.5,2.45
PD002409,20240716,A003,R028,L007,Día,118,112,7.12,5.11,2.02
PD002410,20240605,A005,R003,L007,Día,443,458,6.62,5.33,1.29
PD002411,20240106,A003,R021,L006,Noche,269,274,9.28,7.12,2.17
PD002412,20240404,A005,R017,L003,Día,695,721,9.09,7.18,1.91
PD002413,20240617,A004,R006,L004,Día,77,72,6.74,4.83,1.9
PD002414,20240519,A003,R012,L005,Día,862,724,9.59,6.68,2.9
PD002415,20240110,A003,R026,L002,Tarde,588,530,11.3,9.69,1.61
PD002416,20241107,A005,R005,L004,Noche,202,208,10.87,8.11,2.76
PD002417,20240315,A006,R019,L006,Día,581,644,10.58,8.61,1.97
PD002418,20240309,A001,R017,L001,Día,839,719,11.12,9.8,1.31
PD002419,20241111,A002,R017,L003,Noche,558,521,6.71,4.77,1.94
PD002420,20241011,A004,R007,L003,Noche,581,611,8.52,6.03,2.49
PD002421,20241207,A002,R016,L001,Noche,264,227,7.2,5.96,1.24
PD002422,20240901,A003,R018,L003,Noche,624,675,11.06,9.08,1.98
PD002423,20240228,A005,R003,L002,Noche,88,100,6.81,5.73,1.08
PD002424,20240120,A005,R012,L001,Tarde,824,874,11.33,7.71,3.62
PD002425,20240412,A005,R001,L004,Día,554,452,11.86,8.01,3.86
PD002426,20240924,A003,R006,L003,Día,187,154,9.49,6.68,2.81
PD002427,20240204,A003,R017,L007,Día,414,439,10.32,8.25,2.07
PD002428,20240722,A006,R011,L001,Tarde,471,472,6.4,5.21,1.19
PD002429,20240617,A001,R019,L004,Tarde,151,101,7.72,4.25,3.47
PD002430,20240115,A005,R008,L005,Tarde,73,63,10.94,9.52,1.42
PD002431,20241121,A006,R012,L002,Día,419,420,11.15,8.55,2.6
PD002432,20240414,A005,R027,L005,Tarde,605,500,9.81,6.6,3.21
PD002433,20240218,A001,R030,L007,Día,299,247,11.56,6.77,4.79
PD002434,20240425,A006,R002,L003,Noche,426,471,6.21,5.6,0.61
PD002435,20241005,A002,R014,L004,Noche,231,222,11.2,10.25,0.95
PD002436,20240502,A001,R019,L005,Día,474,481,11.81,9.89,1.92
PD002437,20240405,A001,R011,L002,Día,740,637,10.6,7.66,2.94
PD002438,20240215,A003,R018,L004,Tarde,595,566,11.32,8.66,2.65
PD002439,20241230,A003,R004,L007,Día,836,877,8.4,7.16,1.24
PD002440,20241208,A004,R007,L004,Tarde,636,681,10.55,8.81,1.74
PD002441,20241209,A001,R018,L003,Tarde,831,566,7.93,6.4,1.54
PD002442,20240129,A001,R022,L003,Día,233,187,9.35,5.17,4.17
PD002443,20241212,A001,R018,L007,Tarde,664,422,10.46,6.21,4.25
PD002444,20240102,A003,R020,L007,Noche,518,388,6.66,5.75,0.91
PD002445,20240306,A006,R011,L001,Día,342,316,7.9,7.12,0.78
PD002446,20241024,A003,R027,L005,Noche,772,766,6.91,5.04,1.87
PD002447,20241004,A006,R016,L006,Tarde,867,785,9.57,7.71,1.86
PD002448,20241220,A002,R025,L007,Tarde,762,743,10.49,9.29,1.2
PD002449,20240825,A001,R011,L001,Tarde,804,574,6.86,4.89,1.97
PD002450,20240427,A002,R007,L001,Tarde,448,375,9.52,8.58,0.95
PD002451,20241122,A003,R024,L003,Día,259,254,6.31,5.6,0.71
PD002452,20240307,A006,R008,L001,Día,342,280,7.29,5.45,1.84
PD002453,20240417,A006,R007,L001,Día,555,515,11.49,9.23,2.26
PD002454,20241219,A002,R015,L007,Tarde,153,127,7.35,5.95,1.41
PD002455,20240730,A002,R004,L001,Tarde,208,180,10.75,8.1,2.65
PD002456,20240710,A004,R018,L006,Tarde,862,731,8.83,7.66,1.16
PD002457,20240131,A005,R019,L006,Tarde,673,759,11.3,8.05,3.25
PD002458,20240621,A003,R029,L007,Noche,425,406,10.55,9.09,1.46
PD002459,20240115,A004,R013,L005,Tarde,196,167,7.36,5.5,1.86
